Rank,Team,Player,"Fantasy Position",Games,SOS,Bye,InjuryRisk,"Floor Proj","Consensus Proj","DS Proj",CeilingProj,"3D Value"
55,PIT,"Jaylen Warren",RB,9.0,4.1%,5,91%,9.2,13.4,11.7,15.2,22.9
56,DET,"David Montgomery",RB,9.0,-0.3%,8,94%,9.6,9.8,11.9,14,22.1
57,DEN,"Courtland Sutton",WR,8.0,-2%,12,80%,11.4,12.4,12.7,17.1,21.6
58,SEA,"Kenneth Walker III",RB,9.0,-9.2%,8,43%,8.3,9.8,12.1,13.7,21.5
59,WAS,"Deebo Samuel",WR,8.0,-1.1%,12,95%,11.4,10.8,13.2,16.5,21.3
60,DAL,"Jake Ferguson",TE,8.0,-11.6%,10,83%,11.1,11.3,11.9,17.5,21.3
61,SEA,"Zach Charbonnet",RB,9.0,-9.2%,8,62%,9.9,8.6,11.4,13.5,21.1
62,ARI,"Trey Benson",RB,8.0,-1.2%,8,45%,9,10,11.4,13.7,20.7
63,DEN,"J.K. Dobbins",RB,8.0,-6%,12,47%,9.5,10.2,12.4,16.6,20.5
64,LAC,"Keenan Allen",WR,8.0,3.4%,12,94%,10.8,11.7,12.8,16.6,20.4
65,KC,"Xavier Worthy",WR,8.0,-4.3%,10,75%,10.4,9.9,13.2,16.5,20.2
66,LAC,"Quentin Johnston",WR,8.0,3.4%,12,86%,11,10.8,12.5,17,19.8
67,BUF,"Dalton Kincaid",TE,9.0,9.4%,7,77%,8.5,9.5,11.2,14.3,19.8
68,CHI,"D.J. Moore",WR,9.0,4.2%,5,71%,9.4,9.7,11.7,14.3,19.7
69,GB,"Romeo Doubs",WR,9.0,1.6%,5,90%,9.7,10.6,11.6,14.3,19.7
70,MIN,"Aaron Jones",RB,9.0,5.7%,6,65%,8.9,9.8,10.8,13.8,19.5
71,BUF,"Khalil Shakir",WR,9.0,1.4%,7,88%,9.8,11.1,11.5,14.1,19
72,WAS,"Jacory Croskey-Merritt",RB,8.0,5.9%,12,44%,9.6,9.3,10.9,16.9,18.4
73,NE,"Drake Maye",QB,8.0,7.1%,14,65%,17.4,19.2,19.5,25.7,18.2
74,NE,"Stefon Diggs",WR,8.0,0.7%,14,47%,10.8,12.8,12.5,16.3,18.2
75,MIN,"Jordan Mason",RB,9.0,5.7%,6,88%,8,7.7,10.4,13.9,18.2
76,HOU,"Woody Marks",RB,9.0,1.1%,6,0%,7.9,9.5,9.9,14.7,18.1
77,NO,"Alvin Kamara",RB,8.0,2.8%,11,93%,9.8,10,11.1,15.5,17.9
78,DET,"Jameson Williams",WR,9.0,10.7%,8,68%,7.7,10,11.5,14.5,17.8
79,JAC,"Brian Thomas Jr.",WR,9.0,-5.8%,8,46%,8.3,11.3,11.5,13.9,17.4
80,CHI,"Kyle Monangai",RB,9.0,-5.6%,5,0%,8.5,6.8,9.2,14.5,17.2
81,TB,"Baker Mayfield",QB,9.0,-3.9%,9,26%,15.1,18.8,18,20.9,16.9
82,NE,"Rhamondre Stevenson",RB,7.0,17.4%,14,93%,9,9.3,10.3,13.7,16.9
83,LAR,"Matthew Stafford",QB,9.0,-1.3%,8,37%,14.6,16.3,18.2,20.7,16.8
84,ATL,"Kyle Pitts",TE,9.0,13.5%,5,85%,8.8,9.5,10.5,14.5,16.8
85,LAC,"Justin Herbert",QB,8.0,4.4%,12,36%,17.6,18.8,19.5,24.4,16.5
86,LAC,"Omarion Hampton",RB,6.0,1.3%,12,94%,8.3,11,9.6,12.2,16.3
87,LAC,"Oronde Gadsden II",TE,8.0,-2.3%,12,0%,10.6,11.3,11.2,16.8,16.2
88,PHI,"Dallas Goedert",TE,9.0,-7.1%,9,70%,8.8,10.1,10.6,13.5,16
89,BAL,"Dre'mont Jones",DL,9.0,32%,7,0%,4.7,3.1,5.9,13.6,15.9
90,NE,"TreVeyon Henderson",RB,8.0,17.4%,14,37%,8.8,7,10.2,14.8,15.5
91,NYG,"Tyrone Tracy Jr.",RB,8.0,-8%,14,69%,8.8,8.3,11,13.2,15.3
92,JAC,"Bhayshul Tuten",RB,9.0,-1.5%,8,16%,7.1,5.6,9.6,12.7,15.3
93,SF,"Ricky Pearsall",WR,7.0,3.6%,14,46%,9.3,10.4,11.4,14.4,15.1
94,DAL,"Dak Prescott",QB,8.0,-4.5%,10,27%,16.8,18.7,18.9,24.9,14.9
95,HOU,"Nick Chubb",RB,9.0,1.1%,6,61%,7.9,7.6,9.5,11.4,14.4
96,WAS,"Terry McLaurin",WR,7.0,-1.1%,12,93%,9.7,9.8,11.2,14,13.9
97,KC,"Isiah Pacheco",RB,8.0,1%,10,75%,7.6,6.6,9.5,15.2,13.9
98,NYG,"Devin Singletary",RB,8.0,-8%,14,34%,7.9,6.2,9.3,15.2,13.6
99,NYG,"Wan'Dale Robinson",WR,8.0,8.3%,14,45%,9.9,11.7,12.1,14.8,13.4
100,CHI,"Caleb Williams",QB,9.0,1.4%,5,24%,14.9,16.7,16.5,21.5,13.3
101,SF,"Jauan Jennings",WR,8.0,3.6%,14,85%,9.9,9,11.5,16,13.3
102,TEN,"Tyjae Spears",RB,8.0,-10.4%,10,44%,8.2,9.2,9.3,14,13.2
103,DEN,"Troy Franklin",WR,8.0,-2%,12,56%,10.5,9.3,11,16.5,13.1
104,TEN,"Tony Pollard",RB,8.0,-10.4%,10,51%,7.9,7.8,10.3,11.8,12.9
105,DEN,"RJ Harvey",RB,8.0,-6%,12,41%,7.7,8.2,9.4,13.6,12.5
106,LAC,"Kimani Vidal",RB,8.0,1.3%,12,0%,8.2,5.4,9.2,13.4,12.5
107,LAR,"Blake Corum",RB,9.0,-4.5%,8,32%,6.3,4.3,7.2,14.4,12.4
108,CAR,"Chuba Hubbard",RB,8.0,-6%,14,82%,7.6,4.9,9.9,11.9,12.3
109,NYG,"Jaxson Dart",QB,8.0,8.6%,14,33%,16.6,18.7,18,24.7,12.1
110,GB,"Christian Watson",WR,9.0,1.6%,5,52%,8.8,8,10.4,13.4,12
111,KC,"Kareem Hunt",RB,8.0,1%,10,42%,8,6.4,8.4,14.7,11.9
112,JAC,"Parker Washington",WR,9.0,-5.8%,8,0%,8.7,9.1,10.2,13.5,11.7
113,SEA,"Rashid Shaheed",WR,8.0,-1.2%,8,82%,9.1,8.7,10.2,13.1,11.5
114,JAC,"Jakobi Meyers",WR,9.0,-5.8%,8,77%,8.1,8.6,10.9,12.3,11.2
115,IND,"Josh Downs",WR,8.0,-11%,11,91%,9.9,8.6,11.4,14.8,10.8
116,NYJ,"Isaiah Davis",RB,9.0,-6.4%,9,0%,6.7,3.4,7.7,11.6,10.7
117,SEA,"Sam Darnold",QB,9.0,-6.6%,8,25%,14.4,16.2,16.4,20,10.4
118,TB,"Chris Godwin",WR,8.0,-3%,9,94%,6.9,8.9,11,12.4,10.4
119,TB,"Rachaad White",RB,9.0,-5.4%,9,86%,6.4,7.2,7.4,12.1,10.4
120,GB,"Jordan Love",QB,9.0,4.6%,5,42%,13,17,16.9,19.9,10
121,DET,"Jared Goff",QB,9.0,8.3%,8,30%,13.8,17.2,16.8,19.3,9.5
122,ATL,"Darnell Mooney",WR,9.0,-1.3%,5,94%,7.4,7.1,10.4,12.7,9.5
123,DET,"Brian Branch",DB,9.0,-11.7%,8,0%,6,6.1,8,10,9.1
124,LVR,"Tre Tucker",WR,9.0,-7.1%,8,0%,7.4,9.6,10.3,13,8.8
125,IND,"Alec Pierce",WR,8.0,-11%,11,94%,10.3,8.6,10.8,14.6,8.5
126,PIT,"Kenneth Gainwell",RB,9.0,4.1%,5,52%,5.6,7.6,7.1,10.5,8.3
127,KC,"Travis Kelce",TE,8.0,-6%,10,65%,8.9,11.1,10.8,14.5,7.9
128,BAL,"Roquan Smith",LB,9.0,32%,7,9%,7.2,6.8,8.6,10.3,7.7
129,SEA,"Tory Horton",WR,9.0,-1.2%,8,84%,8.1,6.7,9.9,12.4,7.5
130,DET,"Aidan Hutchinson",DL,9.0,-11.7%,8,35%,4.9,4,5.8,7.3,7.3
131,TB,"Antoine Winfield Jr.",DB,9.0,17.8%,9,0%,5.6,5,7.5,10.1,7.2
132,HOU,"Houston Texans",DEF,9.0,-1.9%,6,0%,6.5,4.3,7.2,8.5,7.2
133,PHI,"Tank Bigsby",RB,9.0,0.8%,9,17%,4.9,0.9,6.9,10.2,7.2
134,IND,"Daniel Jones",QB,8.0,-1.1%,11,36%,16.4,17.3,17.4,22.3,7
135,BUF,"Keon Coleman",WR,9.0,1.4%,7,85%,6.5,7.8,10.3,12.2,6.8
136,DEN,"Bo Nix",QB,8.0,-1.2%,12,21%,16.4,17.3,17.4,21.6,6.7
137,PHI,"Zack Baun",LB,9.0,-19.2%,9,0%,6.6,6.9,8.3,10.6,6.7
138,GB,"Micah Parsons",DL,9.0,-11.6%,5,35%,4.8,5.4,5.6,7,6.7
139,HOU,"Will Anderson Jr.",DL,9.0,-1.9%,6,28%,4.6,3.9,5.7,7.2,6.6
140,CIN,"Joe Flacco",QB,8.0,9.4%,10,17%,13.8,8.5,18.4,21.2,6.5
141,PIT,"Aaron Rodgers",QB,9.0,4.9%,5,39%,14,15.6,16.3,17.9,6.5
142,ATL,"Tyler Allgeier",RB,9.0,-6.4%,5,37%,5.1,5.9,5.7,11.3,6.5
143,ARI,"Budda Baker",DB,9.0,-15.1%,8,30%,5.6,5.8,7.4,9.3,6.4
144,LAR,"Byron Young",DL,9.0,-8.3%,8,0%,4.4,4.6,5.4,7.3,6.2
145,CHI,"Colston Loveland",TE,9.0,-0.9%,5,33%,7.6,7.7,9.2,12.6,5.8
146,CLE,"Myles Garrett",DL,9.0,3.6%,9,20%,4.4,4.4,5.4,7,5.8
147,JAC,"Foyesade Oluokun",LB,9.0,1.7%,8,0%,6.7,6,7.9,10.3,5.7
148,GB,"Luke Musgrave",TE,9.0,-1.4%,5,12%,6.9,6.1,9.5,12.3,5.6
149,PIT,"T.J. Watt",DL,9.0,2.2%,5,14%,4.2,5.4,5.5,6.8,5.6
150,CLE,"Harold Fannin Jr.",TE,9.0,-3.6%,9,68%,8,9.1,9.4,11.8,5.5
151,SEA,"Seattle Seahawks",DEF,9.0,14.8%,8,0%,5.9,4.3,6.7,8.2,5.5
152,JAC,"Trevor Lawrence",QB,9.0,-6.2%,8,35%,13.5,15.8,16.1,18,5.4
153,DAL,"Brandon Aubrey",K,8.0,2.7%,10,6%,9.2,5.8,10,11.5,5.3
154,NYJ,"Mason Taylor",TE,9.0,4.4%,9,72%,7.2,7.8,9.5,11.9,5.2
155,MIN,"Jonathan Greenard",DL,9.0,-28.8%,6,0%,4,4.7,5.5,6.6,5.1
156,BAL,"Mark Andrews",TE,9.0,23.8%,7,49%,7,7.9,9.4,12.2,5
157,MIA,"Ollie Gordon II",RB,8.0,6.5%,12,0%,5.5,3.7,5.8,12.8,5
158,PHI,"Jake Elliott",K,9.0,2.7%,9,0%,7.7,5.1,9,9.9,4.9
159,BAL,"Kyle Hamilton",DB,9.0,32%,7,25%,5.6,5.9,7,9.1,4.9
160,CLE,"Cleveland Browns",DEF,9.0,3.6%,9,0%,5.8,4.8,6.6,8.3,4.8
161,BAL,"Baltimore Ravens",DEF,9.0,32%,7,0%,5.9,4.2,6.4,8.3,4.8
162,CLE,"Dylan Sampson",RB,9.0,8.2%,9,35%,4.8,3.3,5.3,10.6,4.8
163,LVR,"Maxx Crosby",DL,9.0,-5.5%,8,0%,4.1,4.9,5.3,7.2,4.8
164,KC,"Brashard Smith",RB,8.0,1%,10,23%,5.2,4.2,5.9,11.8,4.7
165,TB,"Chase McLaughlin",K,9.0,2.7%,9,0%,8.2,5.8,8.6,10.2,4.6
166,NYG,"Theo Johnson",TE,8.0,4.6%,14,42%,8.1,8.4,9.8,14.7,4.5
167,HOU,"Ka'imi Fairbairn",K,9.0,-7.4%,6,0%,7.7,5.4,8.9,9.7,4.5
168,DET,"Jack Campbell",LB,9.0,-11.7%,8,0%,6.2,6,7.2,10.8,4.4
169,MIN,"J.J. McCarthy",QB,9.0,13.3%,6,41%,12.2,15.5,16.1,18,4.1
170,CLE,"David Njoku",TE,9.0,-3.6%,9,86%,7.7,8.1,9,12.2,4.1
171,SEA,"Jason Myers",K,9.0,-2.4%,8,0%,7.9,5.1,8.5,10,4
172,CLE,"Carson Schwesinger",LB,9.0,3.6%,9,47%,6.2,6.5,7.5,9.8,4
173,DEN,"Denver Broncos",DEF,8.0,-4.6%,12,0%,6.7,5,7.1,8.8,4
174,SF,"Brock Purdy",QB,8.0,-1.1%,14,24%,15.5,16.4,17.2,20.6,3.9
175,TB,"Tampa Bay Buccaneers",DEF,9.0,17.8%,9,0%,5.8,4.4,6.4,7.9,3.8
176,LAR,"Jared Verse",DL,9.0,-8.3%,8,0%,4.4,4.3,5.1,6.6,3.8
177,MIN,"T.J. Hockenson",TE,9.0,7%,6,57%,7.7,8.4,9.1,11.8,3.7
178,GB,"Matthew Golden",WR,8.0,1.6%,5,91%,6.9,6.2,9.1,12.7,3.7
179,HOU,"Dalton Schultz",TE,9.0,-2.7%,6,82%,7.7,8.4,8.8,12.6,3.7
180,CIN,"Barrett Carter",LB,8.0,-3.8%,10,0%,0,5.3,6.7,13.4,3.7
181,PHI,"Cooper DeJean",DB,9.0,-19.2%,9,0%,5.2,4.4,6.2,9.9,3.7
182,PIT,"Chris Boswell",K,9.0,3.4%,5,0%,7.9,5.6,8.4,9.4,3.6
183,BAL,"Tyler Loop",K,9.0,6.9%,7,0%,7.7,5.6,8.5,9.2,3.5
184,NYJ,"Justin Fields",QB,9.0,5.4%,9,40%,11.6,13.7,15.9,18.3,3.2
185,ARI,"Chad Ryland",K,9.0,-18.5%,8,0%,7.6,5.1,8.2,9.7,3.2
186,CIN,"Samaje Perine",RB,8.0,4.5%,10,14%,4,5,6.1,10.6,3.2
187,WAS,"Zach Ertz",TE,8.0,-3.7%,12,88%,8.4,8.9,10.1,13.4,3.1
188,DET,"Jake Bates",K,9.0,14.3%,8,6%,7.5,5.7,8.3,9.4,3.1
189,CHI,"Jaquan Brisker",DB,9.0,1.1%,5,0%,4.6,4.8,6.6,8.9,3.1
190,BAL,"Justice Hill",RB,9.0,1.8%,7,36%,4.6,4.8,6,7.6,3.1
191,CHI,"T.J. Edwards",LB,9.0,1.1%,5,0%,5.9,6.8,7.4,9.3,2.9
192,BUF,"Terrel Bernard",LB,9.0,10.6%,7,0%,6,4.6,7.1,9.9,2.9
193,LAC,"Cameron Dicker",K,8.0,-5.9%,12,6%,8.2,5.6,9.5,10.2,2.8
194,GB,"Edgerrin Cooper",LB,9.0,-11.6%,5,0%,5.8,6.6,7.3,9.5,2.8
195,BUF,"Buffalo Bills",DEF,9.0,10.6%,7,0%,4.8,5,6.6,7.3,2.8
196,HOU,"C.J. Stroud",QB,8.0,-4%,6,30%,13.6,15,14.8,18.6,2.4
197,LAR,"Los Angeles Rams",DEF,9.0,-8.3%,8,0%,5.5,4.8,6,7.6,2.4
198,LVR,"Geno Smith",QB,9.0,-11%,8,64%,12.8,12.4,15.4,18.2,2.3
199,NE,"Kayshon Boutte",WR,7.0,0.7%,14,0%,7.9,7.7,9.2,12.4,2.3
200,NE,"New England Patriots",DEF,8.0,9.6%,14,0%,6.3,4.3,6.6,8.6,2.3
201,WAS,"Marcus Mariota",QB,8.0,4.1%,12,53%,14.8,14,16.8,21,2.2
202,MIN,"Will Reichard",K,9.0,2.3%,6,0%,7.4,5.2,7.8,9.8,2.2
203,DET,"Detroit Lions",DEF,9.0,-11.7%,8,0%,4.9,4.6,6.3,7.2,2.2
204,SEA,"Leonard Williams",DL,9.0,14.8%,8,37%,4.1,3.7,5.1,6.1,2.1
205,TB,"Cade Otton",TE,9.0,-5.7%,9,69%,6.7,7.6,9.5,11.1,1.9
206,ARI,"Kyler Murray",QB,8.0,0.5%,8,23%,8.5,14.5,9.1,12.3,1.9
207,TEN,"Chimere Dike",WR,8.0,-8.3%,10,0%,9,7,10,13,1.8
208,NO,"Devin Neal",RB,8.0,2.8%,11,0%,4.2,4.9,5.4,10.2,1.7
209,NO,"Juwan Johnson",TE,8.0,-3.4%,11,79%,8.6,8.2,9.3,14,1.6
210,CLE,"Jerry Jeudy",WR,9.0,8.9%,9,55%,7.9,7.9,9.1,11.4,1.5
211,HOU,"Joe Mixon",RB,6.0,1.1%,6,67%,0,4.5,4.3,4.6,1.5
212,KC,"Harrison Butker",K,8.0,-4.4%,10,0%,8.4,5.8,8.9,10.3,1.4
213,NYJ,"Jamien Sherwood",LB,9.0,27.4%,9,0%,5.9,6.7,7,9.5,1.2
214,KC,"Kansas City Chiefs",DEF,8.0,-15.7%,10,0%,6,4.4,6.6,8.3,1.2
215,LAR,"Quentin Lake",DB,9.0,-8.3%,8,0%,4.9,5.2,6.5,8.1,1.2
216,CLE,"Grant Delpit",DB,9.0,3.6%,9,21%,4.9,5.3,6.5,8.1,1.2
217,LVR,"Jeremy Chinn",DB,9.0,-5.5%,8,23%,4.9,5.6,6.5,8.1,1.2
218,JAC,"Jacksonville Jaguars",DEF,9.0,1.7%,8,0%,4.7,4,6.2,7.1,1.2
219,TB,"Sean Tucker",RB,9.0,-5.4%,9,18%,4,2,4.4,8.8,1.2
220,LAC,"Daiyan Henley",LB,8.0,-24.2%,12,0%,6.6,6.5,8.2,10.3,1.1
221,CHI,"Kevin Byard",DB,9.0,1.1%,5,0%,4.8,5.9,6.6,7.9,1.1
222,HOU,"Danielle Hunter",DL,9.0,-1.9%,6,8%,4.1,4.3,4.7,6.1,0.8
223,ATL,"Michael Penix Jr.",QB,9.0,-1.3%,5,20%,13.3,14.1,14.8,17.8,0.7
224,ARI,"Zonovan Knight",RB,9.0,-1.2%,8,0%,3.1,4.3,5.2,7.3,0.7
225,PHI,"Reed Blankenship",DB,9.0,-19.2%,9,0%,4.6,4.4,5.7,10,0.5
226,ATL,"Kaden Elliss",LB,9.0,5.6%,5,0%,5.9,5.9,7.1,8.8,0.4
227,ATL,"Jessie Bates",DB,9.0,5.6%,5,0%,4.8,6.4,6,9,0.3
228,CLE,"Jerome Ford",RB,9.0,8.2%,9,46%,3.6,3.4,5.2,6.4,0.2
229,NE,"Hunter Henry",TE,8.0,5.9%,14,64%,8.4,8.6,9.7,12.5,0
230,DEN,"Wil Lutz",K,8.0,-8.2%,12,0%,8.1,5,8.6,10.1,0
231,PIT,"Patrick Queen",LB,9.0,2.2%,5,0%,6,5.8,7.1,8.6,0
232,SF,"San Francisco 49ers",DEF,8.0,16.1%,14,0%,6,3.5,6.3,8.5,0
233,MIN,"Josh Metellus",DB,9.0,-28.8%,6,0%,5,5.4,6,8.7,0
234,SEA,"Byron Murphy II",DL,9.0,14.8%,8,0%,3.4,1.7,4.5,7.2,0
235,TEN,"Calvin Ridley",WR,8.0,-8.3%,10,65%,6.4,9.5,10.7,12,-0.2
236,TEN,"Elic Ayomanor",WR,8.0,-8.3%,10,56%,7.4,7.9,9.3,14,-0.2
237,ARI,"Emari Demercado",RB,9.0,-1.2%,8,17%,3.2,3.2,4.2,8.2,-0.2
238,BAL,"Isaiah Likely",TE,9.0,23.8%,7,16%,7,5.9,8.2,12.2,-0.4
239,GB,"Quay Walker",LB,9.0,-11.6%,5,0%,5.6,6.1,7,8.9,-0.4
240,CHI,"Tremaine Edmunds",LB,9.0,1.1%,5,25%,5.9,4.7,6.9,9,-0.4
241,LAC,"Derwin James",DB,8.0,-24.2%,12,39%,5.2,5.2,6.8,9.5,-0.4
242,GB,"Devonte Wyatt",DL,9.0,-11.6%,5,0%,3.1,2.2,4.4,7,-0.4
243,NYJ,"Nick Folk",K,9.0,-0.5%,9,0%,6.4,4.7,7.5,9.5,-0.5
244,GB,"Green Bay Packers",DEF,9.0,-11.6%,5,0%,5,4.6,5.6,7.2,-0.5
245,BUF,"Gregory Rousseau",DL,9.0,10.6%,7,0%,3.7,3.3,4.8,6,-0.6
246,PIT,"Calvin Austin III",WR,9.0,1.5%,5,76%,6.3,7.7,9,11.2,-0.7
247,DEN,"Talanoa Hufanga",DB,8.0,-4.6%,12,39%,5.3,5.9,6.6,9.9,-0.7
248,JAC,"Josh Hines-Allen",DL,9.0,1.7%,8,24%,3.8,3.9,4.7,6.2,-0.7
249,BAL,"Keaton Mitchell",RB,9.0,1.8%,7,15%,3.3,2.5,4.3,7.8,-0.7
250,TB,"Tez Johnson",WR,9.0,-3%,9,0%,5.5,7.5,8.4,12.7,-0.8
251,NYG,"Paulson Adebo",DB,8.0,11.5%,14,0%,5,6.5,6.7,9.7,-0.8
252,MIA,"Tua Tagovailoa",QB,8.0,11%,12,28%,14.1,13.5,16,20.5,-1
253,NYG,"Darius Slayton",WR,8.0,8.3%,14,77%,7.3,9.3,9.7,13.4,-1
254,IND,"Nick Cross",DB,8.0,-20.9%,11,0%,5.8,6.7,6.9,9,-1.1
255,BAL,"Rashod Bateman",WR,9.0,6.8%,7,43%,7,6.4,8.6,11.4,-1.2
256,LVR,"Devin White",LB,9.0,-5.5%,8,0%,3.5,5.1,7,9.8,-1.4
257,ATL,"Atlanta Falcons",DEF,9.0,5.6%,5,0%,4.9,4.3,5.7,7,-1.4
258,NYJ,"New York Jets",DEF,9.0,27.4%,9,0%,5.1,3.8,5.7,6.8,-1.4
259,HOU,"Christian Kirk",WR,9.0,-1.8%,6,94%,7.2,7.4,8.6,10.7,-1.5
260,IND,"Indianapolis Colts",DEF,8.0,-20.9%,11,0%,5.7,3.4,6.3,7.9,-1.5
261,PHI,"Philadelphia Eagles",DEF,9.0,-19.2%,9,0%,5.1,4.1,5.9,6.4,-1.5
262,CIN,"Trey Hendrickson",DL,8.0,-3.8%,10,18%,4.1,4.6,5.4,6.2,-1.8
263,NE,"Robert Spillane",LB,8.0,9.6%,14,0%,5.9,7.2,7.9,9.5,-1.9
264,NYG,"Brian Burns",DL,8.0,11.5%,14,0%,4.2,4.1,5.3,6.4,-1.9
265,CLE,"Cedric Tillman",WR,9.0,8.9%,9,79%,6.4,6.8,8.2,12,-2
266,TB,"Mike Evans",WR,4.0,-3%,9,93%,5,3.7,5.6,7.1,-2
