Rank,Team,Player,"Fantasy Position",Games,SOS,Bye,InjuryRisk,"Floor Proj","Consensus Proj","DS Proj",CeilingProj,"3D Value"
24,TB,"Bucky Irving",RB,6.0,0.7%,9,83%,10.9,11,13,14.7,38.8
25,IND,"Tyler Warren",TE,6.0,14.1%,11,60%,9.2,8.5,12.2,13.2,38.4
26,TB,"Emeka Egbuka",WR,6.0,-8.9%,9,38%,9.5,11.7,11.3,14.2,37.9
27,NO,"Chris Olave",WR,6.0,-4.1%,11,76%,9,11.7,11.6,13.7,37.6
28,CIN,"Chase Brown",RB,6.0,6.6%,10,81%,10.2,11.4,12.7,15.2,37.1
29,LAC,"Ladd McConkey",WR,6.0,-0.5%,12,86%,9.6,9.9,11,14.4,36.6
30,BAL,"Zay Flowers",WR,6.0,6.6%,7,85%,9.5,9.2,11.2,14,36.2
31,JAC,"Travis Etienne",RB,6.0,1.5%,8,69%,9.8,10.2,12,15.4,33.6
32,ATL,"Drake London",WR,5.0,-1.5%,5,76%,8.7,9.8,10.7,14.4,33.3
33,PHI,"DeVonta Smith",WR,6.0,2.1%,9,94%,9.5,10.3,10.8,13.4,33.2
34,CAR,"Rico Dowdle",RB,5.0,-11%,14,48%,12.3,12.1,14.3,17.9,31.9
35,PHI,"A.J. Brown",WR,6.0,2.1%,9,76%,9.5,10.9,11,12.7,31.9
36,BUF,"Josh Allen",QB,6.0,6.2%,7,22%,17.2,21.9,19.8,23,31.6
37,LAR,"Kyren Williams",RB,6.0,-5.3%,8,85%,9.7,11.2,11.7,14.9,30.2
38,CLE,"Quinshon Judkins",RB,6.0,7.8%,9,45%,9.8,11.2,11.8,14.2,29.7
39,IND,"Michael Pittman Jr.",WR,6.0,-6%,11,94%,9.5,9.6,10.7,12.3,29.3
40,KC,"Patrick Mahomes",QB,6.0,-7.1%,10,23%,16.7,18.8,19.7,23,29.1
41,BAL,"Lamar Jackson",QB,6.0,15.8%,7,45%,16.3,17.9,19.4,23.1,27.8
42,ARI,"Marvin Harrison Jr.",WR,6.0,-1%,8,90%,8.7,9.4,10.2,13.3,27.7
43,PHI,"Jalen Hurts",QB,6.0,-1.7%,9,43%,15.9,18.3,19.9,22.9,27.5
44,DAL,"Dak Prescott",QB,6.0,-2.6%,10,27%,16.8,17.3,19.1,23.3,27.2
45,LVR,"Ashton Jeanty",RB,6.0,4.6%,8,63%,7.9,11.8,11.9,14.5,26.9
46,CIN,"Tee Higgins",WR,5.0,1.4%,10,88%,8,8.5,10,13.5,26.5
47,MIN,"Justin Jefferson",WR,6.0,12.9%,6,53%,7,11.2,10.6,12.7,26.4
48,JAC,"Brian Thomas Jr.",WR,6.0,3.2%,8,46%,7.1,8.7,10.5,12.9,26.1
49,DET,"Jameson Williams",WR,6.0,7.5%,8,68%,7.3,9.7,10.4,13,25.4
50,LAC,"Oronde Gadsden II",TE,6.0,-20.3%,12,0%,8,7.9,9.4,12.3,25
51,DEN,"RJ Harvey",RB,6.0,-4.8%,12,41%,9.6,9.1,11.4,13.6,24.8
52,LAC,"Justin Herbert",QB,6.0,-4.1%,12,36%,15.6,17.1,19.3,22.8,24
53,PIT,"Jaylen Warren",RB,6.0,-2.9%,5,91%,9.2,9.1,10.2,15.3,23.8
54,CHI,"Rome Odunze",WR,6.0,-5.8%,5,79%,8.2,8.4,9.7,13,23.8
55,DEN,"Courtland Sutton",WR,6.0,-2.4%,12,80%,7.9,9.1,9.8,12.5,23.3
56,LAR,"Matthew Stafford",QB,6.0,-3.2%,8,37%,15.6,17.2,18.8,23.3,23.2
57,KC,"Travis Kelce",TE,6.0,-14.9%,10,65%,7.5,8.7,9.2,11.8,22.2
58,HOU,"Woody Marks",RB,6.0,-1.3%,6,0%,8.9,9.9,9.9,14.4,21.9
59,SF,"George Kittle",TE,5.0,3.4%,14,53%,9,10.3,10.6,14.5,21.4
60,WAS,"Deebo Samuel",WR,6.0,-0.1%,12,95%,6.6,8.8,10.2,11.9,21.1
61,CAR,"Tetairoa McMillan",WR,5.0,-0%,14,45%,9.9,10.9,11.3,14.9,20.7
62,NE,"TreVeyon Henderson",RB,5.0,16.4%,14,37%,9.8,11.1,11.8,15.9,20.3
63,DEN,"Troy Franklin",WR,6.0,-2.4%,12,56%,7.7,8.2,9.5,12.2,20.3
64,LAC,"Quentin Johnston",WR,6.0,-0.5%,12,86%,8.3,8.4,9.2,12.5,20.3
65,SEA,"Kenneth Walker III",RB,6.0,-6.8%,8,43%,7.3,9.8,10.2,13.1,20.2
66,DET,"David Montgomery",RB,6.0,-9%,8,94%,8.5,7.2,10.5,11.6,20.1
67,WAS,"Terry McLaurin",WR,6.0,-0.1%,12,93%,7.9,8.8,9.4,12.4,20.1
68,MIN,"Aaron Jones",RB,6.0,7.3%,6,65%,7.9,9.6,9.6,12.3,18.8
69,WAS,"Chris Rodriguez",RB,6.0,7.5%,12,17%,7.9,6.6,9.9,11.4,18.7
70,LAC,"Omarion Hampton",RB,5.0,-0.8%,12,94%,6.3,9.3,10.2,12.2,18.5
71,SEA,"Zach Charbonnet",RB,6.0,-6.8%,8,62%,7.4,6.6,9.9,11.7,18
72,ARI,"Trey Benson",RB,5.0,2.9%,8,45%,7.7,6.9,9.7,11.8,18
73,CHI,"D'Andre Swift",RB,6.0,-7.2%,5,73%,7.3,7.7,9.7,12.1,18
74,GB,"Christian Watson",WR,6.0,3.9%,5,52%,7.8,6.9,9.2,11.8,17.9
75,DAL,"Jake Ferguson",TE,6.0,-5.4%,10,83%,7.3,7.8,8.9,10.9,17.6
76,CHI,"Kyle Monangai",RB,6.0,-7.2%,5,0%,7.8,6.7,8.5,13.4,17.4
77,CIN,"Joe Burrow",QB,6.0,-2.4%,10,26%,12.7,15.8,18.9,21.4,16.8
78,BUF,"Khalil Shakir",WR,6.0,4.4%,7,88%,7.8,9,9.2,11.3,16.8
79,LAR,"Blake Corum",RB,6.0,-5.3%,8,32%,7,4.9,7.4,14.8,16.4
80,IND,"Alec Pierce",WR,6.0,-6%,11,94%,7.9,8,9,11.3,16.1
81,JAC,"Bhayshul Tuten",RB,6.0,1.5%,8,16%,7,5.6,8.7,12.5,16.1
82,NO,"Juwan Johnson",TE,6.0,1.6%,11,79%,6.5,7.3,8.6,10.9,15.9
83,NE,"Stefon Diggs",WR,5.0,3.5%,14,47%,9,9.8,10.5,13.9,15.8
84,PIT,"D.K. Metcalf",WR,6.0,0.4%,5,69%,6.7,8.8,9.5,10.7,15.3
85,KC,"Isiah Pacheco",RB,6.0,2.9%,10,75%,6.2,5.6,8.6,12.7,15.3
86,PHI,"Dallas Goedert",TE,6.0,-16.7%,9,70%,7,6.9,8.4,10.7,15.3
87,KC,"Kareem Hunt",RB,6.0,2.9%,10,42%,6.2,6.4,8,13.1,14.9
88,NYG,"Wan'Dale Robinson",WR,5.0,4.5%,14,45%,9,10.8,10.4,13.9,14.8
89,GB,"Romeo Doubs",WR,6.0,3.9%,5,90%,6.6,6.3,9.1,10.9,14.2
90,JAC,"Jakobi Meyers",WR,6.0,3.2%,8,77%,7,7.6,9,11.1,14.2
91,NYG,"Tyrone Tracy Jr.",RB,5.0,-4.5%,14,69%,7.9,7.8,9.9,13.5,14
92,ATL,"Kyle Pitts",TE,6.0,3.3%,5,85%,6.9,6.7,8.2,10.7,12.7
93,TEN,"Tony Pollard",RB,6.0,-9.4%,10,51%,7.1,7.1,8.4,9.7,12.4
94,KC,"Xavier Worthy",WR,6.0,-3.3%,10,75%,6,6.7,8.9,11.4,12.3
95,TEN,"Tyjae Spears",RB,6.0,-9.4%,10,44%,5.8,6.9,8,10.9,12.2
96,SF,"Jauan Jennings",WR,5.0,6.7%,14,85%,8.4,8.7,9.8,14,11.8
97,LAC,"Kimani Vidal",RB,6.0,-0.8%,12,0%,5.8,5,7.1,12.1,11.8
98,CHI,"D.J. Moore",WR,6.0,-5.8%,5,71%,7.1,6.7,8.5,11,11.7
99,HOU,"Jayden Higgins",WR,6.0,-1.7%,6,16%,6,7.4,8.5,11.6,11.5
100,NO,"Alvin Kamara",RB,5.0,5.1%,11,93%,6.3,5.5,8.2,9.7,11.5
101,LVR,"Tre Tucker",WR,6.0,-11.9%,8,0%,6.7,7.1,8.5,11,11.2
102,NE,"Rhamondre Stevenson",RB,5.0,16.4%,14,93%,7.5,5.4,9.1,12.6,10.9
103,ARI,"Michael Wilson",WR,6.0,-1%,8,58%,4.9,7.8,8.4,12.5,10.8
104,JAC,"Parker Washington",WR,6.0,3.2%,8,0%,7,6.5,8.2,11.4,10.8
105,CHI,"Luther Burden III",WR,6.0,-5.8%,5,39%,5.3,5.1,8.5,11.7,10.7
106,MIN,"Jordan Mason",RB,6.0,7.3%,6,88%,6,5.5,8,9.4,10.7
107,DET,"Jared Goff",QB,6.0,3.1%,8,30%,14.6,15.5,17.2,20.5,10.5
108,ATL,"Tyler Allgeier",RB,6.0,-6.6%,5,37%,5.7,5.7,6.4,12.7,10.2
109,NO,"Devin Neal",RB,6.0,5.1%,11,0%,5.3,6.6,6.7,11.7,9.8
110,MIN,"Jordan Addison",WR,6.0,12.9%,6,77%,6.1,7.7,8.4,10.3,9.1
111,TB,"Sean Tucker",RB,6.0,0.7%,9,18%,6.1,4.7,6.4,11.2,9
112,BAL,"Roquan Smith",LB,6.0,4.4%,7,9%,7.1,7,8.5,10.2,8.9
113,PHI,"Zack Baun",LB,6.0,13.5%,9,0%,6.6,6.8,8.3,10.6,8.8
114,CIN,"Barrett Carter",LB,6.0,9.3%,10,0%,0,3.9,6.6,13.2,8.8
115,DET,"Brian Branch",DB,6.0,-17.7%,8,0%,5.9,6.2,7.8,9.8,8.6
116,CHI,"Caleb Williams",QB,6.0,-13.3%,5,24%,14.2,15.9,16.5,21,8.5
117,PIT,"Kenneth Gainwell",RB,6.0,-2.9%,5,52%,5.5,8.7,6.4,11.2,8.5
118,SEA,"Sam Darnold",QB,6.0,-7.2%,8,25%,14.9,15.2,16.2,21.1,8.3
119,TB,"Chris Godwin",WR,6.0,-8.9%,9,94%,5.8,5.4,8.6,10,8.3
120,TEN,"Chimere Dike",WR,6.0,-5.5%,10,0%,7.2,5.9,8,10.4,8.2
121,GB,"Emanuel Wilson",RB,6.0,0.3%,5,0%,4.5,5.2,5.4,13.6,8.2
122,ARI,"Zonovan Knight",RB,6.0,2.9%,8,0%,4.3,4.6,5.4,13.7,8.2
123,TB,"Antoine Winfield Jr.",DB,6.0,44%,9,0%,5.6,4.6,7.5,10.1,8
124,GB,"Jordan Love",QB,6.0,2.4%,5,42%,14.3,14.2,16.4,20.8,7.6
125,MIN,"Blake Cashman",LB,6.0,-20.8%,6,0%,8.3,5.5,8.3,8.3,7.6
126,GB,"Jayden Reed",WR,5.0,3.9%,5,12%,5.7,5.6,8.2,10.8,7.6
127,HOU,"Nick Chubb",RB,6.0,-1.3%,6,61%,5.1,4.3,6.7,9.8,7.6
128,TEN,"Elic Ayomanor",WR,6.0,-5.5%,10,56%,6.1,5.2,7.6,11.4,7.5
129,DEN,"Pat Bryant",WR,6.0,-2.4%,12,0%,6.4,5,7.9,11.1,7.4
130,JAC,"Foyesade Oluokun",LB,6.0,-12.7%,8,0%,6.6,6.1,7.8,10.1,7.4
131,HOU,"Dalton Schultz",TE,6.0,-8%,6,82%,6.4,6.8,7.6,10.5,7.4
132,ATL,"Darnell Mooney",WR,6.0,-1.5%,5,94%,6.3,6.8,8.2,10.3,7.3
133,BAL,"Mark Andrews",TE,6.0,42.5%,7,49%,5.2,7.8,8,10,7.2
134,NE,"Drake Maye",QB,5.0,1.6%,14,65%,17.3,18.9,20.1,23.7,7
135,CAR,"Chuba Hubbard",RB,5.0,-11%,14,82%,5.2,3.3,8.6,10.3,6.9
136,TB,"Baker Mayfield",QB,6.0,-6.4%,9,26%,13.7,16.6,16.9,19.8,6.8
137,SF,"Ricky Pearsall",WR,5.0,6.7%,14,46%,7.7,7.5,9.4,12.8,6.8
138,MIA,"Ollie Gordon II",RB,6.0,6.4%,12,0%,5.1,3,5.4,11.9,6.8
139,CLE,"Carson Schwesinger",LB,6.0,-5.3%,9,47%,6.3,6.9,7.7,10,6.6
140,TB,"Rachaad White",RB,6.0,0.7%,9,86%,4.7,5.1,6.5,9.3,6.5
141,DET,"Jack Campbell",LB,6.0,-17.7%,8,0%,6.1,6,7.1,10.7,6.4
142,NYJ,"Isaiah Davis",RB,6.0,-7%,9,0%,4.2,2.5,6.6,9.7,6.4
143,HOU,"C.J. Stroud",QB,6.0,-7.8%,6,30%,14,15.3,16.3,20,6.2
144,JAC,"Trevor Lawrence",QB,6.0,-1.6%,8,35%,13.7,16.5,16.3,20.2,6.1
145,NE,"Kayshon Boutte",WR,5.0,3.5%,14,0%,7.8,6.2,9.1,12.6,6.1
146,IND,"Nick Cross",DB,6.0,-12.2%,11,0%,5.8,6.3,6.9,9,6
147,DAL,"Brandon Aubrey",K,6.0,2.7%,10,6%,9.1,5.5,9.9,11.4,5.8
148,BAL,"Kyle Hamilton",DB,6.0,4.4%,7,25%,5.6,5.7,7,9.1,5.8
149,MIA,"Jordyn Brooks",LB,6.0,21.4%,12,21%,6.5,7.4,7.7,8.9,5.7
150,DEN,"Jaleel McLaughlin",RB,6.0,-4.8%,12,17%,4.8,4.6,6.8,7.8,5.7
151,DET,"Aidan Hutchinson",DL,6.0,-17.7%,8,35%,4.9,4.1,5.8,7.3,5.5
152,PHI,"Jaelan Phillips",DL,6.0,13.5%,9,23%,2.1,5,4.1,12.3,5.5
153,MIA,"Tyrel Dodson",LB,6.0,21.4%,12,0%,7.6,6.3,7.6,7.6,5.3
154,NYG,"Devin Singletary",RB,5.0,-4.5%,14,34%,5.5,5.5,7.3,11.3,5.3
155,HOU,"Houston Texans",DEF,6.0,13.2%,6,0%,6.5,3.8,7.5,9.4,5.2
156,WAS,"Bobby Wagner",LB,6.0,-5%,12,12%,6.2,5.9,7.3,9.1,5.2
157,JAC,"Brenton Strange",TE,6.0,3.7%,8,39%,5.9,6.6,7.6,9.3,5.1
158,DEN,"Talanoa Hufanga",DB,6.0,1.3%,12,39%,5.2,5.9,6.5,9.8,5.1
159,NYJ,"Jermaine Johnson",DL,6.0,23.9%,9,0%,2.3,2.7,4.5,11.3,5.1
160,IND,"Daniel Jones",QB,6.0,3%,11,36%,14.1,16.6,16.2,19.8,5
161,CLE,"Harold Fannin Jr.",TE,6.0,-3.9%,9,68%,6.4,7,7.5,9.4,5
162,SEA,"Ernest Jones",LB,6.0,-0.5%,8,0%,5.8,6.3,7,9.8,4.9
163,TB,"Mike Evans",WR,4.0,-8.9%,9,93%,5.9,4.7,7,8.7,4.8
164,HOU,"Will Anderson Jr.",DL,6.0,13.2%,6,28%,4.5,3.7,5.6,7.1,4.8
165,LAR,"Byron Young",DL,6.0,7.5%,8,0%,4.5,4.5,5.5,7.4,4.8
166,DEN,"Denver Broncos",DEF,6.0,1.3%,12,0%,6.3,4.3,7.4,9.3,4.7
167,LVR,"Maxx Crosby",DL,6.0,-6.6%,8,0%,4.3,4.7,5.5,7.4,4.7
168,CHI,"Colston Loveland",TE,6.0,-9.5%,5,33%,6.2,6.2,7.1,9.9,4.6
169,DEN,"Alex Singleton",LB,6.0,1.3%,12,0%,4.2,7.1,7,10.5,4.6
170,NYJ,"Jamien Sherwood",LB,6.0,23.9%,9,0%,5.9,6.5,7,9.5,4.6
171,PIT,"T.J. Watt",DL,6.0,10.2%,5,14%,4.3,5.5,5.6,6.9,4.6
172,CLE,"Myles Garrett",DL,6.0,-5.3%,9,20%,4.5,4.2,5.5,7.2,4.6
173,ATL,"Kaden Elliss",LB,6.0,-0.5%,5,0%,6,5.7,7.2,8.9,4.5
174,ARI,"Budda Baker",DB,6.0,-8.7%,8,30%,5.2,5.8,6.8,8.5,4.5
175,PHI,"Cooper DeJean",DB,6.0,13.5%,9,0%,5.1,4.3,6.1,9.8,4.5
176,NO,"Taysom Hill",TE,6.0,1.6%,11,30%,4.7,4.3,7.5,10.3,4.4
177,LAC,"Daiyan Henley",LB,6.0,-11.6%,12,0%,5.7,6,7.1,8.9,4.4
178,GB,"Micah Parsons",DL,6.0,-27.5%,5,35%,4.7,5.2,5.5,6.9,4.4
179,ARI,"Jacoby Brissett",QB,6.0,-1.3%,8,6%,12.6,15.1,16,20.6,4.3
180,SEA,"Seattle Seahawks",DEF,6.0,-0.5%,8,0%,6.2,3.7,7.1,8.7,4.2
181,LAR,"Los Angeles Rams",DEF,6.0,7.5%,8,0%,6.4,3.7,7,9,4.2
182,DEN,"Brandon Jones",DB,6.0,1.3%,12,25%,4.9,5.6,6.4,9,4.2
183,LAR,"Jared Verse",DL,6.0,7.5%,8,0%,4.6,4.3,5.3,6.9,4.1
184,PHI,"Philadelphia Eagles",DEF,6.0,13.5%,9,0%,6.2,3.8,7,8.6,3.9
185,WAS,"Jacory Croskey-Merritt",RB,6.0,7.5%,12,44%,3.9,4.8,5.6,8.9,3.9
186,LAC,"Cameron Dicker",K,6.0,-0.9%,12,6%,8.2,5.5,9.5,10.2,3.7
187,BAL,"Dre'mont Jones",DL,6.0,4.4%,7,0%,3.3,3.4,4.1,9.4,3.7
188,LAC,"Keenan Allen",WR,6.0,-0.5%,12,94%,6.8,8.2,7.6,9.9,3.6
189,LVR,"Devin White",LB,6.0,-6.6%,8,0%,3.5,4.9,7,9.8,3.5
190,TB,"Tampa Bay Buccaneers",DEF,6.0,44%,9,0%,6.2,3.8,6.9,8.6,3.5
191,CHI,"Jaquan Brisker",DB,6.0,-7.1%,5,0%,4.5,4.7,6.4,8.6,3.5
192,WAS,"Jayden Daniels",QB,5.0,2.1%,12,71%,13,12.6,15.8,20.2,3.4
193,TEN,"Jeffery Simmons",DL,6.0,21.4%,10,23%,4.2,2.7,5.4,6.5,3.4
194,IND,"Michael Badgley",K,6.0,-33.8%,11,0%,7.5,5,9.4,9.9,3.2
195,NYG,"Theo Johnson",TE,5.0,2.5%,14,42%,7.1,6.4,8.6,11.6,3.2
196,PHI,"Tank Bigsby",RB,6.0,9.5%,9,17%,4,1.9,5.7,8.4,3.2
197,CLE,"Dylan Sampson",RB,6.0,7.8%,9,35%,4.2,3.2,4.7,10.3,3.2
198,TB,"Cade Otton",TE,6.0,1.8%,9,69%,5.8,6.5,7.5,9.1,3.1
199,CLE,"Cleveland Browns",DEF,6.0,-5.3%,9,0%,5.8,4.3,6.6,8.3,3.1
200,MIN,"Andrew Van Ginkel",DL,6.0,-20.8%,6,0%,5.3,5,5.3,5.3,3.1
201,LVR,"Jeremy Chinn",DB,6.0,-6.6%,8,23%,4.9,5.5,6.5,8.1,3
202,KC,"Brashard Smith",RB,6.0,2.9%,10,23%,4.2,2.6,4.8,9.6,3
203,LAC,"Los Angeles Chargers",DEF,6.0,-11.6%,12,0%,6,3.5,6.5,8.3,2.9
204,PHI,"Reed Blankenship",DB,6.0,13.5%,9,0%,4.6,4.9,5.7,10,2.9
205,WAS,"Zach Ertz",TE,6.0,-9%,12,88%,5.9,6.1,7.1,9.4,2.8
206,ATL,"Jessie Bates",DB,6.0,-0.5%,5,0%,4.8,5.9,6,9,2.8
207,NYG,"Jaxson Dart",QB,5.0,3.6%,14,33%,16.1,18.6,18.7,24.5,2.7
208,DEN,"Bo Nix",QB,6.0,-2.1%,12,21%,13.4,16.7,16,19.2,2.7
209,TB,"Tez Johnson",WR,6.0,-8.9%,9,0%,5.2,6.2,8,9.4,2.7
210,TB,"Tykee Smith",DB,6.0,44%,9,0%,3.8,6.5,6.3,8.8,2.7
211,MIN,"Jonathan Greenard",DL,6.0,-20.8%,6,0%,3.7,4.5,5.2,6.2,2.7
212,KC,"Harrison Butker",K,6.0,-2.2%,10,0%,8.4,5,8.9,10.1,2.5
213,PHI,"Jake Elliott",K,6.0,3.9%,9,0%,7.7,4.7,8.9,10,2.5
214,BAL,"Isaiah Likely",TE,6.0,42.5%,7,16%,5.9,4.9,6.9,10.3,2.5
215,TB,"Lavonte David",LB,6.0,44%,9,40%,5.5,5.7,6.7,8.4,2.5
216,IND,"Josh Downs",WR,6.0,-6%,11,91%,6.4,6.2,7.3,9.8,2.4
217,DEN,"Riley Moss",DB,6.0,1.3%,12,0%,4.5,2.4,6.3,8.1,2.4
218,SEA,"Leonard Williams",DL,6.0,-0.5%,8,37%,4.1,3.8,5.1,6.1,2.4
219,MIA,"Tua Tagovailoa",QB,6.0,11%,12,28%,11.8,12.8,16.4,19.5,2.3
220,JAC,"Josh Hines-Allen",DL,6.0,-12.7%,8,24%,3.8,3.8,4.8,6.3,2.3
221,HOU,"Ka'imi Fairbairn",K,6.0,1.7%,6,0%,7.8,5.3,8.7,10.4,2.2
222,JAC,"Devin Lloyd",LB,6.0,-12.7%,8,0%,5,5.3,6.4,8.6,2.2
223,ARI,"Michael Carter",RB,6.0,2.9%,8,46%,3.4,1.2,4.6,10.4,2.1
224,NO,"Demario Davis",LB,6.0,32.1%,11,11%,5,5,6.3,8.8,2
225,TB,"Chase McLaughlin",K,6.0,8.7%,9,0%,8,5.8,8.4,10,1.9
226,BUF,"Dalton Kincaid",TE,5.0,18.4%,7,77%,5.7,6.4,7,9.7,1.9
227,TEN,"Cody Barton",LB,6.0,21.4%,10,0%,5.5,5.5,6.7,7.9,1.9
228,LAC,"Derwin James",DB,6.0,-11.6%,12,39%,4.6,4.8,6,8.4,1.9
229,CLE,"Jerry Jeudy",WR,6.0,8.9%,9,55%,6.4,6.4,7.3,9.6,1.8
230,IND,"Zaire Franklin",LB,6.0,-12.2%,11,0%,5.2,4.5,6.7,8,1.8
231,MIN,"Josh Metellus",DB,6.0,-20.8%,6,0%,4.9,4.7,5.8,8.4,1.8
232,MIA,"Bradley Chubb",DL,6.0,21.4%,12,25%,3.2,4,4.9,5.9,1.8
233,HOU,"Danielle Hunter",DL,6.0,13.2%,6,8%,4.1,4.2,4.7,6.1,1.8
234,SEA,"Jason Myers",K,6.0,-1.3%,8,0%,7.9,5.5,8.5,10,1.7
235,SEA,"Cooper Kupp",WR,6.0,-1.6%,8,94%,6.2,5.7,7,10.3,1.7
236,CHI,"Kevin Byard",DB,6.0,-7.1%,5,0%,4.6,5.7,6.4,7.7,1.7
237,IND,"Indianapolis Colts",DEF,6.0,-12.2%,11,0%,5.6,3.5,6.2,7.9,1.7
238,DEN,"Nik Bonitto",DL,6.0,1.3%,12,0%,3.9,6.3,4.9,5.9,1.7
239,DAL,"Donovan Wilson",DB,6.0,3.9%,10,0%,4.7,4.4,5.9,8.6,1.6
240,BAL,"Keaton Mitchell",RB,6.0,9.1%,7,15%,3.7,3.2,4.9,8.9,1.6
241,SEA,"Byron Murphy II",DL,6.0,-0.5%,8,0%,3.3,1.8,4.4,7,1.3
242,KC,"Chamarri Conner",DB,6.0,0.5%,10,0%,3.2,5.6,6.4,8.3,1.2
243,GB,"Devonte Wyatt",DL,6.0,-27.5%,5,0%,3.1,2.1,4.4,7,1.2
244,PIT,"Aaron Rodgers",QB,6.0,-3.6%,5,39%,13.4,13.7,15,20.4,1.1
245,LAR,"Harrison Mevis",K,6.0,-2.8%,8,0%,8.6,7,8.6,8.6,1.1
246,BAL,"Tyler Loop",K,6.0,5.3%,7,0%,7.9,5.2,8.5,9.5,1.1
247,NE,"Hunter Henry",TE,5.0,-22.6%,14,64%,7,6.5,8,12,1.1
248,DAL,"DaRon Bland",DB,6.0,3.9%,10,0%,3.8,4,5.9,8.9,1.1
249,ARI,"Jalen Thompson",DB,6.0,-8.7%,8,0%,4.5,4.2,5.6,8.4,1
250,DEN,"Wil Lutz",K,6.0,-3.3%,12,0%,7.9,5,8.4,9.9,0.9
251,NE,"Robert Spillane",LB,5.0,0.9%,14,0%,5.9,6.7,7.9,9.5,0.9
252,LAR,"Kamren Curl",DB,6.0,7.5%,8,0%,4.5,4.5,6,7.8,0.9
253,CIN,"Jordan Battle",DB,6.0,9.3%,10,0%,3.6,5.3,6,8.4,0.9
254,ARI,"Chad Ryland",K,6.0,-7.6%,8,0%,7.7,4.8,8.3,9.8,0.8
255,HOU,"Azeez Al-Shaair",LB,6.0,13.2%,6,0%,5.4,5.1,6.4,7.7,0.6
256,SEA,"AJ Barner",TE,6.0,3.7%,8,36%,5.3,5.2,7,9.5,0.4
257,MIA,"Miami Dolphins",DEF,6.0,21.4%,12,0%,5.6,3.8,6.1,7.4,0.4
258,DET,"Derrick Barnes",LB,6.0,-17.7%,8,0%,4.9,3.4,5.8,8.7,0.4
259,SEA,"Nick Emmanwori",DB,6.0,-0.5%,8,0%,3.8,2.8,5.7,8.6,0.2
260,NYG,"Brian Burns",DL,5.0,38.6%,14,0%,4.4,4,5.5,6.6,0.2
261,CHI,"Montez Sweat",DL,6.0,-7.1%,5,24%,3.7,2.6,4.6,5.5,0.2
262,MIA,"Zach Sieler",DL,6.0,21.4%,12,0%,3.6,3.9,4.5,5.4,0.2
263,KC,"Kansas City Chiefs",DEF,6.0,0.5%,10,0%,5,3.2,5.9,7.2,0.1
264,BAL,"Baltimore Ravens",DEF,6.0,4.4%,7,0%,5.4,3,5.9,7.6,0.1
265,WAS,"Marcus Mariota",QB,6.0,2.1%,12,53%,11.6,3.9,16.1,18.5,0
266,PIT,"Chris Boswell",K,6.0,1.6%,5,0%,7.8,4.8,8.3,9.3,0
