Rank,Team,Player,"Fantasy Position",Games,SOS,Bye,InjuryRisk,"Floor Proj","Consensus Proj","DS Proj",CeilingProj,"3D Value"
45,RK,"Reggie Virgil",WR,17.0,-,18,0%,68.3,,68.3,68.3,11.7
46,RK,"Robert Henry Jr.",RB,17.0,-,18,0%,52,,52,52,11.1
47,RK,"Aaron Anderson",WR,17.0,-,18,0%,66.6,,66.6,66.6,11
48,RK,"Desmond Reid",RB,17.0,-,18,0%,51.5,,51.5,51.5,10.9
49,RK,"Deion Burks",WR,17.0,-,18,0%,64.8,,64.8,64.8,10.3
50,RK,"Garrett Nussmeier",QB,17.0,-,18,0%,95.3,,95.3,95.3,10
51,RK,"Romello Brinson",WR,17.0,-,18,0%,61,,61,61,8.7
52,RK,"CJ Donaldson",RB,17.0,-,18,0%,46.1,,46.1,46.1,8.7
53,RK,"Kejon Owens",RB,17.0,-,18,0%,46.1,,46.1,46.1,8.7
54,RK,"Chip Trayanum",RB,17.0,-,18,0%,45.6,,45.6,45.6,8.5
55,RK,"Adam Randall",RB,17.0,-,18,0%,45.4,,45.4,45.4,8.4
56,RK,"Jack Endries",TE,17.0,-,18,0%,80.6,,80.6,80.6,8.2
57,RK,"Jeff Caldwell",WR,17.0,-,18,0%,58.5,,58.5,58.5,7.7
58,RK,"Kaden Wetjen",WR,17.0,-,18,0%,58.5,,58.5,58.5,7.7
59,RK,"Barry Kpeenu",RB,17.0,-,18,0%,42.3,,42.3,42.3,7.3
60,RK,"Kentrel Bullock",RB,17.0,-,18,0%,42,,42,42,7.3
61,RK,"Devin Voisin",WR,17.0,-,18,0%,56.4,,56.4,56.4,6.8
62,RK,"Kevin Coleman Jr.",WR,17.0,-,18,0%,56.1,,56.1,56.1,6.7
63,RK,"Lewis Bond",WR,17.0,-,18,0%,55.1,,55.1,55.1,6.3
64,RK,"Caleb Douglas",WR,17.0,-,18,0%,54.7,,54.7,54.7,6.2
65,RK,"Caullin Lacy",WR,17.0,-,18,0%,54.4,,54.4,54.4,6.1
66,RK,"Rahsul Faison",RB,17.0,-,18,0%,35.2,,35.2,35.2,6.1
67,RK,"Ted Hurst",WR,17.0,-,18,0%,54.1,,54.1,54.1,5.9
68,RK,"Jordan Hudson",WR,17.0,-,18,0%,53.4,,53.4,53.4,5.7
69,RK,"Chris Hilton Jr.",WR,17.0,-,18,0%,53,,53,53,5.5
70,RK,"Marlin Klein",TE,17.0,-,18,0%,73.4,,73.4,73.4,5.4
71,RK,"Oscar Delp",TE,17.0,-,18,0%,70.4,,70.4,70.4,4.1
72,RK,"Cyrus Allen",WR,17.0,-,18,0%,48.6,,48.6,48.6,3.8
73,RK,"Drew Allar",QB,17.0,-,18,0%,78.2,,78.2,78.2,3.7
74,RK,"Eric Rivers",WR,17.0,-,18,0%,47.9,,47.9,47.9,3.6
75,RK,"Michael Trigg",TE,17.0,-,18,0%,67.5,,67.5,67.5,2.8
76,RK,"Joe Royer",TE,17.0,-,18,0%,67.2,,67.2,67.2,2.7
77,RK,"Eli Heidenreich",WR,17.0,-,18,0%,42.7,,42.7,42.7,1.5
78,RK,"Josh Cuevas",TE,17.0,-,18,0%,61.9,,61.9,61.9,0.4
79,RK,"Tanner Koziol",TE,17.0,-,18,0%,61.7,,61.7,61.7,0.3
80,RK,"J. Michael Sturdivant",WR,17.0,-,18,0%,39.4,,39.4,39.4,0.3
81,RK,"John Michael Gyllenborg",TE,17.0,-,18,0%,60.2,,60.2,60.2,-0.3
82,RK,"Tyren Montgomery",WR,17.0,-,18,0%,36.9,,36.9,36.9,-0.7
83,RK,"Noah Thomas",WR,17.0,-,18,0%,35.4,,35.4,35.4,-1.3
84,RK,"Lake McRee",TE,17.0,-,18,0%,57,,57,57,-1.7
85,RK,"Skyler Bell",WR,17.0,-,18,0%,34,,34,34,-1.8
86,RK,"Sam Roush",TE,17.0,-,18,0%,55.6,,55.6,55.6,-2.3
87,RK,"Eric McAlister",WR,17.0,-,18,0%,30.3,,30.3,30.3,-3.2
88,RK,"DJ Rogers",TE,17.0,-,18,0%,53.2,,53.2,53.2,-3.4
89,RK,"Max Tomczak",WR,17.0,-,18,0%,29.1,,29.1,29.1,-3.7
90,RK,"Justin Joly",TE,17.0,-,18,0%,51.3,,51.3,51.3,-4.2
91,RK,"Nate Boerkircher",TE,17.0,-,18,0%,51,,51,51,-4.3
92,RK,"Carson Beck",QB,17.0,-,18,0%,24.6,,24.6,24.6,-12.1
93,RK,"Diego Pavia",QB,17.0,-,18,0%,9.6,,9.6,9.6,-16.5
94,RK,"Luke Altmyer",QB,17.0,-,18,0%,9.6,,9.6,9.6,-16.5
95,RK,"Haynes King",QB,17.0,-,18,0%,9.4,,9.4,9.4,-16.5
96,RK,"Taylen Green",QB,17.0,-,18,0%,9.3,,9.3,9.3,-16.6
97,RK,"Cade Klubnik",QB,17.0,-,18,0%,9,,9,9,-16.7
98,RK,"Jalon Daniels",QB,17.0,-,18,0%,9,,9,9,-16.7
99,RK,"Sawyer Robertson",QB,17.0,-,18,0%,8.6,,8.6,8.6,-16.8
100,RK,"Cole Payton",QB,17.0,-,18,0%,8.4,,8.4,8.4,-16.8
101,RK,"Behren Morton",QB,17.0,-,18,0%,8,,8,8,-16.9
