Rank,Team,Player,"Fantasy Position",Games,SOS,Bye,InjuryRisk,"Floor Proj","Consensus Proj","DS Proj",CeilingProj,"3D Value"
34,ARI,"Marvin Harrison Jr.",WR,2.0,2.9%,8,90%,7,10.6,8.2,10.7,37.2
35,NYG,"Wan'Dale Robinson",WR,2.0,-7%,14,45%,7.1,11.9,8.2,10.4,36.7
36,BAL,"Zay Flowers",WR,2.0,6.7%,7,85%,6.6,10.6,8.8,10.6,36.6
37,PHI,"DeVonta Smith",WR,2.0,0.5%,9,94%,7.5,10.3,8.5,10.5,35.9
38,DEN,"RJ Harvey",RB,2.0,-15.8%,12,41%,7.2,9.9,8.2,11.6,35.9
39,PIT,"D.K. Metcalf",WR,2.0,10.4%,5,69%,6.5,10.2,8.3,10.8,35.8
40,JAC,"Jakobi Meyers",WR,2.0,3.3%,8,77%,6.6,11.2,8.3,10.6,35.4
41,DEN,"Courtland Sutton",WR,2.0,-7.1%,12,80%,6.6,11.2,8.2,10.2,34.4
42,LVR,"Brock Bowers",TE,2.0,-11.2%,8,75%,7.2,13.2,8,10,32.7
43,ATL,"Kyle Pitts",TE,2.0,7.7%,5,85%,6.6,11,7.9,10,32.2
44,BAL,"Lamar Jackson",QB,2.0,0.3%,7,45%,10.9,15.5,12.2,15.5,32.1
45,PHI,"Jalen Hurts",QB,2.0,6.4%,9,43%,10.8,16.4,12.8,15.4,32
46,SF,"Jauan Jennings",WR,2.0,19%,14,85%,7,9.2,8.1,10.1,31.3
47,LAR,"Kyren Williams",RB,2.0,-4.8%,8,85%,6.9,9.5,8.3,10.5,30.8
48,WAS,"Terry McLaurin",WR,2.0,3.4%,12,93%,6.8,9.6,8.1,10,30.7
49,MIN,"Justin Jefferson",WR,2.0,15.8%,6,53%,5.9,11.1,7.9,10.2,30.5
50,GB,"Christian Watson",WR,2.0,15.5%,5,52%,6.5,4.9,7.6,10.3,29.8
51,NE,"Drake Maye",QB,2.0,9.7%,14,65%,10.7,16.1,12.4,15.5,29.7
52,CHI,"D'Andre Swift",RB,2.0,-6.1%,5,73%,5.8,9.2,8,11.3,28.3
53,DAL,"Dak Prescott",QB,2.0,-0.5%,10,27%,10.9,16.8,12.3,14.5,27.6
54,MIN,"Aaron Jones",RB,2.0,5.8%,6,65%,6.6,8.4,8,10.2,27.6
55,CLE,"Quinshon Judkins",RB,2.0,5.4%,9,45%,6.7,9.8,7.9,9.9,27.5
56,TEN,"Tony Pollard",RB,2.0,-12.9%,10,51%,6.6,7.1,7.4,11,26.6
57,LAC,"Omarion Hampton",RB,2.0,1.3%,12,94%,6,9.3,7.3,10.6,25.7
58,LAR,"Matthew Stafford",QB,2.0,-2.6%,8,37%,10.8,14.4,11.4,16,25.5
59,LVR,"Ashton Jeanty",RB,2.0,7.1%,8,63%,5.3,11.2,8.1,9.7,25.4
60,PIT,"Kenneth Gainwell",RB,2.0,-13.7%,5,52%,6.5,8.1,7.5,10.5,25.4
61,ARI,"Michael Carter",RB,2.0,18%,8,46%,6.7,7.7,7.7,9,24.9
62,CAR,"Rico Dowdle",RB,2.0,-1.4%,14,48%,5.6,10.3,7.6,9.5,24.8
63,WAS,"Deebo Samuel",WR,2.0,3.4%,12,95%,5,8.9,7.8,9,24.7
64,CIN,"Joe Burrow",QB,2.0,1.9%,10,26%,9.7,16,12.4,14.3,24.4
65,ARI,"Jacoby Brissett",QB,2.0,16.6%,8,6%,9.2,14.7,12.2,14.3,24.4
66,NYG,"Tyrone Tracy Jr.",RB,2.0,3.6%,14,69%,5.9,8.8,7.4,10,24.4
67,CLE,"Harold Fannin Jr.",TE,2.0,-12%,9,68%,6.2,11.1,7.3,9.1,24.3
68,SF,"Brock Purdy",QB,2.0,4.3%,14,24%,10.5,16.5,11.9,14,24.2
69,TB,"Emeka Egbuka",WR,2.0,-6.8%,9,38%,5.7,10,7.6,9.1,23.9
70,LAC,"Ladd McConkey",WR,2.0,4%,12,86%,5.9,9.8,7.8,9.3,23.8
71,IND,"Michael Pittman Jr.",WR,2.0,-1.5%,11,94%,6.1,7.8,7.2,9.4,23.8
72,DET,"Jared Goff",QB,2.0,-3.8%,8,30%,10,16,11.9,14.2,23.6
73,PIT,"Jaylen Warren",RB,2.0,-13.7%,5,91%,5.8,8.4,7.2,9.1,23.6
74,JAC,"Brian Thomas Jr.",WR,2.0,3.3%,8,46%,5.1,9.8,7.5,9.2,23.4
75,NYJ,"Breece Hall",RB,2.0,-11.8%,9,85%,5.9,9.4,7.4,8.9,22.8
76,GB,"Jayden Reed",WR,2.0,15.5%,5,12%,5,6.9,7.6,9,22.1
77,SEA,"Kenneth Walker III",RB,2.0,-10.2%,8,43%,5.9,8.9,7.2,9.2,21.9
78,LAR,"Blake Corum",RB,2.0,-4.8%,8,32%,5.1,6.6,6.2,10.3,21.8
79,DEN,"Bo Nix",QB,2.0,-4.6%,12,21%,10.4,14.3,11.5,13.6,21.4
80,CHI,"Kyle Monangai",RB,2.0,-6.1%,5,0%,6,7.4,7,8.4,21.3
81,CHI,"D.J. Moore",WR,2.0,0.9%,5,71%,5.7,9.1,6.9,9.2,20.1
82,DEN,"Pat Bryant",WR,2.0,-7.1%,12,0%,5.7,4.7,6.6,9.9,20
83,CAR,"Chuba Hubbard",RB,2.0,-1.4%,14,82%,5.7,6.2,6.4,8.8,19.4
84,NE,"Rhamondre Stevenson",RB,2.0,10.6%,14,93%,5.2,5.7,6.3,8.8,19.2
85,LAC,"Kimani Vidal",RB,2.0,1.3%,12,0%,5.2,5.3,5.8,10.4,19.1
86,GB,"Jordan Love",QB,2.0,4.7%,5,42%,9.5,11.7,11.2,13.8,18.7
87,TB,"Chris Godwin",WR,2.0,-6.8%,9,94%,5.4,7.4,6.9,9,18.5
88,NYG,"Jaxson Dart",QB,2.0,-12.7%,14,33%,8.8,15.1,11.7,13.7,18.3
89,SEA,"Zach Charbonnet",RB,2.0,-10.2%,8,62%,5.3,6.2,6.5,8.3,18.1
90,JAC,"Trevor Lawrence",QB,2.0,-9%,8,35%,9.8,14.7,11.1,14.4,18
91,DET,"David Montgomery",RB,2.0,-8.9%,8,94%,5.3,7.3,6.1,8.2,17.2
92,ATL,"Tyler Allgeier",RB,2.0,-4.1%,5,37%,4.4,5.4,4.9,9.7,16.2
93,KC,"Isiah Pacheco",RB,2.0,0.4%,10,75%,4.2,5.1,5.8,7.6,16
94,NO,"Tyler Shough",QB,2.0,17.5%,11,5%,7.3,13.7,11.3,14.2,15.8
95,NYG,"Devin Singletary",RB,2.0,3.6%,14,34%,4.3,4.1,5.7,8.4,15.8
96,HOU,"Nick Chubb",RB,2.0,6%,6,61%,4.4,2.4,5.8,8.5,15.7
97,DAL,"Jake Ferguson",TE,2.0,8.4%,10,83%,5.5,9.5,6.7,8.7,15.6
98,TB,"Baker Mayfield",QB,2.0,-5.5%,9,26%,9.3,15,11.5,13.1,15.4
99,MIN,"Jordan Mason",RB,2.0,5.8%,6,88%,4.6,4.6,5.7,7.9,15.2
100,LAC,"Keenan Allen",WR,2.0,4%,12,94%,5.4,6.7,6.6,8.6,14.9
101,TEN,"Tyjae Spears",RB,2.0,-12.9%,10,44%,4.4,5.5,5.6,7.6,14.9
102,WAS,"Chris Rodriguez",RB,2.0,9.7%,12,17%,4.9,5.7,5.8,7.5,14.8
103,KC,"Travis Kelce",TE,2.0,3.2%,10,65%,5.5,8.3,6.7,8.4,14.4
104,PHI,"Dallas Goedert",TE,2.0,-6.3%,9,70%,5.2,8.4,6.5,8.1,14.1
105,KC,"Kareem Hunt",RB,2.0,0.4%,10,42%,4.1,6.8,5.2,7.8,14.1
106,LAC,"Justin Herbert",QB,2.0,6.2%,12,36%,8.9,14.5,11.1,13.3,13.8
107,HOU,"Dalton Schultz",TE,2.0,-19.5%,6,82%,5.6,7.6,6.4,8.8,13.5
108,HOU,"C.J. Stroud",QB,2.0,-14.3%,6,30%,8.5,15,11.1,13.3,13.3
109,CHI,"Caleb Williams",QB,2.0,-1.8%,5,24%,9.4,12.2,10.8,13.5,13.3
110,IND,"Alec Pierce",WR,2.0,-1.5%,11,94%,5.5,7.2,6.3,8.7,13.2
111,JAC,"Parker Washington",WR,2.0,3.3%,8,0%,5.4,5.6,6.3,8.8,13
112,JAC,"Brenton Strange",TE,2.0,10.6%,8,39%,5.2,6.8,6.3,8.8,13
113,SEA,"Rashid Shaheed",WR,2.0,2.6%,8,82%,5,6.2,6.5,8.1,12.9
114,NE,"Stefon Diggs",WR,2.0,4%,14,47%,5.1,8.1,6.8,8.5,12.8
115,CIN,"Samaje Perine",RB,2.0,7.2%,10,14%,4.2,4.9,4.9,7.6,12.8
116,BUF,"Khalil Shakir",WR,2.0,-13.7%,7,88%,5,9.5,6.6,8.1,12.4
117,KC,"Xavier Worthy",WR,2.0,-4%,10,75%,4.6,7.1,6.8,8.7,12.3
118,LAC,"Oronde Gadsden II",TE,2.0,-5.6%,12,0%,5.3,7.1,6.2,8.2,12.2
119,MIN,"Jordan Addison",WR,2.0,15.8%,6,77%,4.8,6.8,6.6,8.1,12.1
120,LAR,"Colby Parkinson",TE,2.0,-10%,8,0%,5.2,6.9,5.9,9,11.9
121,CAR,"Jalen Coker",WR,2.0,-8.1%,14,6%,5,6.4,6.3,8.5,11.6
122,NE,"Hunter Henry",TE,2.0,-12.3%,14,64%,5.2,6.2,6.3,8.3,11.3
123,SEA,"Sam Darnold",QB,2.0,-8.9%,8,25%,9.1,13.2,10.2,13,11
124,WAS,"Marcus Mariota",QB,2.0,10.7%,12,53%,7.7,12.7,11,12.7,10.6
125,BUF,"Dalton Kincaid",TE,2.0,-20.5%,7,77%,5.2,8.1,6.5,8.5,10.6
126,LAC,"Quentin Johnston",WR,2.0,4%,12,86%,3.9,5.7,6.7,8.4,10.3
127,CHI,"Colston Loveland",TE,2.0,-0.1%,5,33%,5.2,6.2,6,8.4,9.2
128,HOU,"Jayden Higgins",WR,2.0,-4.3%,6,16%,4.5,6.8,6.3,8.1,9
129,IND,"Tyler Warren",TE,2.0,11.2%,11,60%,4.9,7.7,6.5,8.1,8.7
130,NYG,"Darius Slayton",WR,2.0,-7%,14,77%,4.8,7.6,6.1,8.8,8.7
131,NE,"Kayshon Boutte",WR,2.0,4%,14,0%,4.9,5.3,6.4,7.7,8
132,NO,"Juwan Johnson",TE,2.0,-0.8%,11,79%,4.7,7.6,6.4,7.8,7.8
133,TB,"Rachaad White",RB,2.0,1.1%,9,86%,3.5,4,4.4,6.3,7.8
134,PIT,"Aaron Rodgers",QB,2.0,2.9%,5,39%,8.2,12.9,10.4,12.6,7.7
135,CAR,"Bryce Young",QB,2.0,3.8%,14,20%,8.8,12.3,10.4,12.1,7.4
136,NYG,"Theo Johnson",TE,2.0,-13.8%,14,42%,5.1,8.7,6.2,8.4,7.4
137,GB,"Emanuel Wilson",RB,2.0,2.3%,5,0%,2.8,2.3,3.3,8.3,7.4
138,GB,"Romeo Doubs",WR,2.0,15.5%,5,90%,4.6,5,6.4,7.7,7.3
139,HOU,"Houston Texans",DEF,2.0,54.7%,6,0%,6.3,3.7,7.3,9.5,6.4
140,NYJ,"John Metchie",WR,2.0,-0.5%,9,8%,4.5,6.1,5.8,8.8,5.7
141,CLE,"Jerry Jeudy",WR,2.0,6.1%,9,55%,4.3,6,5.9,7.7,5.5
142,NYJ,"Isaiah Davis",RB,2.0,-11.8%,9,0%,2.5,2.9,3.9,5.5,5
143,HOU,"Woody Marks",RB,1.0,6%,6,0%,3.4,6.5,3.7,5.5,4.6
144,BAL,"Keaton Mitchell",RB,2.0,-16.2%,7,15%,2.7,4,3.8,6.1,4.5
145,BAL,"Mark Andrews",TE,2.0,4%,7,49%,4.5,7.8,6,7.6,4.3
146,SF,"Brian Robinson Jr.",RB,2.0,-4.1%,14,37%,2.9,2.8,3.4,6.4,4.3
147,MIN,"J.J. McCarthy",QB,2.0,15.2%,6,41%,7.8,12.9,9.8,12.7,3.8
148,IND,"Josh Downs",WR,2.0,-1.5%,11,91%,5,5.5,5.8,7.8,3.7
149,BAL,"Isaiah Likely",TE,2.0,4%,7,16%,4.8,4.8,5.6,7.6,3
150,NO,"New Orleans Saints",DEF,2.0,32.8%,11,0%,4.6,3.3,5.6,6.8,3
151,WAS,"Jacory Croskey-Merritt",RB,2.0,9.7%,12,44%,2,4,3.7,5.3,3
152,NYJ,"Adonai Mitchell",WR,2.0,-0.5%,9,12%,4.2,7.3,6,7.1,2.8
153,MIN,"T.J. Hockenson",TE,2.0,-6.7%,6,57%,4.8,5.8,5.6,7.5,2.8
154,NE,"Mack Hollins",WR,2.0,4%,14,6%,4.2,6.3,5.7,7.9,2.7
155,DEN,"Troy Franklin",WR,2.0,-7.1%,12,56%,4.7,6.6,5.8,7.7,2.5
156,DEN,"Jaleel McLaughlin",RB,2.0,-15.8%,12,17%,2.6,2.9,3.7,4.6,2.5
157,NO,"Audric Estime",RB,2.0,12.7%,11,25%,1.7,4.8,2.6,6.9,2.4
158,LVR,"Tre Tucker",WR,2.0,-7.7%,8,0%,3.9,7,6,7.2,2.3
159,NE,"New England Patriots",DEF,2.0,16.9%,14,0%,4.7,3.3,4.9,6.4,2.2
160,NO,"Alvin Kamara",RB,2.0,12.7%,11,93%,2.7,4.6,3.2,4.6,2.2
161,WAS,"Jeremy McNichols",RB,2.0,9.7%,12,0%,2.2,2.7,3.3,5.2,2.1
162,ARI,"Emari Demercado",RB,2.0,18%,8,17%,1.9,4.4,3.7,4.7,2
163,DAL,"Brandon Aubrey",K,2.0,8.2%,10,6%,5.7,5.7,6.2,7.1,1.9
164,DEN,"Denver Broncos",DEF,2.0,-20.7%,12,0%,4.3,4,5.1,6.4,1.9
165,SEA,"Seattle Seahawks",DEF,2.0,-20.2%,8,0%,4,2.7,4.6,6.9,1.9
166,TB,"Antoine Winfield Jr.",DB,2.0,27%,9,0%,3.8,4.6,5,6.7,1.6
167,HOU,"Jawhar Jordan",RB,2.0,6%,6,0%,2.4,2.6,3,5.4,1.6
168,NYG,"New York Giants",DEF,2.0,74.4%,14,0%,3.8,3.3,5,5.7,1.5
169,TEN,"Chimere Dike",WR,2.0,-12%,10,0%,3.7,6,6.1,7.2,1.4
170,MIA,"Darren Waller",TE,2.0,47%,12,64%,4.7,8.7,5.7,7.4,1.4
171,BAL,"Roquan Smith",LB,2.0,-22%,7,9%,4.8,6.9,5.7,6.8,1.3
172,BUF,"Buffalo Bills",DEF,2.0,36.6%,7,0%,3.6,4,5,5.5,1.3
173,CLE,"Myles Garrett",DL,2.0,-24.7%,9,20%,3.2,3.7,3.9,5.1,1.3
174,CIN,"Barrett Carter",LB,2.0,30.1%,10,0%,0,5.5,4.4,8.8,1.2
175,MIN,"Blake Cashman",LB,2.0,-23.3%,6,0%,5.8,5.7,5.8,5.8,1.1
176,DAL,"Ryan Flournoy",WR,2.0,-4.7%,10,0%,4.1,4.8,5.1,8.9,1.1
177,KC,"Marquise Brown",WR,2.0,-4%,10,94%,4,5,5,8.8,1.1
178,BAL,"Kyle Hamilton",DB,2.0,-22%,7,25%,3.8,5.6,4.7,6.1,1.1
179,IND,"Nick Cross",DB,2.0,-28.5%,11,0%,3.9,5.8,4.7,6.1,1.1
180,MIN,"Minnesota Vikings",DEF,2.0,-23.3%,6,0%,3.9,3,4.2,6.2,1.1
181,TEN,"Jeffery Simmons",DL,2.0,13.1%,10,23%,3.1,2.5,4,4.8,1.1
182,MIA,"Ollie Gordon II",RB,2.0,21.4%,12,0%,2.2,1.1,2.7,5.9,1.1
183,JAC,"Foyesade Oluokun",LB,2.0,-43.3%,8,0%,4.5,5.8,5.3,6.9,1
184,DAL,"Dallas Cowboys",DEF,2.0,23.3%,10,0%,4.1,3.3,4.7,5.6,1
185,BAL,"Dre'mont Jones",DL,2.0,-22%,7,0%,2.3,3.3,2.9,6.7,1
186,NE,"Andres Borregales",K,2.0,29.6%,14,0%,5.1,4.7,5.9,6,0.9
187,HOU,"Ka'imi Fairbairn",K,2.0,4.9%,6,0%,5.1,5.3,5.7,6.8,0.9
188,DEN,"Wil Lutz",K,2.0,-18.6%,12,0%,5.2,4.3,5.5,6.5,0.9
189,PHI,"Zack Baun",LB,2.0,-11.4%,9,0%,4.3,6.7,5.4,6.9,0.9
190,ARI,"Budda Baker",DB,2.0,24.9%,8,30%,3.5,5.9,4.6,5.8,0.9
191,LVR,"Jeremy Chinn",DB,2.0,-4.5%,8,23%,3.5,5.2,4.6,5.8,0.9
192,DEN,"Talanoa Hufanga",DB,2.0,-20.7%,12,39%,3.5,6,4.4,6.6,0.9
193,LVR,"Maxx Crosby",DL,2.0,-4.5%,8,0%,2.9,4.6,3.7,5,0.9
194,MIA,"Jordyn Brooks",LB,2.0,12.2%,12,21%,4.4,7.3,5.2,6,0.8
195,NYG,"Paulson Adebo",DB,2.0,74.4%,14,0%,3.2,5.5,4.3,6.2,0.8
196,HOU,"Will Anderson Jr.",DL,2.0,54.7%,6,28%,3,3.8,3.7,4.7,0.8
197,DET,"Aidan Hutchinson",DL,2.0,29.6%,8,35%,3.1,4,3.7,4.6,0.8
198,MIA,"Tyrel Dodson",LB,2.0,12.2%,12,0%,5.3,6,5.3,5.3,0.7
199,NYG,"Brian Burns",DL,2.0,74.4%,14,0%,3,4,3.7,4.4,0.7
200,PHI,"Jake Elliott",K,2.0,-5%,9,0%,4.8,3.3,5.6,6.3,0.6
201,MIN,"Andrew Van Ginkel",DL,2.0,-23.3%,6,0%,3.5,5.1,3.5,3.5,0.6
202,LAC,"Cameron Dicker",K,2.0,-9.9%,12,6%,5,5.3,5.8,6.2,0.5
203,SEA,"Cooper Kupp",WR,2.0,2.6%,8,94%,3.8,5.4,5.7,7.5,0.5
204,CAR,"Ryan Fitzgerald",K,2.0,-14.1%,14,0%,4.7,,5.2,6.5,0.5
205,CLE,"Carson Schwesinger",LB,2.0,-24.7%,9,47%,4,6.5,4.9,6.4,0.5
206,CHI,"Jaquan Brisker",DB,2.0,-41.3%,5,0%,3,4.6,4.3,5.8,0.5
207,LAR,"Harrison Mevis",K,2.0,-3.8%,8,0%,5.1,6,5.4,6.5,0.4
208,CIN,"Evan McPherson",K,2.0,11.8%,10,0%,5,6,5.3,6.4,0.4
209,DET,"Jack Campbell",LB,2.0,29.6%,8,0%,4.1,6,4.8,7.2,0.4
210,CAR,"Trevon Moehrig",DB,2.0,-25.5%,14,0%,3.6,4.9,4.5,5.6,0.4
211,LAR,"Byron Young",DL,2.0,-12.8%,8,0%,2.9,4.4,3.5,4.7,0.4
212,KC,"Brashard Smith",RB,2.0,0.4%,10,23%,2.3,1.4,2.6,5.2,0.4
213,ATL,"Darnell Mooney",WR,2.0,3.6%,5,94%,3.2,5.2,6,7,0.3
214,TB,"Chase McLaughlin",K,2.0,-6.9%,9,0%,5.1,5.7,5.4,6.4,0.3
215,CHI,"T.J. Edwards",LB,2.0,-41.3%,5,0%,3.9,6.5,4.9,6.1,0.3
216,ATL,"Kaden Elliss",LB,2.0,-17.1%,5,0%,4,5.7,4.8,6,0.3
217,HOU,"Danielle Hunter",DL,2.0,54.7%,6,8%,2.9,4.5,3.3,4.3,0.3
218,LAR,"Jared Verse",DL,2.0,-12.8%,8,0%,2.8,4.2,3.3,4.3,0.3
219,SEA,"Jason Myers",K,2.0,-8.9%,8,0%,5,4.3,5.4,6.4,0.2
220,ARI,"Chad Ryland",K,2.0,9.8%,8,0%,4.8,4.3,5.2,6.1,0.2
221,GB,"Green Bay Packers",DEF,2.0,-18.2%,5,0%,3.7,2.7,4.2,5.4,0.2
222,ATL,"Jessie Bates",DB,2.0,-17.1%,5,0%,3.2,5.3,4,6,0.2
223,KC,"Nick Bolton",LB,2.0,-1.2%,10,35%,3.8,6.2,4.5,6.3,0.1
224,PHI,"Philadelphia Eagles",DEF,2.0,-11.4%,9,0%,3.6,2.7,4.3,5.5,0.1
225,CLE,"Cleveland Browns",DEF,2.0,-24.7%,9,0%,3.8,3.3,4.3,5.4,0.1
226,MIN,"Josh Metellus",DB,2.0,-23.3%,6,0%,3.4,0,4,5.8,0.1
227,BUF,"Gregory Rousseau",DL,2.0,36.6%,7,0%,2.5,3,3.2,4,0.1
228,DET,"Jake Bates",K,2.0,13.6%,8,6%,5,5,5.5,6.4,0
229,SEA,"Ernest Jones",LB,2.0,-20.2%,8,0%,3.9,6.2,4.7,6.6,0
230,CHI,"Kevin Byard",DB,2.0,-41.3%,5,0%,3.1,5.7,4.3,5.2,0
231,LAR,"Los Angeles Rams",DEF,2.0,-12.8%,8,0%,3.5,3,4.2,5.3,0
232,DAL,"Donovan Wilson",DB,2.0,23.3%,10,0%,3.1,4.4,3.9,5.7,0
233,DEN,"Nik Bonitto",DL,2.0,-20.7%,12,0%,2.7,6.2,3.4,4.1,0
234,SEA,"Leonard Williams",DL,2.0,-20.2%,8,37%,2.6,3.8,3.2,3.8,0
235,BUF,"Ty Johnson",RB,2.0,-4.1%,7,25%,2.3,4.2,2.9,4.1,0
236,BAL,"Tyler Loop",K,2.0,-10.7%,7,0%,5.1,4.7,5.5,6.2,-0.1
237,PIT,"Chris Boswell",K,2.0,4.1%,5,0%,5.1,4.3,5.4,6,-0.1
238,NYJ,"Jamien Sherwood",LB,2.0,24.6%,9,0%,3.9,6.2,4.7,6.3,-0.1
239,KC,"Chamarri Conner",DB,2.0,-1.2%,10,0%,2.1,5,4.2,5.5,-0.1
240,SEA,"Nick Emmanwori",DB,2.0,-20.2%,8,0%,2.6,3,3.9,5.9,-0.1
241,PIT,"Alex Highsmith",DL,2.0,17.5%,5,0%,2.4,3.9,3.3,4,-0.1
242,SEA,"AJ Barner",TE,2.0,-1.6%,8,36%,3.9,5.1,5.7,7.5,-0.2
243,DEN,"Alex Singleton",LB,2.0,-20.7%,12,0%,2.9,7,4.8,7.2,-0.2
244,LAC,"Derwin James",DB,2.0,-32.8%,12,39%,3,4.7,4,5.6,-0.2
245,PHI,"Reed Blankenship",DB,2.0,-11.4%,9,0%,3,4.2,3.7,6.5,-0.2
246,MIA,"Bradley Chubb",DL,2.0,12.2%,12,25%,2.2,3.7,3.4,4.1,-0.2
247,CAR,"Derrick Brown",DL,2.0,-25.5%,14,26%,2.5,3.1,3.3,3.8,-0.2
248,TEN,"Tennessee Titans",DEF,2.0,13.1%,10,0%,3.7,3,4.4,5.2,-0.3
249,DAL,"Malik Davis",RB,2.0,2.6%,10,0%,1.8,3.2,2,6.5,-0.3
250,KC,"Harrison Butker",K,2.0,7.3%,10,0%,4.6,4.3,5.4,5.9,-0.4
251,WAS,"Bobby Wagner",LB,2.0,-32.6%,12,12%,4.1,5.9,4.8,6,-0.4
252,GB,"Quay Walker",LB,2.0,-18.2%,5,0%,3.8,6.1,4.7,6,-0.4
253,NYG,"Abdul Carter",DL,2.0,74.4%,14,25%,2.3,3,3,4.2,-0.4
254,SF,"Eddy Pineiro",K,2.0,-4.2%,14,0%,5.3,5.3,5.3,5.3,-0.5
255,JAC,"Cam Little",K,2.0,7.7%,8,0%,4.6,4.7,5.2,5.6,-0.5
256,MIN,"Will Reichard",K,2.0,12.3%,6,0%,4.8,4.3,5,6.3,-0.5
257,NYG,"Bobby Okereke",LB,2.0,74.4%,14,0%,3.8,6.1,4.5,6.8,-0.5
258,KC,"Kansas City Chiefs",DEF,2.0,-1.2%,10,0%,3.3,3.3,4.3,5.2,-0.5
259,LAR,"Kamren Curl",DB,2.0,-12.8%,8,0%,3.1,4.4,4.1,5.3,-0.5
260,CIN,"Jordan Battle",DB,2.0,30.1%,10,0%,2.4,5.5,4,5.6,-0.5
261,PHI,"Cooper DeJean",DB,2.0,-11.4%,9,0%,3.1,4.2,3.7,5.9,-0.5
262,PHI,"Tank Bigsby",RB,2.0,14.6%,9,17%,2,1.6,3,4.2,-0.5
263,DEN,"Riley Moss",DB,2.0,-20.7%,12,0%,2.9,2.3,4,5.1,-0.6
264,NYG,"Dexter Lawrence",DL,2.0,74.4%,14,19%,2.4,3.4,3.2,4.2,-0.6
265,JAC,"Josh Hines-Allen",DL,2.0,-43.3%,8,24%,2.5,3.6,3.1,4.1,-0.6
266,LVR,"Devin White",LB,2.0,-4.5%,8,0%,2.4,4.5,4.8,6.7,-0.7
