Rank,Team,Player,"Fantasy Position",Games,SOS,Bye,InjuryRisk,"Floor Proj","Consensus Proj","DS Proj",CeilingProj,"3D Value"
31,NYJ,"Breece Hall",RB,9.0,-6.4%,9,85%,11,12.2,12.8,15.7,40.5
32,KC,"Rashee Rice",WR,8.0,-4.3%,10,88%,11.2,13.7,12.4,16.7,39.6
33,PHI,"DeVonta Smith",WR,9.0,9.7%,9,94%,9.4,10.8,10.7,13.8,35.3
34,IND,"Tyler Warren",TE,8.0,2.9%,11,60%,10.2,9,12,15.2,34.4
35,DAL,"Javonte Williams",RB,8.0,-5.7%,10,73%,11.9,14.8,13.5,16.6,33.4
36,NYJ,"Garrett Wilson",WR,9.0,0.8%,9,36%,8.4,11.3,11,13.2,32.8
37,BAL,"Zay Flowers",WR,9.0,6.8%,7,85%,9.1,11.3,10.7,13.4,32.6
38,PIT,"D.K. Metcalf",WR,9.0,1.5%,5,69%,8.8,10,11,12.8,32.4
39,CIN,"Tee Higgins",WR,8.0,9.3%,10,88%,9,10.6,11.6,15.7,30.8
40,MIA,"Jaylen Waddle",WR,8.0,7.5%,12,93%,10.2,11.8,11.7,14.5,30.6
41,LAC,"Ladd McConkey",WR,8.0,3.4%,12,86%,9.9,10.6,11.4,14.9,29.1
42,DAL,"George Pickens",WR,8.0,-4.7%,10,47%,9.6,12.5,11.4,15,28.8
43,CIN,"Chase Brown",RB,8.0,4.5%,10,81%,11.2,10.7,12.9,15.5,28
44,CHI,"Rome Odunze",WR,9.0,4.2%,5,79%,8.5,9.6,10,13,27.4
45,SF,"George Kittle",TE,8.0,8.3%,14,53%,9.1,9.8,10.7,13.7,26.9
46,DET,"Sam LaPorta",TE,9.0,2.4%,8,84%,7.8,9,9.4,12,25.9
47,CAR,"Tetairoa McMillan",WR,8.0,-1.8%,14,45%,9.5,9.9,11.1,13.9,25.3
48,ARI,"Marvin Harrison Jr.",WR,9.0,-4.3%,8,90%,7.8,10.7,10.4,11.6,25.3
49,JAC,"Travis Etienne",RB,9.0,-1.5%,8,69%,8.3,10.2,11.5,14,25.2
50,MIN,"Jordan Addison",WR,9.0,11.7%,6,77%,8.2,9.3,9.6,12.9,25.2
51,KC,"Patrick Mahomes",QB,8.0,-8.2%,10,23%,18.7,21.3,21,26.3,25.1
52,NO,"Chris Olave",WR,8.0,-9.9%,11,76%,8.8,10.7,11.3,14.1,25
53,IND,"Michael Pittman Jr.",WR,8.0,-11%,11,94%,9.4,10.6,10.6,14.7,24.8
54,DEN,"Courtland Sutton",WR,8.0,-2%,12,80%,9.5,10.5,10.6,14.3,24.1
55,DET,"David Montgomery",RB,9.0,-0.3%,8,94%,8.8,9,10.9,12.9,23.2
56,BAL,"Dre'mont Jones",DL,9.0,32%,7,0%,4.7,3.1,5.9,13.6,23.1
57,BUF,"Dalton Kincaid",TE,9.0,9.4%,7,77%,7,7.8,9.2,11.8,22.7
58,CHI,"D'Andre Swift",RB,9.0,-5.6%,5,73%,9,10.6,10.5,13.1,22.6
59,DEN,"J.K. Dobbins",RB,8.0,-6%,12,47%,8.9,9.7,11.6,15.5,22.5
60,DET,"Jameson Williams",WR,9.0,10.7%,8,68%,6.6,8.6,9.8,12.3,22.5
61,WAS,"Deebo Samuel",WR,8.0,-1.1%,12,95%,9.3,8.7,10.8,13.5,22.3
62,PIT,"Jaylen Warren",RB,9.0,4.1%,5,91%,8.1,12.1,10.3,13.4,22.2
63,SEA,"Zach Charbonnet",RB,9.0,-9.2%,8,62%,9.1,7.9,10.5,12.4,21.9
64,LAC,"Quentin Johnston",WR,8.0,3.4%,12,86%,9.2,9,10.4,14.1,21.9
65,KC,"Xavier Worthy",WR,8.0,-4.3%,10,75%,8.5,8.1,10.8,13.5,21.2
66,ARI,"Trey Benson",RB,8.0,-1.2%,8,45%,8.2,8.9,10.4,12.5,21.1
67,SEA,"Kenneth Walker III",RB,9.0,-9.2%,8,43%,7.4,9,10.7,12.1,20.9
68,WAS,"Jacory Croskey-Merritt",RB,8.0,5.9%,12,44%,9.2,8.8,10.4,16.1,20.7
69,MIN,"Jordan Mason",RB,9.0,5.7%,6,88%,7.6,7.2,9.9,13.3,20.7
70,CHI,"D.J. Moore",WR,9.0,4.2%,5,71%,7.7,8,9.6,11.7,20.7
71,GB,"Romeo Doubs",WR,9.0,1.6%,5,90%,8,8.8,9.5,11.7,20.5
72,DAL,"Jake Ferguson",TE,8.0,-11.6%,10,83%,8.6,8.8,9.3,13.7,20.5
73,LAC,"Keenan Allen",WR,8.0,3.4%,12,94%,8.7,9.6,10.3,13.4,19.1
74,HOU,"Woody Marks",RB,9.0,1.1%,6,0%,7.3,8.5,9.1,13.5,19.1
75,LAC,"Oronde Gadsden II",TE,8.0,-2.3%,12,0%,8.6,9.2,9.1,13.7,19
76,BUF,"Khalil Shakir",WR,9.0,1.4%,7,88%,7.8,9.1,9.2,11.3,18.7
77,MIN,"Aaron Jones",RB,9.0,5.7%,6,65%,7.7,8.7,9.4,12,18.6
78,NE,"Stefon Diggs",WR,8.0,0.7%,14,47%,8.8,10.4,10.2,13.3,18.3
79,JAC,"Brian Thomas Jr.",WR,9.0,-5.8%,8,46%,6.8,9.5,9.5,11.5,18.3
80,NE,"Drake Maye",QB,8.0,7.1%,14,65%,17.4,19.2,19.5,25.7,18
81,NE,"Rhamondre Stevenson",RB,7.0,17.4%,14,93%,8.3,8.4,9.5,12.6,17.6
82,NO,"Alvin Kamara",RB,8.0,2.8%,11,93%,8.6,8.5,9.8,13.7,17.4
83,CHI,"Kyle Monangai",RB,9.0,-5.6%,5,0%,7.7,6.2,8.4,13.3,17.3
84,ATL,"Kyle Pitts",TE,9.0,13.5%,5,85%,7,7.5,8.3,11.5,17.1
85,LAC,"Omarion Hampton",RB,6.0,1.3%,12,94%,7.7,9.9,8.9,11.3,17
86,SF,"Ricky Pearsall",WR,7.0,3.6%,14,46%,7.8,8.7,9.5,12,16.9
87,PHI,"Dallas Goedert",TE,9.0,-7.1%,9,70%,7.1,8.3,8.5,10.8,16.8
88,JAC,"Bhayshul Tuten",RB,9.0,-1.5%,8,16%,6.7,5.1,9,11.9,16.7
89,LAR,"Matthew Stafford",QB,9.0,-1.3%,8,37%,14.6,16.3,18.2,20.7,16.4
90,TB,"Baker Mayfield",QB,9.0,-3.9%,9,26%,15.1,18.8,18,20.9,16.4
91,LAC,"Justin Herbert",QB,8.0,4.4%,12,36%,17.6,18.8,19.5,24.4,16
92,GB,"Christian Watson",WR,9.0,1.6%,5,52%,7.4,6.9,8.7,11.2,16
93,WAS,"Terry McLaurin",WR,7.0,-1.1%,12,93%,8,8.3,9.2,11.5,15.4
94,DEN,"Troy Franklin",WR,8.0,-2%,12,56%,8.6,7.5,9.1,13.7,15.2
95,HOU,"Nick Chubb",RB,9.0,1.1%,6,61%,7.3,7.2,8.8,10.6,15.2
96,KC,"Isiah Pacheco",RB,8.0,1%,10,75%,7.1,6.1,8.9,14.2,14.9
97,NYG,"Tyrone Tracy Jr.",RB,8.0,-8%,14,69%,7.8,7.2,9.8,11.8,14.6
98,DET,"Brian Branch",DB,9.0,-11.7%,8,0%,6,6.1,8,10,14.6
99,DAL,"Dak Prescott",QB,8.0,-4.5%,10,27%,16.8,18.7,18.9,24.9,14.1
100,SF,"Jauan Jennings",WR,8.0,3.6%,14,85%,8.1,7.4,9.4,13.1,14
101,NE,"TreVeyon Henderson",RB,8.0,17.4%,14,37%,7.7,6,8.9,12.9,14
102,LAR,"Blake Corum",RB,9.0,-4.5%,8,32%,6,4.1,6.8,13.6,13.8
103,BAL,"Roquan Smith",LB,9.0,32%,7,9%,7.2,6.8,8.6,10.3,13.6
104,NYG,"Devin Singletary",RB,8.0,-8%,14,34%,7.1,5.5,8.4,13.7,13.4
105,JAC,"Parker Washington",WR,9.0,-5.8%,8,0%,7.1,7.4,8.3,11,12.5
106,DEN,"RJ Harvey",RB,8.0,-6%,12,41%,7,7,8.5,12.3,12.3
107,PHI,"Zack Baun",LB,9.0,-19.2%,9,0%,6.6,6.9,8.3,10.6,12.3
108,TEN,"Tony Pollard",RB,8.0,-10.4%,10,51%,7.2,7,9.3,10.7,12.2
109,TB,"Antoine Winfield Jr.",DB,9.0,17.8%,9,0%,5.6,5,7.5,10.1,12.2
110,CHI,"Caleb Williams",QB,9.0,1.4%,5,24%,14.9,16.7,16.5,21.5,12.1
111,LAC,"Kimani Vidal",RB,8.0,1.3%,12,0%,7.3,4.9,8.2,12,11.8
112,KC,"Kareem Hunt",RB,8.0,1%,10,42%,7.3,5.7,7.7,13.5,11.8
113,LVR,"Tre Tucker",WR,9.0,-7.1%,8,0%,6.1,7.9,8.5,10.7,11.6
114,TEN,"Tyjae Spears",RB,8.0,-10.4%,10,44%,7.1,8.1,8.1,12.2,11.6
115,CAR,"Chuba Hubbard",RB,8.0,-6%,14,82%,6.8,4.4,8.8,10.6,11.4
116,IND,"Alec Pierce",WR,8.0,-11%,11,94%,8.6,7.3,9,12.2,11.3
117,SEA,"Rashid Shaheed",WR,8.0,-1.2%,8,82%,7.3,7.2,8.2,10.5,11.2
118,JAC,"Jakobi Meyers",WR,9.0,-5.8%,8,77%,6.5,6.8,8.8,9.9,11.1
119,ARI,"Budda Baker",DB,9.0,-15.1%,8,30%,5.6,5.8,7.4,9.3,11.1
120,DET,"Aidan Hutchinson",DL,9.0,-11.7%,8,35%,4.9,4,5.8,7.3,11.1
121,JAC,"Foyesade Oluokun",LB,9.0,1.7%,8,0%,6.7,6,7.9,10.3,10.9
122,NYG,"Jaxson Dart",QB,8.0,8.6%,14,33%,16.6,18.7,18,24.7,10.7
123,ATL,"Darnell Mooney",WR,9.0,-1.3%,5,94%,6.1,5.8,8.6,10.5,10.6
124,GB,"Micah Parsons",DL,9.0,-11.6%,5,35%,4.8,5.4,5.6,7,10.4
125,IND,"Josh Downs",WR,8.0,-11%,11,91%,7.9,6.9,9.1,11.8,10.3
126,HOU,"Will Anderson Jr.",DL,9.0,-1.9%,6,28%,4.6,3.9,5.7,7.2,10.2
127,NYJ,"Isaiah Davis",RB,9.0,-6.4%,9,0%,6,2.9,6.9,10.4,10.1
128,SEA,"Tory Horton",WR,9.0,-1.2%,8,84%,6.7,5.7,8.2,10.3,9.7
129,LAR,"Byron Young",DL,9.0,-8.3%,8,0%,4.4,4.6,5.4,7.3,9.7
130,TB,"Chris Godwin",WR,8.0,-3%,9,94%,5.5,7.2,8.8,9.9,9.6
131,BAL,"Mark Andrews",TE,9.0,23.8%,7,49%,5.8,6.5,7.8,10.1,9.4
132,NYG,"Wan'Dale Robinson",WR,8.0,8.3%,14,45%,7.5,9.3,9.2,11.2,9.2
133,CLE,"Myles Garrett",DL,9.0,3.6%,9,20%,4.4,4.4,5.4,7,9.2
134,DET,"Jack Campbell",LB,9.0,-11.7%,8,0%,6.2,6,7.2,10.8,9.1
135,BAL,"Kyle Hamilton",DB,9.0,32%,7,25%,5.6,5.9,7,9.1,9.1
136,PIT,"T.J. Watt",DL,9.0,2.2%,5,14%,4.2,5.4,5.5,6.8,8.9
137,BUF,"Keon Coleman",WR,9.0,1.4%,7,85%,5.4,6.4,8.6,10.1,8.8
138,SEA,"Sam Darnold",QB,9.0,-6.6%,8,25%,14.4,16.2,16.4,20,8.6
139,TB,"Rachaad White",RB,9.0,-5.4%,9,86%,5.4,6.5,6.3,10.3,8.6
140,CLE,"Carson Schwesinger",LB,9.0,3.6%,9,47%,6.2,6.5,7.5,9.8,8.5
141,GB,"Jordan Love",QB,9.0,4.6%,5,42%,13,17,16.9,19.9,8.2
142,MIN,"Jonathan Greenard",DL,9.0,-28.8%,6,0%,4,4.7,5.5,6.6,8.2
143,CIN,"Barrett Carter",LB,8.0,-3.8%,10,0%,0,5.3,6.7,13.4,8
144,LVR,"Maxx Crosby",DL,9.0,-5.5%,8,0%,4.1,4.9,5.3,7.2,7.8
145,CLE,"Harold Fannin Jr.",TE,9.0,-3.6%,9,68%,6.5,7.2,7.6,9.5,7.7
146,DET,"Jared Goff",QB,9.0,8.3%,8,30%,13.8,17.2,16.8,19.3,7.6
147,CHI,"Colston Loveland",TE,9.0,-0.9%,5,33%,6.1,6.3,7.4,10.1,7.5
148,PHI,"Cooper DeJean",DB,9.0,-19.2%,9,0%,5.2,4.4,6.2,9.9,7.5
149,HOU,"Houston Texans",DEF,9.0,-1.9%,6,0%,6.5,4.3,7.2,8.5,7.2
150,CHI,"T.J. Edwards",LB,9.0,1.1%,5,0%,5.9,6.8,7.4,9.3,7
151,BUF,"Terrel Bernard",LB,9.0,10.6%,7,0%,6,4.6,7.1,9.9,7
152,LAR,"Jared Verse",DL,9.0,-8.3%,8,0%,4.4,4.3,5.1,6.6,7
153,GB,"Edgerrin Cooper",LB,9.0,-11.6%,5,0%,5.8,6.6,7.3,9.5,6.9
154,KC,"Travis Kelce",TE,8.0,-6%,10,65%,6.9,8.9,8.4,11.3,6.8
155,PHI,"Tank Bigsby",RB,9.0,0.8%,9,17%,4.5,0.9,6.3,9.3,6.8
156,GB,"Matthew Golden",WR,8.0,1.6%,5,91%,5.9,5,7.7,10.8,6.7
157,CHI,"Jaquan Brisker",DB,9.0,1.1%,5,0%,4.6,4.8,6.6,8.9,6.7
158,PIT,"Kenneth Gainwell",RB,9.0,4.1%,5,52%,5,6.5,6.3,9.3,6.7
159,NYJ,"Mason Taylor",TE,9.0,4.4%,9,72%,5.9,5.9,7.7,9.6,6.4
160,ATL,"Tyler Allgeier",RB,9.0,-6.4%,5,37%,4.8,5.6,5.4,10.7,6.1
161,GB,"Luke Musgrave",TE,9.0,-1.4%,5,12%,5.5,4.8,7.6,9.8,5.7
162,NYJ,"Jamien Sherwood",LB,9.0,27.4%,9,0%,5.9,6.7,7,9.5,5.7
163,SEA,"Leonard Williams",DL,9.0,14.8%,8,37%,4.1,3.7,5.1,6.1,5.7
164,LAC,"Daiyan Henley",LB,8.0,-24.2%,12,0%,6.6,6.5,8.2,10.3,5.6
165,SEA,"Seattle Seahawks",DEF,9.0,14.8%,8,0%,5.9,4.3,6.7,8.2,5.5
166,DAL,"Brandon Aubrey",K,8.0,2.7%,10,6%,9.2,5.8,10,11.5,5.3
167,NYG,"Theo Johnson",TE,8.0,4.6%,14,42%,6.6,6.9,7.9,11.9,5.3
168,LAR,"Quentin Lake",DB,9.0,-8.3%,8,0%,4.9,5.2,6.5,8.1,5.2
169,CLE,"Grant Delpit",DB,9.0,3.6%,9,21%,4.9,5.3,6.5,8.1,5.2
170,LVR,"Jeremy Chinn",DB,9.0,-5.5%,8,23%,4.9,5.6,6.5,8.1,5.2
171,CHI,"Kevin Byard",DB,9.0,1.1%,5,0%,4.8,5.9,6.6,7.9,5.1
172,ATL,"Kaden Elliss",LB,9.0,5.6%,5,0%,5.9,5.9,7.1,8.8,5
173,PHI,"Jake Elliott",K,9.0,2.7%,9,0%,7.7,5.1,9,9.9,4.9
174,CLE,"Cleveland Browns",DEF,9.0,3.6%,9,0%,5.8,4.8,6.6,8.3,4.8
175,BAL,"Baltimore Ravens",DEF,9.0,32%,7,0%,5.9,4.2,6.4,8.3,4.8
176,MIA,"Ollie Gordon II",RB,8.0,6.5%,12,0%,5.1,3.5,5.4,11.9,4.8
177,HOU,"Danielle Hunter",DL,9.0,-1.9%,6,8%,4.1,4.3,4.7,6.1,4.8
178,PIT,"Patrick Queen",LB,9.0,2.2%,5,0%,6,5.8,7.1,8.6,4.7
179,PHI,"Reed Blankenship",DB,9.0,-19.2%,9,0%,4.6,4.4,5.7,10,4.7
180,TB,"Chase McLaughlin",K,9.0,2.7%,9,0%,8.2,5.8,8.6,10.2,4.6
181,ATL,"Jessie Bates",DB,9.0,5.6%,5,0%,4.8,6.4,6,9,4.6
182,IND,"Daniel Jones",QB,8.0,-1.1%,11,36%,16.4,17.3,17.4,22.3,4.5
183,HOU,"Ka'imi Fairbairn",K,9.0,-7.4%,6,0%,7.7,5.4,8.9,9.7,4.5
184,HOU,"Dalton Schultz",TE,9.0,-2.7%,6,82%,6.1,6.5,7,10,4.5
185,GB,"Quay Walker",LB,9.0,-11.6%,5,0%,5.6,6.1,7,8.9,4.4
186,CHI,"Tremaine Edmunds",LB,9.0,1.1%,5,25%,5.9,4.7,6.9,9,4.4
187,MIN,"Josh Metellus",DB,9.0,-28.8%,6,0%,5,5.4,6,8.7,4.3
188,DEN,"Bo Nix",QB,8.0,-1.2%,12,21%,16.4,17.3,17.4,21.6,4.2
189,CLE,"David Njoku",TE,9.0,-3.6%,9,86%,6.1,6.4,7.1,9.7,4.2
190,MIN,"T.J. Hockenson",TE,9.0,7%,6,57%,6.1,6.6,7.2,9.4,4.1
191,CIN,"Joe Flacco",QB,8.0,9.4%,10,17%,13.8,8.5,18.4,21.2,4
192,SEA,"Jason Myers",K,9.0,-2.4%,8,0%,7.9,5.1,8.5,10,4
193,NE,"Kayshon Boutte",WR,7.0,0.7%,14,0%,6.5,6.5,7.6,10.3,4
194,DEN,"Denver Broncos",DEF,8.0,-4.6%,12,0%,6.7,5,7.1,8.8,4
195,LAC,"Derwin James",DB,8.0,-24.2%,12,39%,5.2,5.2,6.8,9.5,4
196,SEA,"Byron Murphy II",DL,9.0,14.8%,8,0%,3.4,1.7,4.5,7.2,4
197,PIT,"Aaron Rodgers",QB,9.0,4.9%,5,39%,14,15.6,16.3,17.9,3.9
198,DEN,"Talanoa Hufanga",DB,8.0,-4.6%,12,39%,5.3,5.9,6.6,9.9,3.8
199,TB,"Tampa Bay Buccaneers",DEF,9.0,17.8%,9,0%,5.8,4.4,6.4,7.9,3.8
200,NYG,"Paulson Adebo",DB,8.0,11.5%,14,0%,5,6.5,6.7,9.7,3.7
201,GB,"Devonte Wyatt",DL,9.0,-11.6%,5,0%,3.1,2.2,4.4,7,3.7
202,PIT,"Chris Boswell",K,9.0,3.4%,5,0%,7.9,5.6,8.4,9.4,3.6
203,LVR,"Devin White",LB,9.0,-5.5%,8,0%,3.5,5.1,7,9.8,3.6
204,BAL,"Tyler Loop",K,9.0,6.9%,7,0%,7.7,5.6,8.5,9.2,3.5
205,IND,"Nick Cross",DB,8.0,-20.9%,11,0%,5.8,6.7,6.9,9,3.5
206,BUF,"Gregory Rousseau",DL,9.0,10.6%,7,0%,3.7,3.3,4.8,6,3.4
207,JAC,"Josh Hines-Allen",DL,9.0,1.7%,8,24%,3.8,3.9,4.7,6.2,3.3
208,ARI,"Chad Ryland",K,9.0,-18.5%,8,0%,7.6,5.1,8.2,9.7,3.2
209,WAS,"Zach Ertz",TE,8.0,-3.7%,12,88%,6.6,7.2,8,10.6,3.2
210,DET,"Jake Bates",K,9.0,14.3%,8,6%,7.5,5.7,8.3,9.4,3.1
211,NE,"Robert Spillane",LB,8.0,9.6%,14,0%,5.9,7.2,7.9,9.5,3.1
212,CLE,"Dylan Sampson",RB,9.0,8.2%,9,35%,4.1,2.7,4.6,9.2,3.1
213,TB,"Cade Otton",TE,9.0,-5.7%,9,69%,5.3,5.9,7.5,8.8,3
214,BAL,"Isaiah Likely",TE,9.0,23.8%,7,16%,5.8,4.9,6.8,10.1,3
215,LAC,"Cameron Dicker",K,8.0,-5.9%,12,6%,8.2,5.6,9.5,10.2,2.8
216,NO,"Juwan Johnson",TE,8.0,-3.4%,11,79%,6.9,6.4,7.5,11.3,2.8
217,BUF,"Buffalo Bills",DEF,9.0,10.6%,7,0%,4.8,5,6.6,7.3,2.8
218,JAC,"Trevor Lawrence",QB,9.0,-6.2%,8,35%,13.5,15.8,16.1,18,2.6
219,TEN,"Chimere Dike",WR,8.0,-8.3%,10,0%,7.3,5.6,8.1,10.5,2.6
220,CLE,"Jerry Jeudy",WR,9.0,8.9%,9,55%,6.4,6.4,7.4,9.3,2.4
221,LAR,"Los Angeles Rams",DEF,9.0,-8.3%,8,0%,5.5,4.8,6,7.6,2.4
222,NE,"New England Patriots",DEF,8.0,9.6%,14,0%,6.3,4.3,6.6,8.6,2.3
223,MIN,"Will Reichard",K,9.0,2.3%,6,0%,7.4,5.2,7.8,9.8,2.2
224,DET,"Detroit Lions",DEF,9.0,-11.7%,8,0%,4.9,4.6,6.3,7.2,2.2
225,CIN,"Trey Hendrickson",DL,8.0,-3.8%,10,18%,4.1,4.6,5.4,6.2,2.2
226,BAL,"Rashod Bateman",WR,9.0,6.8%,7,43%,5.9,5.4,7.3,9.7,2.1
227,NYG,"Brian Burns",DL,8.0,11.5%,14,0%,4.2,4.1,5.3,6.4,2.1
228,NE,"Hunter Henry",TE,8.0,5.9%,14,64%,6.8,7,7.8,10.1,1.9
229,TEN,"Jeffery Simmons",DL,8.0,0.8%,10,23%,4.1,2.8,5.3,6.4,1.9
230,KC,"Brashard Smith",RB,8.0,1%,10,23%,4.3,3.5,4.9,9.8,1.9
231,TB,"Lavonte David",LB,9.0,17.8%,9,40%,5.5,5.6,6.7,8.4,1.8
232,ARI,"Jalen Thompson",DB,9.0,-15.1%,8,0%,4.5,4.7,5.6,8.4,1.8
233,MIA,"Tyrel Dodson",LB,8.0,9%,12,0%,7.7,6.2,7.7,7.7,1.6
234,LAR,"Kamren Curl",DB,9.0,-8.3%,8,0%,4.5,4.4,6,7.8,1.6
235,TB,"Tykee Smith",DB,9.0,17.8%,9,0%,3.6,6.5,6,8.4,1.6
236,NO,"Devin Neal",RB,8.0,2.8%,11,0%,3.9,4.4,5.1,9.6,1.6
237,MIA,"Jordyn Brooks",LB,8.0,9%,12,21%,6.5,7.4,7.6,8.7,1.5
238,KC,"Harrison Butker",K,8.0,-4.4%,10,0%,8.4,5.8,8.9,10.3,1.4
239,CIN,"Samaje Perine",RB,8.0,4.5%,10,14%,3.4,4.5,5.3,9.2,1.4
240,NYG,"Darius Slayton",WR,8.0,8.3%,14,77%,6,7.8,8,11,1.2
241,HOU,"Azeez Al-Shaair",LB,9.0,-1.9%,6,0%,5.6,5.1,6.7,8,1.2
242,KC,"Kansas City Chiefs",DEF,8.0,-15.7%,10,0%,6,4.4,6.6,8.3,1.2
243,JAC,"Jacksonville Jaguars",DEF,9.0,1.7%,8,0%,4.7,4,6.2,7.1,1.2
244,IND,"DeForest Buckner",DL,8.0,-20.9%,11,10%,3.8,4.2,5.3,6.3,1.2
245,MIN,"J.J. McCarthy",QB,9.0,13.3%,6,41%,12.2,15.5,16.1,18,1.1
246,SEA,"Ernest Jones",LB,8.0,14.8%,8,0%,5.2,6.2,6.3,8.8,1.1
247,CHI,"Montez Sweat",DL,9.0,1.1%,5,24%,3.7,2.8,4.6,5.5,1
248,ARI,"Zonovan Knight",RB,9.0,-1.2%,8,0%,3.1,4,5.1,7.1,0.9
249,PHI,"Nolan Smith",DL,9.0,-19.2%,9,20%,3.6,2.8,4.2,6.1,0.9
250,SF,"Brock Purdy",QB,8.0,-1.1%,14,24%,15.5,16.4,17.2,20.6,0.8
251,JAC,"Devin Lloyd",LB,9.0,1.7%,8,0%,5.1,5.2,6.5,8.7,0.8
252,TEN,"Calvin Ridley",WR,8.0,-8.3%,10,65%,5.3,7.9,8.8,9.9,0.7
253,NYG,"Bobby Okereke",LB,8.0,11.5%,14,0%,5.8,7.9,6.8,10.2,0.7
254,TEN,"Elic Ayomanor",WR,8.0,-8.3%,10,56%,6.2,6.6,7.7,11.6,0.6
255,SEA,"Nick Emmanwori",DB,9.0,14.8%,8,0%,3.8,3,5.7,8.6,0.6
256,CAR,"Trevon Moehrig",DB,8.0,-1.2%,14,0%,5.3,5.5,6.6,8.3,0.5
257,BAL,"Justice Hill",RB,9.0,1.8%,7,36%,3.9,3.9,5,6.3,0.3
258,TB,"Sean Tucker",RB,9.0,-5.4%,9,18%,3.7,1.9,4.1,8.2,0.3
259,PIT,"Calvin Austin III",WR,9.0,1.5%,5,76%,5.2,6.4,7.4,9.2,0.2
260,TB,"Tez Johnson",WR,9.0,-3%,9,0%,4.5,6.2,6.9,10.4,0.2
261,DEN,"Brandon Jones",DB,8.0,-4.6%,12,25%,4.9,5.6,6.4,9,0.1
262,SEA,"Devon Witherspoon",DB,9.0,14.8%,8,17%,4.6,5,5.8,7.5,0.1
263,NYJ,"Jermaine Johnson",DL,9.0,27.4%,9,0%,1.8,2.8,3.5,8.8,0.1
264,DEN,"Wil Lutz",K,8.0,-8.2%,12,0%,8.1,5,8.6,10.1,0
265,WAS,"Bobby Wagner",LB,8.0,-4.2%,12,12%,6.1,5.8,7.2,8.9,0
266,NYG,"Tyler Nubin",DB,8.0,11.5%,14,0%,5,5.4,6.6,8.3,0
