Rank,Team,Player,"Fantasy Position",Games,SOS,Bye,InjuryRisk,"Floor Proj","Consensus Proj","DS Proj",CeilingProj,"3D Value"
19,CLE,"Quinshon Judkins",RB,10.0,7.5%,9,47%,11.6,12.9,14,16.8,44.8
20,LAR,"Kyren Williams",RB,10.0,-6.9%,8,70%,11.8,14.2,14.1,16.2,44.2
21,ATL,"Drake London",WR,11.0,4%,5,85%,9.5,12.1,11.2,13.8,43
22,PHI,"Saquon Barkley",RB,10.0,6.4%,9,52%,10.8,13.8,13.7,16.7,41.5
23,HOU,"Nico Collins",WR,10.0,-1%,6,82%,8.6,11.8,11.8,13.1,41.2
24,ARI,"Trey McBride",TE,10.0,4.6%,8,66%,10.5,10.7,12.3,14,41.1
25,DAL,"Javonte Williams",RB,10.0,-0.6%,10,50%,11.8,13.7,13.4,16.5,41
26,LVR,"Ashton Jeanty",RB,10.0,3.1%,8,81%,11.5,12.8,13.4,16.6,40.9
27,IND,"Tyler Warren",TE,10.0,-6.2%,11,26%,10,10.3,12.3,14.3,40.9
28,PHI,"A.J. Brown",WR,10.0,8.7%,9,75%,10.2,11.9,11.6,15.7,39.2
29,TB,"Emeka Egbuka",WR,10.0,-2.9%,9,26%,10.3,12.5,11.7,14.5,36.8
30,LAR,"Davante Adams",WR,10.0,-1.6%,8,64%,10.4,12.5,11.3,15.3,36.8
31,CHI,"Rome Odunze",WR,11.0,1.2%,5,52%,9.2,10.8,10.9,12.8,36.7
32,NYJ,"Breece Hall",RB,10.0,0.6%,9,79%,11.2,11.3,13,16,36.5
33,TB,"Bucky Irving",RB,9.0,-3.8%,9,79%,10.4,13.7,12.8,14.7,35.5
34,MIA,"Jaylen Waddle",WR,10.0,3.3%,12,66%,9.6,10.8,11.9,13.7,34.5
35,NYG,"Cameron Skattebo",RB,10.0,-5.2%,14,41%,11,12.9,12.5,16.1,33.8
36,LVR,"Brock Bowers",TE,10.0,-8.4%,8,53%,9.2,8.8,11.4,12.8,33.6
37,PIT,"D.K. Metcalf",WR,11.0,3.1%,5,68%,8.6,11.6,10.7,12.4,33.6
38,JAC,"Brian Thomas Jr.",WR,10.0,0.4%,8,42%,9.3,10,11.2,14.6,32.4
39,LAC,"Ladd McConkey",WR,10.0,4.2%,12,82%,9.9,9.6,11,14.5,32.3
40,DAL,"George Pickens",WR,10.0,-5.9%,10,52%,9.5,11.7,11.3,14.1,32.1
41,LAC,"Quentin Johnston",WR,10.0,4.2%,12,70%,9.5,9.7,11.3,14.1,32.1
42,DEN,"Courtland Sutton",WR,10.0,2.8%,12,67%,9.8,10.6,10.9,14.7,32.1
43,CAR,"Tetairoa McMillan",WR,10.0,-0.4%,14,48%,9.7,10,11.4,13.7,31.8
44,NO,"Chris Olave",WR,10.0,-7.3%,11,75%,8.8,11.2,11.4,14.3,31.7
45,KC,"Xavier Worthy",WR,10.0,0.1%,10,54%,8.5,8.5,11.2,14.6,31
46,CIN,"Tee Higgins",WR,10.0,6%,10,90%,8.6,9.6,11,14.9,30.8
47,SF,"George Kittle",TE,10.0,2.9%,14,89%,7.8,10.1,10.6,13.4,29.9
48,BAL,"Zay Flowers",WR,11.0,-0.2%,7,62%,8.6,10.6,9.6,13.2,29.8
49,WAS,"Deebo Samuel",WR,10.0,0.4%,12,94%,9.6,9.9,10.9,14,29.7
50,NYJ,"Garrett Wilson",WR,9.0,1.2%,9,41%,9.1,10.5,10.3,13.4,29.2
51,PHI,"DeVonta Smith",WR,10.0,8.7%,9,72%,9.5,11.1,10.8,13.9,28.9
52,GB,"Tucker Kraft",TE,11.0,1.8%,5,38%,6.9,8.4,9.8,11.8,28.9
53,MIN,"Jordan Addison",WR,11.0,10.4%,6,85%,8.3,9.6,10,12.5,28.8
54,LAC,"Keenan Allen",WR,10.0,4.2%,12,62%,9.2,10.3,11,13.6,28.7
55,KC,"Patrick Mahomes",QB,10.0,-1.8%,10,19%,18.3,20.3,20.6,26.6,28.1
56,CHI,"D'Andre Swift",RB,11.0,0.1%,5,82%,8.5,10.9,11.6,13.5,28
57,JAC,"Travis Etienne",RB,10.0,0.7%,8,71%,9.2,10.3,12.2,15.4,26.8
58,DAL,"Jake Ferguson",TE,10.0,-6.3%,10,70%,8.4,9,9.3,13.5,25.9
59,MIN,"Jordan Mason",RB,11.0,4.1%,6,43%,8.4,8.9,10.4,14.6,25.8
60,PIT,"Jaylen Warren",RB,11.0,5.3%,5,77%,8.5,11.3,10.7,13.9,25.6
61,CIN,"Chase Brown",RB,10.0,10.3%,10,72%,9.7,10,12,14.4,25.2
62,DEN,"J.K. Dobbins",RB,10.0,-1.9%,12,57%,9,9.7,11.7,15.2,24.9
63,DET,"Sam LaPorta",TE,10.0,6.4%,8,84%,8.6,8.7,9.4,12.6,24.8
64,BUF,"Dalton Kincaid",TE,11.0,4.3%,7,85%,7.3,7.4,8.6,11.4,24
65,NE,"Stefon Diggs",WR,10.0,-2%,14,42%,8.8,9.9,10.2,13.3,23.7
66,DET,"David Montgomery",RB,10.0,-3.6%,8,95%,9.3,9.6,11.5,14.4,23.5
67,WAS,"Jacory Croskey-Merritt",RB,10.0,5.1%,12,51%,9.2,10,10.5,16.3,23.3
68,GB,"Romeo Doubs",WR,11.0,0.1%,5,54%,7.8,8,9.3,11.4,22.8
69,WAS,"Terry McLaurin",WR,9.0,0.4%,12,59%,8.4,9.5,9.6,12,22.1
70,SEA,"Zach Charbonnet",RB,10.0,-10.9%,8,45%,9.4,8.9,10.8,14.6,22
71,BUF,"Keon Coleman",WR,11.0,-3.5%,7,55%,7,7.7,9.2,12.1,21.9
72,SF,"Ricky Pearsall",WR,9.0,1.4%,14,54%,7.8,9.2,9.5,12,21.7
73,ARI,"Marvin Harrison Jr.",WR,10.0,2.8%,8,83%,8,10.2,10.6,11.9,21.5
74,JAC,"Travis Hunter",WR,10.0,0.4%,8,37%,8.7,4.7,9.9,12.7,21.4
75,DET,"Jameson Williams",WR,10.0,8.2%,8,48%,4.8,8.5,10.6,13.8,21.1
76,IND,"Michael Pittman Jr.",WR,10.0,-2.5%,11,93%,8.8,10.2,9.7,12.8,21
77,BUF,"Khalil Shakir",WR,11.0,-3.5%,7,53%,7.7,8.2,9.1,11.2,20.8
78,GB,"Matthew Golden",WR,11.0,0.1%,5,70%,7.5,7.2,8.6,12,20.5
79,NE,"Rhamondre Stevenson",RB,10.0,2.5%,14,71%,9.3,9.3,10.7,13.6,20.4
80,ARI,"Trey Benson",RB,9.0,0.4%,8,29%,8.3,9.2,10.5,12.6,20.1
81,ATL,"Kyle Pitts",TE,11.0,11.5%,5,62%,6.6,7.1,7.9,10.9,19.7
82,LAC,"Justin Herbert",QB,10.0,-1.6%,12,32%,17.6,17.9,19.5,25.4,19.4
83,CHI,"D.J. Moore",WR,11.0,1.2%,5,50%,7.3,8.5,9.1,10.5,19.4
84,NO,"Alvin Kamara",RB,10.0,-6.4%,11,94%,8.9,10.5,10.1,14.1,19.2
85,CAR,"Rico Dowdle",RB,10.0,-6.4%,14,25%,9,9.5,10.1,14.1,19.2
86,SEA,"Kenneth Walker III",RB,10.0,-10.9%,8,63%,8,10,10.9,13.1,19.1
87,TB,"Chris Godwin",WR,9.0,-2.9%,9,58%,7.6,7.4,9.1,11.5,18.2
88,LAC,"Omarion Hampton",RB,6.0,3.7%,12,91%,7.4,8.6,8.5,10,18.1
89,TEN,"Tony Pollard",RB,10.0,-9%,10,60%,8.4,7.4,10.5,12.6,17.8
90,PHI,"Dallas Goedert",TE,10.0,-0.3%,9,85%,7.7,8.3,8.6,10.9,17.8
91,LVR,"Jakobi Meyers",WR,10.0,-4.1%,8,68%,7.5,8.5,9.9,11.5,17.6
92,HOU,"Jo'Quavious Marks",RB,11.0,4.7%,6,0%,7,7.6,8.8,13,17.4
93,NE,"Drake Maye",QB,10.0,0.4%,14,47%,17.3,18.9,19.4,24.6,17.2
94,NO,"Rashid Shaheed",WR,10.0,-7.3%,11,49%,8.3,8.3,9.3,11.9,17.1
95,NYG,"Wan'Dale Robinson",WR,10.0,-0.2%,14,50%,7.8,9.7,9.5,11.6,16.7
96,BAL,"Roquan Smith",LB,11.0,34.7%,7,12%,7.2,6.9,8.6,10.3,16.7
97,KC,"Travis Kelce",TE,10.0,-6.4%,10,52%,7,7.3,8.3,11.3,16.6
98,HOU,"Nick Chubb",RB,11.0,4.7%,6,31%,7.6,6,8.9,11.6,16
99,WAS,"Jayden Daniels",QB,9.0,1.7%,12,43%,16.5,18.4,17.7,23.2,15.1
100,KC,"Isiah Pacheco",RB,10.0,8.9%,10,93%,7.2,6.7,9,14.4,15.1
101,SF,"Jauan Jennings",WR,10.0,1.4%,14,71%,7.9,7,8.8,11.9,14.8
102,MIN,"T.J. Hockenson",TE,11.0,9.1%,6,61%,5.9,6.7,7.4,9.6,14.6
103,TEN,"Calvin Ridley",WR,9.0,-2.5%,10,39%,6.4,7.3,8.9,10.5,14.1
104,CAR,"Chuba Hubbard",RB,10.0,-6.4%,14,69%,7.5,8.1,9.7,11.6,13.6
105,LAC,"Oronde Gadsden II",TE,10.0,-6.7%,12,0%,7.1,7.6,7.7,10.8,13.6
106,DAL,"Dak Prescott",QB,10.0,-4.9%,10,31%,16.5,18.7,18.8,24.4,13.5
107,NE,"Hunter Henry",TE,10.0,-1.1%,14,55%,6.8,7.3,8.1,10.1,13.5
108,MIN,"Aaron Jones",RB,10.0,4.1%,6,94%,7,7.4,8.5,10.8,13.4
109,HOU,"Dalton Schultz",TE,11.0,-7.2%,6,51%,6.2,6.5,6.9,10,13.4
110,ATL,"Darnell Mooney",WR,11.0,4%,5,84%,6,7.1,8.4,10.2,13.3
111,LVR,"Tre Tucker",WR,10.0,-4.1%,8,0%,7.3,7.7,8.6,11.5,12.6
112,GB,"Edgerrin Cooper",LB,11.0,-6.2%,5,0%,6.2,6.8,7.8,10.1,12.5
113,WAS,"Zach Ertz",TE,10.0,-4%,12,52%,6.1,7.2,8.1,9.9,12.2
114,CLE,"Harold Fannin Jr.",TE,10.0,-0.5%,9,19%,6.7,6.8,7.6,10.4,12.1
115,CIN,"Barrett Carter",LB,10.0,14.2%,10,0%,0,5.5,6.7,13.4,12.1
116,HOU,"Will Anderson Jr.",DL,11.0,-1.9%,6,24%,4.6,4,5.7,7.2,12.1
117,CHI,"Colston Loveland",TE,11.0,14.6%,5,39%,6,3.6,6.9,9.5,12
118,DET,"Brian Branch",DB,10.0,3.9%,8,0%,6,6,8,10,11.9
119,GB,"Micah Parsons",DL,11.0,-6.2%,5,27%,4.8,5.5,5.6,7,11.7
120,IND,"Alec Pierce",WR,10.0,-2.5%,11,63%,7.9,7,8.3,11.2,11.6
121,CLE,"Jerry Jeudy",WR,10.0,5.6%,9,50%,7.7,7.1,8.7,10.4,11.5
122,BAL,"Kyle Hamilton",DB,11.0,34.7%,7,29%,5.6,6,7,9.1,11
123,CHI,"Caleb Williams",QB,11.0,5.2%,5,24%,14.4,17.1,17.5,20.5,10.8
124,NE,"Kayshon Boutte",WR,10.0,-2%,14,0%,6.2,7.5,8.5,11.5,10.7
125,BAL,"Mark Andrews",TE,11.0,21.9%,7,45%,5.7,6.2,7,8.8,10.6
126,PIT,"T.J. Watt",DL,11.0,-5.6%,5,18%,4.2,5.6,5.5,6.8,10.4
127,IND,"Josh Downs",WR,10.0,-2.5%,11,71%,7.5,5.8,8.6,10.1,10.2
128,TB,"Cade Otton",TE,10.0,-10.7%,9,70%,6.4,6.5,7.5,9.8,10.2
129,PHI,"Zack Baun",LB,10.0,-15.6%,9,0%,6.6,7.1,8.3,10.6,10.1
130,NYJ,"Mason Taylor",TE,10.0,1.2%,9,39%,6.2,6.4,7.5,9.8,10
131,ATL,"Kaden Elliss",LB,11.0,4.5%,5,0%,6.3,6,7.6,9.4,9.8
132,TB,"Antoine Winfield Jr.",DB,10.0,15.6%,9,0%,5.6,5,7.5,10.1,9.7
133,MIN,"Jonathan Greenard",DL,11.0,-28.5%,6,0%,4,4.8,5.5,6.6,9.7
134,JAC,"Bhayshul Tuten",RB,10.0,0.7%,8,37%,6.1,4.5,8.6,11.6,9.4
135,CLE,"David Njoku",TE,9.0,-0.5%,9,78%,5.8,6.2,7,8.8,9.4
136,ARI,"Budda Baker",DB,10.0,-17.4%,8,21%,5.8,5.9,7.6,9.5,9.3
137,DET,"Aidan Hutchinson",DL,10.0,3.9%,8,20%,4.9,4.1,5.8,7.3,9.1
138,LAC,"Daiyan Henley",LB,10.0,4.8%,12,0%,6.6,6.4,8.2,10.3,9
139,CHI,"T.J. Edwards",LB,11.0,15.5%,5,0%,5.9,6.8,7.4,9.3,9
140,HOU,"Jayden Higgins",WR,11.0,-1%,6,24%,5.5,3.8,7.5,10.3,8.9
141,BAL,"Rashod Bateman",WR,11.0,-0.2%,7,38%,6.3,5,7.2,10.2,8.9
142,DEN,"RJ Harvey",RB,10.0,-1.9%,12,68%,6.4,6,8.4,11.3,8.8
143,BUF,"Terrel Bernard",LB,11.0,6.3%,7,0%,6,4.8,7.1,9.9,8.8
144,TB,"Baker Mayfield",QB,10.0,-5.8%,9,25%,15.8,19.4,18.6,22.9,8.6
145,MIA,"Darren Waller",TE,9.0,2.7%,12,66%,5.2,6,7.1,8.5,8.4
146,DEN,"Troy Franklin",WR,10.0,2.8%,12,10%,6.5,6.2,8,11,8.2
147,JAC,"Foyesade Oluokun",LB,10.0,9.2%,8,0%,6.7,6,7.9,10.3,8.2
148,CHI,"Kyle Monangai",RB,11.0,0.1%,5,0%,6.3,5,7.2,10.1,8.1
149,PIT,"Payton Wilson",LB,11.0,-5.6%,5,0%,4.8,4.3,6.9,10.7,8.1
150,HOU,"Azeez Al-Shaair",LB,11.0,-1.9%,6,0%,6.1,5.1,7.3,8.8,8
151,CHI,"Jaquan Brisker",DB,11.0,15.5%,5,0%,4.6,4.7,6.6,8.9,8
152,LAC,"Kimani Vidal",RB,10.0,3.7%,12,0%,7.1,5.5,8.3,10.4,7.9
153,TEN,"Elic Ayomanor",WR,10.0,-2.5%,10,8%,6.2,5.8,7.7,11.6,7.8
154,CAR,"Jalen Coker",WR,10.0,-0.4%,14,8%,6.6,5.3,7.8,10.9,7.6
155,TB,"Tez Johnson",WR,10.0,-2.9%,9,0%,4.8,5.1,6.9,13.8,7.4
156,LAR,"Byron Young",DL,10.0,-16%,8,0%,4.4,4.5,5.4,7.3,7.4
157,GB,"Quay Walker",LB,11.0,-6.2%,5,0%,5.7,6.2,7.1,9,7.3
158,GB,"Green Bay Packers",DEF,11.0,-6.2%,5,0%,6.3,4.5,7.1,8,7.2
159,HOU,"Jaylin Noel",WR,11.0,-1%,6,8%,5.1,3.5,6.8,11.2,7.1
160,CLE,"Myles Garrett",DL,10.0,19%,9,18%,4.4,4.4,5.4,7,6.9
161,SEA,"Tory Horton",WR,10.0,0.9%,8,31%,6.6,4.7,7.8,10.5,6.8
162,CHI,"Tremaine Edmunds",LB,11.0,15.5%,5,27%,6,4.7,7,9.1,6.8
163,SEA,"Cooper Kupp",WR,10.0,0.9%,8,63%,6.7,7.2,7.5,11,6.7
164,KC,"Marquise Brown",WR,10.0,0.1%,10,69%,6.3,5.3,7.7,10.8,6.5
165,LVR,"Maxx Crosby",DL,10.0,-0.2%,8,0%,4.1,5.1,5.3,7.2,6.5
166,DAL,"Brandon Aubrey",K,10.0,4.8%,10,7%,8.5,6.2,9.9,10.5,6.3
167,NYG,"Darius Slayton",WR,10.0,-0.2%,14,51%,5.9,7.2,7.8,10.8,6.3
168,PIT,"Patrick Queen",LB,11.0,-5.6%,5,0%,6,5.9,7.1,8.6,6.2
169,NYG,"Paulson Adebo",DB,10.0,-1.7%,14,0%,5.1,6.7,6.8,9.9,6.2
170,CHI,"Kevin Byard",DB,11.0,15.5%,5,0%,4.8,5.8,6.6,7.9,6.2
171,MIN,"Josh Metellus",DB,11.0,-28.5%,6,0%,5.1,5.6,6.1,8.8,6.2
172,BUF,"Gregory Rousseau",DL,11.0,6.3%,7,0%,3.8,3.4,4.9,6.1,6.1
173,NE,"TreVeyon Henderson",RB,10.0,2.5%,14,75%,6,5.4,8.2,9.8,6
174,DET,"Jack Campbell",LB,10.0,3.9%,8,0%,6.2,6,7.2,10.8,6
175,NYG,"Theo Johnson",TE,10.0,4.2%,14,28%,6,7.5,6.5,9.7,6
176,HOU,"Danielle Hunter",DL,11.0,-1.9%,6,7%,4.1,4.3,4.7,6.1,6
177,NE,"Robert Spillane",LB,10.0,38.4%,14,0%,5.9,7.1,7.9,9.5,5.9
178,CLE,"Carson Schwesinger",LB,10.0,19%,9,38%,6.2,6.6,7.6,9.9,5.9
179,ATL,"Tyler Allgeier",RB,11.0,-8.7%,5,37%,5.3,5.8,6,11.9,5.9
180,HOU,"Ka'imi Fairbairn",K,11.0,-8.7%,6,0%,7.7,5.3,8.8,9.6,5.8
181,IND,"Nick Cross",DB,10.0,-7.1%,11,0%,5.8,6.7,6.9,9,5.8
182,DEN,"Evan Engram",TE,10.0,-2.9%,12,71%,5.9,6.2,6.7,9.2,5.8
183,DEN,"Talanoa Hufanga",DB,10.0,-14.2%,12,39%,5.3,5.5,6.6,9.9,5.8
184,LAC,"Derwin James",DB,10.0,4.8%,12,32%,5.2,5.1,6.8,9.5,5.7
185,BAL,"Isaiah Likely",TE,11.0,21.9%,7,35%,5.1,5.4,6,8.7,5.6
186,GB,"Devonte Wyatt",DL,11.0,-6.2%,5,0%,3.1,2.2,4.4,7,5.5
187,ARI,"Zonovan Knight",RB,10.0,0.4%,8,0%,5.8,3.9,6.9,12.1,5.3
188,TB,"Sterling Shepard",WR,10.0,-2.9%,9,29%,5.4,4.1,6.7,12.7,5.3
189,NYG,"Brian Burns",DL,10.0,-1.7%,14,0%,4.2,4.1,5.3,6.4,5.3
190,PIT,"Kenneth Gainwell",RB,11.0,5.3%,5,17%,5.4,6.7,6.8,10.1,5.2
191,CIN,"Trey Hendrickson",DL,10.0,14.2%,10,13%,4.1,4.7,5.4,6.2,5.2
192,LAR,"Jared Verse",DL,10.0,-16%,8,0%,4.4,4.3,5.1,6.6,5.2
193,PIT,"DeShon Elliott",DB,11.0,-5.6%,5,0%,4.6,5,6.3,7.9,5.1
194,JAC,"Brenton Strange",TE,8.0,3.5%,8,22%,5,5.3,6.1,7.3,5.1
195,ATL,"Jessie Bates",DB,11.0,4.5%,5,0%,4.8,6.3,6,9,5.1
196,PIT,"Chris Boswell",K,11.0,1.8%,5,0%,8,5.3,8.5,9.5,4.9
197,MIA,"Jordyn Brooks",LB,10.0,8%,12,28%,6.5,7.5,7.7,8.9,4.7
198,LAC,"Cameron Dicker",K,10.0,-8.1%,12,7%,8.2,5.4,9.5,10.2,4.6
199,BAL,"Tyler Loop",K,11.0,5.9%,7,0%,7.7,5.4,8.5,9.2,4.6
200,IND,"DeForest Buckner",DL,10.0,-7.1%,11,8%,3.8,4.4,5.3,6.3,4.6
201,GB,"Jordan Love",QB,11.0,4.2%,5,31%,14.7,15.9,16.3,20,4.5
202,PHI,"Cooper DeJean",DB,10.0,-15.6%,9,0%,5.2,4.3,6.2,9.9,4.3
203,LAR,"Jordan Whittington",WR,10.0,-1.6%,8,0%,5.9,3.5,7.5,10.1,4
204,NO,"Juwan Johnson",TE,10.0,1.6%,11,36%,5.6,6,6.8,8.2,3.9
205,HOU,"Houston Texans",DEF,11.0,-1.9%,6,0%,6,4.1,6.4,7.6,3.9
206,MIA,"Tyrel Dodson",LB,10.0,8%,12,0%,7.7,6.4,7.7,7.7,3.8
207,TEN,"Jeffery Simmons",DL,10.0,-11.9%,10,22%,4,2.8,5.1,6.1,3.8
208,TB,"Rachaad White",RB,10.0,-3.8%,9,54%,6,6.7,7.3,9.9,3.6
209,TEN,"Chimere Dike",WR,10.0,-2.5%,10,0%,6.6,4,7.5,9.4,3.5
210,SEA,"Ernest Jones",LB,10.0,12.3%,8,0%,5.9,6.3,7.1,9.9,3.4
211,KC,"Harrison Butker",K,10.0,-1%,10,0%,8.4,5.6,8.9,10.3,3.3
212,DEN,"Denver Broncos",DEF,10.0,-14.2%,12,0%,6.3,4.9,6.9,8.2,3.3
213,TB,"Mike Evans",WR,4.0,-2.9%,9,68%,3.9,3.2,4.3,5.5,3.3
214,PHI,"Jake Elliott",K,10.0,1.5%,9,0%,8.1,5.1,9.1,10,3.2
215,DEN,"Nik Bonitto",DL,10.0,-14.2%,12,0%,4,6.5,5,6,3.2
216,CHI,"Montez Sweat",DL,11.0,15.5%,5,16%,3.7,2.7,4.6,5.5,3.2
217,PHI,"Philadelphia Eagles",DEF,10.0,-15.6%,9,0%,5.9,4.2,6.9,7.5,3.1
218,MIN,"Minnesota Vikings",DEF,11.0,-28.5%,6,0%,5.5,4.4,6,6.6,3.1
219,MIN,"Will Reichard",K,11.0,-0.4%,6,0%,7.4,5.1,7.8,9.8,3
220,TEN,"Tyjae Spears",RB,10.0,-9%,10,65%,5.5,6.6,7.3,9.7,3
221,NE,"New England Patriots",DEF,10.0,38.4%,14,0%,6.2,4.5,6.9,8.1,3
222,CLE,"Cleveland Browns",DEF,10.0,19%,9,0%,6.3,4.6,6.8,8.3,3
223,IND,"Indianapolis Colts",DEF,10.0,-7.1%,11,0%,6.1,4.1,6.7,8.4,2.8
224,NYJ,"Isaiah Davis",RB,10.0,0.6%,9,0%,5.9,2.5,6.8,10.2,2.7
225,DEN,"Brandon Jones",DB,10.0,-14.2%,12,19%,4.9,5.5,6.4,9,2.7
226,SEA,"Byron Murphy II",DL,10.0,12.3%,8,0%,3.4,1.7,4.5,7.2,2.7
227,DEN,"Wil Lutz",K,10.0,-13.2%,12,0%,8.2,5.2,8.7,10.3,2.6
228,CAR,"Trevon Moehrig",DB,10.0,-16.7%,14,0%,5.3,5.3,6.6,8.3,2.6
229,DEN,"Alex Singleton",LB,10.0,-14.2%,12,0%,4.3,7.1,7.1,10.7,2.5
230,NYG,"Bobby Okereke",LB,10.0,-1.7%,14,0%,5.8,7.8,6.8,10.2,2.4
231,JAC,"Cam Little",K,10.0,-5.1%,8,0%,7.9,5.1,9,9.6,2.3
232,SEA,"Leonard Williams",DL,10.0,12.3%,8,32%,3.9,3.6,4.9,5.9,2.3
233,TB,"Chase McLaughlin",K,10.0,4.1%,9,0%,8.2,5.7,8.6,10.2,2.2
234,KC,"Kareem Hunt",RB,10.0,8.9%,10,45%,5.8,4.9,7.2,9,2.1
235,NYG,"Tyler Nubin",DB,10.0,-1.7%,14,0%,5,5.4,6.6,8.3,2.1
236,IND,"Daniel Jones",QB,10.0,-7.5%,11,30%,16,18.1,17.4,21.8,1.8
237,TEN,"Chigoziem Okonkwo",TE,10.0,-1.2%,10,25%,4.8,4.5,6.2,8.8,1.8
238,CHI,"Luther Burden III",WR,11.0,1.2%,5,48%,4.9,4.4,6.1,9.5,1.8
239,JAC,"Josh Hines-Allen",DL,10.0,9.2%,8,17%,3.8,3.9,4.7,6.2,1.8
240,PIT,"Alex Highsmith",DL,11.0,-5.6%,5,0%,3.3,4.4,4.5,5.4,1.8
241,NYJ,"Jamien Sherwood",LB,10.0,32.7%,9,0%,5.9,6.8,7,9.5,1.7
242,LAC,"Los Angeles Chargers",DEF,10.0,4.8%,12,0%,6,4.3,6.5,8.3,1.7
243,NYG,"Jaxson Dart",QB,10.0,1.8%,14,33%,14.8,17.8,17.4,22.4,1.6
244,DEN,"Marvin Mims Jr.",WR,10.0,2.8%,12,17%,5.6,5.9,7.4,9.3,1.6
245,CAR,"Derrick Brown",DL,10.0,-16.7%,14,21%,3.7,3.2,4.9,5.7,1.5
246,PHI,"Jihaad Campbell",LB,10.0,-15.6%,9,25%,4.7,4.3,7.2,9.7,1.4
247,ATL,"Atlanta Falcons",DEF,11.0,4.5%,5,0%,5.4,4.3,5.9,7.5,1.4
248,NYG,"Dexter Lawrence",DL,10.0,-1.7%,14,16%,3.5,3.6,4.7,6.1,1.4
249,PHI,"Reed Blankenship",DB,10.0,-15.6%,9,0%,4.6,4.4,5.7,10,1.3
250,LAR,"Quentin Lake",DB,10.0,-16%,8,0%,4.9,5.2,6.5,8.1,1.2
251,CLE,"Grant Delpit",DB,10.0,19%,9,14%,4.9,5.4,6.5,8.1,1.2
252,LVR,"Jeremy Chinn",DB,10.0,-0.2%,8,25%,4.9,5.6,6.5,8.1,1.2
253,DEN,"Bo Nix",QB,10.0,-0.9%,12,25%,16.2,17.8,17.8,20.5,1.1
254,LAR,"Matthew Stafford",QB,10.0,-3.3%,8,33%,15.5,16.3,17.6,21.3,1
255,DAL,"Donovan Wilson",DB,10.0,1.6%,10,0%,4.9,3.9,6.1,8.8,1
256,ARI,"Chad Ryland",K,10.0,-17.2%,8,0%,7.9,5.1,8.5,10,0.9
257,JAC,"Parker Washington",WR,10.0,0.4%,8,0%,5.9,4.4,6.9,9.7,0.9
258,SF,"Kendrick Bourne",WR,10.0,1.4%,14,12%,6,5.2,6.5,10.4,0.9
259,KC,"Kansas City Chiefs",DEF,10.0,-18.5%,10,0%,6,4.4,6.6,7.8,0.8
260,SF,"Brandon Aiyuk",WR,6.0,1.4%,14,44%,3,6.8,4.9,7.2,0.5
261,BAL,"Baltimore Ravens",DEF,11.0,34.7%,7,0%,5.3,4.1,5.8,7.4,0.4
262,GB,"Xavier McKinney",DB,11.0,-6.2%,5,0%,4.5,4.4,5.6,7.8,0.2
263,HOU,"Christian Kirk",WR,10.0,-1%,6,88%,5.4,5.8,6.4,7.9,0.1
264,BUF,"Taylor Rapp",DB,11.0,6.3%,7,0%,4.3,3.5,5.7,7.4,0.1
265,SEA,"Jason Myers",K,10.0,-2.5%,8,0%,7.9,5.4,8.4,9.9,0
266,WAS,"Bobby Wagner",LB,9.0,-11.4%,12,15%,5.6,5.9,6.6,8.2,0
