Rank,Team,Player,"Fantasy Position",Games,SOS,Bye,InjuryRisk,"Floor Proj","Consensus Proj","DS Proj",CeilingProj,"3D Value"
23,SF,"George Kittle",TE,4.0,4.1%,14,53%,11.7,13,13.8,18.9,46.5
24,NO,"Chris Olave",WR,4.0,-7.1%,11,76%,11.1,12.2,14.2,16.8,46
25,CAR,"Tetairoa McMillan",WR,4.0,-8.3%,14,45%,12,11.6,13.6,17.8,45.6
26,CIN,"Chase Brown",RB,4.0,6.2%,10,81%,11.7,14.3,14.6,17.5,45.2
27,LVR,"Brock Bowers",TE,4.0,-23.2%,8,75%,12.2,11.9,13.6,17,42.8
28,BUF,"Josh Allen",QB,4.0,-6.9%,7,22%,17.5,19.9,20.1,22.5,39
29,BAL,"Derrick Henry",RB,4.0,0.8%,7,37%,10.1,14.3,13.9,16.4,38.4
30,NYG,"Wan'Dale Robinson",WR,4.0,-3.3%,14,45%,11,12.6,12.6,16,37.1
31,DET,"Jameson Williams",WR,4.0,-1%,8,68%,9.2,12,13.1,16.1,36.9
32,NE,"Drake Maye",QB,4.0,-0.7%,14,65%,16.6,17,19.3,23.5,35.6
33,NE,"TreVeyon Henderson",RB,4.0,11.4%,14,37%,10.5,11,12.7,17.1,34.6
34,ARI,"Michael Wilson",WR,4.0,-5%,8,58%,7.5,11.5,13,16.9,34.3
35,JAC,"Travis Etienne",RB,4.0,-0.2%,8,69%,9.9,11.7,13.2,16,33.1
36,BAL,"Zay Flowers",WR,4.0,-0.2%,7,85%,9.8,11,13,15,33.1
37,PHI,"DeVonta Smith",WR,4.0,4.1%,9,94%,10.9,11.9,12.4,15.4,31.8
38,DAL,"Dak Prescott",QB,4.0,-6%,10,27%,17,17.6,19.1,22.5,31.1
39,GB,"Christian Watson",WR,4.0,5.6%,5,52%,10.2,9.4,11.9,16.2,30.1
40,CIN,"Joe Burrow",QB,4.0,3.5%,10,26%,16,16.5,19.3,22.2,29.7
41,WAS,"Terry McLaurin",WR,4.0,9%,12,93%,10.2,10.2,12.1,15.4,29.5
42,SF,"Jauan Jennings",WR,4.0,14.4%,14,85%,10.3,9.2,12,15,29.3
43,LAR,"Matthew Stafford",QB,4.0,3.6%,8,37%,15.7,15.6,19.1,22.5,28.4
44,LVR,"Ashton Jeanty",RB,4.0,8.3%,8,63%,8.4,11.3,12.7,15.7,28.3
45,DEN,"RJ Harvey",RB,4.0,-14.5%,12,41%,10.2,13.6,11.6,16.2,28.3
46,LAR,"Kyren Williams",RB,4.0,-10.1%,8,85%,10.1,11.5,12.2,15.5,28.2
47,CLE,"Quinshon Judkins",RB,4.0,3.6%,9,45%,10,10.4,12.1,15.1,28
48,PIT,"D.K. Metcalf",WR,4.0,4.8%,5,69%,9.4,10.6,12,15,27.8
49,NYJ,"Breece Hall",RB,4.0,-13.7%,9,85%,9,11.5,12.9,14.8,27.5
50,HOU,"Woody Marks",RB,4.0,10.5%,6,0%,10.3,9.7,11.4,16.5,27
51,JAC,"Jakobi Meyers",WR,4.0,-2.1%,8,77%,9.3,10.8,11.8,15.1,26.7
52,CHI,"D'Andre Swift",RB,4.0,-7.1%,5,73%,8.8,9.7,11.4,16.3,26.7
53,CHI,"Kyle Monangai",RB,4.0,-7.1%,5,0%,9.8,7.7,10.7,16.9,26.5
54,BAL,"Lamar Jackson",QB,4.0,9.9%,7,45%,16.2,16.5,18.2,22.2,26.3
55,TB,"Emeka Egbuka",WR,4.0,-2.4%,9,38%,8.9,9.4,11.9,14.3,26
56,KC,"Patrick Mahomes",QB,4.0,-9.9%,10,23%,15.3,17.5,18.7,21.5,25.9
57,TB,"Mike Evans",WR,4.0,-2.4%,9,93%,9,10.2,10.2,17.5,25.4
58,CAR,"Rico Dowdle",RB,4.0,-4.2%,14,48%,9.9,9.8,11.5,14.4,25.3
59,CAR,"Chuba Hubbard",RB,4.0,-4.2%,14,82%,9.1,8.7,11.5,14.8,25.2
60,PHI,"Jalen Hurts",QB,4.0,-1.8%,9,43%,15.4,18.8,18.3,22,24.6
61,SEA,"Kenneth Walker III",RB,4.0,-6.3%,8,43%,8.2,9.5,11.4,14.6,24.6
62,LAC,"Omarion Hampton",RB,4.0,-2.2%,12,94%,8.8,9.6,11,15.4,24.6
63,MIN,"Aaron Jones",RB,4.0,11.7%,6,65%,9.2,8,11.2,14.3,24.4
64,MIN,"Justin Jefferson",WR,4.0,23.4%,6,53%,8.6,11,11.4,14.7,24.1
65,DEN,"Courtland Sutton",WR,4.0,-7.4%,12,80%,9.2,10.4,11.5,14.3,23.7
66,KC,"Travis Kelce",TE,4.0,-6.7%,10,65%,8.9,10.1,10.9,13.6,23.5
67,PIT,"Jaylen Warren",RB,4.0,-13.2%,5,91%,8.8,10.4,10.9,13.8,23.3
68,NE,"Stefon Diggs",WR,4.0,0.9%,14,47%,8.7,10.8,11.6,14.5,23.1
69,NYG,"Tyrone Tracy Jr.",RB,4.0,4.1%,14,69%,8.5,8,10.6,14.3,23.1
70,LAR,"Blake Corum",RB,4.0,-10.1%,8,32%,8.1,6.5,9.7,16.1,22.4
71,NYG,"Jaxson Dart",QB,4.0,-3.5%,14,33%,13.7,17,18.2,21.3,21.8
72,ATL,"Kyle Pitts",TE,4.0,5%,5,85%,8.8,10,10.6,14.4,21.8
73,LAC,"Ladd McConkey",WR,4.0,1.9%,12,86%,8.7,10.3,11.5,13.7,21.7
74,JAC,"Brian Thomas Jr.",WR,4.0,-2.1%,8,46%,7.8,9.3,11.4,14,21.4
75,SEA,"Zach Charbonnet",RB,4.0,-6.3%,8,62%,8.7,6.8,10.6,13.5,21.4
76,NYG,"Devin Singletary",RB,4.0,4.1%,14,34%,7.7,6.9,10.1,14.9,21.2
77,CIN,"Tee Higgins",WR,3.0,0.4%,10,88%,8.8,8.8,11,14.3,20.9
78,NO,"Devin Neal",RB,4.0,9%,11,0%,7.3,9.1,9.3,16.3,20.9
79,GB,"Jordan Love",QB,4.0,0%,5,42%,15.6,14.9,16.8,22.5,20.7
80,NE,"Rhamondre Stevenson",RB,4.0,11.4%,14,93%,8.1,6.6,9.9,13.8,20.7
81,WAS,"Deebo Samuel",WR,4.0,9%,12,95%,7.6,9.9,11.8,13.6,20.6
82,ATL,"Drake London",WR,3.0,1%,5,76%,8.7,10.9,11.1,14.4,20.6
83,CHI,"Rome Odunze",WR,4.0,-2.9%,5,79%,9.2,8.5,10.8,14.5,20.6
84,SF,"Brock Purdy",QB,4.0,9.4%,14,24%,15,15.7,17.1,21.4,20.5
85,TEN,"Tony Pollard",RB,4.0,-6.2%,10,51%,8.3,8.3,9.8,14.2,20.5
86,CLE,"Harold Fannin Jr.",TE,4.0,-4.1%,9,68%,8.9,10.1,10.5,13.5,20.3
87,PIT,"Kenneth Gainwell",RB,4.0,-13.2%,5,52%,7.6,9.4,8.8,16.5,20.2
88,DAL,"Jake Ferguson",TE,4.0,2.1%,10,83%,8.6,9.6,10.5,13.7,20
89,DET,"David Montgomery",RB,4.0,-15.3%,8,94%,8.7,7.3,10,12.9,20
90,KC,"Kareem Hunt",RB,4.0,-0.4%,10,42%,7.1,9.1,9.1,14.9,19.8
91,IND,"Michael Pittman Jr.",WR,4.0,-4.6%,11,94%,9.3,9.5,10.9,14.2,19.6
92,BUF,"Dalton Kincaid",TE,4.0,-8.9%,7,77%,7.9,8.3,9.9,14.4,18.6
93,LAC,"Kimani Vidal",RB,4.0,-2.2%,12,0%,7.7,5.7,8.6,15.1,18.3
94,SF,"Ricky Pearsall",WR,4.0,14.4%,14,46%,9.4,9.1,10.4,13.5,18.2
95,DET,"Jared Goff",QB,4.0,-4%,8,30%,14.6,15.2,17.2,20.5,18.1
96,GB,"Jayden Reed",WR,4.0,5.6%,5,12%,7.4,7.9,11.2,13.3,18
97,ARI,"Zonovan Knight",RB,4.0,9%,8,0%,7,7.7,8.7,14.4,17.9
98,JAC,"Bhayshul Tuten",RB,4.0,-0.2%,8,16%,7.7,2.5,9.4,13.2,17.8
99,TB,"Chris Godwin",WR,4.0,-2.4%,9,94%,8.3,8.6,10.7,13.5,17.5
100,IND,"Tyler Warren",TE,4.0,12.9%,11,60%,7.9,9.5,10.5,13.1,17.4
101,ARI,"Jacoby Brissett",QB,4.0,2.5%,8,6%,13.2,15.8,17.6,20.6,17.1
102,TEN,"Tyjae Spears",RB,4.0,-6.2%,10,44%,6.7,6.9,9.2,12.5,16.9
103,BUF,"Khalil Shakir",WR,4.0,-2.2%,7,88%,8,9.1,10.6,13,16.3
104,KC,"Xavier Worthy",WR,4.0,-10.8%,10,75%,7.2,9,10.8,13.8,16.2
105,KC,"Isiah Pacheco",RB,4.0,-0.4%,10,75%,6.3,4.3,8.7,12.9,15.9
106,NE,"Hunter Henry",TE,4.0,-19.9%,14,64%,8.3,8.4,10,13.1,15.6
107,HOU,"Jayden Higgins",WR,4.0,-4%,6,16%,7.5,9.2,10.6,13.7,15
108,JAC,"Brenton Strange",TE,4.0,7.4%,8,39%,8,9.1,9.7,13.5,14.9
109,LAC,"Justin Herbert",QB,4.0,-2.7%,12,36%,12.8,15.1,17,20.1,14.2
110,MIN,"Jordan Mason",RB,4.0,11.7%,6,88%,6.8,6.2,8.5,11.5,14.2
111,NO,"Juwan Johnson",TE,4.0,-0.6%,11,79%,7.5,8.9,10.1,12.3,14.1
112,MIN,"Jordan Addison",WR,4.0,23.4%,6,77%,7.7,8.4,10.5,12.9,13.9
113,NE,"Kayshon Boutte",WR,4.0,0.9%,14,0%,8.1,7.4,10.6,12.8,13.8
114,HOU,"C.J. Stroud",QB,4.0,-8.9%,6,30%,12.9,14.8,16.7,20,13.6
115,JAC,"Trevor Lawrence",QB,4.0,-5.3%,8,35%,13.8,15.6,16.4,19.8,13.6
116,TB,"Baker Mayfield",QB,4.0,-3%,9,26%,13.6,15.1,16.8,19.7,13.5
117,IND,"Alec Pierce",WR,4.0,-4.6%,11,94%,8.7,9.2,9.9,13.7,13.1
118,BAL,"Mark Andrews",TE,4.0,34.9%,7,49%,7.6,7.6,10.1,12.7,13
119,ARI,"Michael Carter",RB,4.0,9%,8,46%,5.1,4.1,6.9,13.8,12.7
120,LAC,"Keenan Allen",WR,4.0,1.9%,12,94%,8.1,8.5,9.9,12.9,12.6
121,HOU,"Dalton Schultz",TE,4.0,-15.3%,6,82%,8.1,7.1,9.6,13.2,12.5
122,SEA,"Sam Darnold",QB,4.0,-7.2%,8,25%,13.6,14.9,16,20.3,12.2
123,ATL,"Tyler Allgeier",RB,4.0,-2.7%,5,37%,5.9,4.9,6.6,13.1,12.1
124,CHI,"Luther Burden III",WR,4.0,-2.9%,5,39%,7.5,6.5,9.8,13.7,11.9
125,DEN,"Bo Nix",QB,4.0,-6.5%,12,21%,13.4,13.8,16,20.2,11.7
126,NYG,"Theo Johnson",TE,4.0,-2.8%,14,42%,8,8,9.6,13,11.6
127,CLE,"Jerry Jeudy",WR,4.0,11.7%,9,55%,7.3,6.6,10,13.1,11.5
128,WAS,"Chris Rodriguez",RB,4.0,21.3%,12,17%,6.6,6.9,7.8,10.1,11.2
129,GB,"Romeo Doubs",WR,4.0,5.6%,5,90%,7.4,7.4,10.3,12.4,10.9
130,TB,"Rachaad White",RB,4.0,1.3%,9,86%,5.9,3.9,7.5,10.7,10.9
131,TEN,"Chimere Dike",WR,4.0,-5.5%,10,0%,6.4,7.8,10.5,12.4,10.8
132,DEN,"Troy Franklin",WR,4.0,-7.4%,12,56%,7.9,7.8,9.7,12.8,10.8
133,NYG,"Darius Slayton",WR,4.0,-3.3%,14,77%,7.5,8.9,9.6,13.8,10.7
134,JAC,"Parker Washington",WR,4.0,-2.1%,8,0%,8,5.4,9.4,13.1,10.6
135,LAC,"Quentin Johnston",WR,4.0,1.9%,12,86%,5.9,8.3,10.1,12.6,10
136,CIN,"Samaje Perine",RB,4.0,6.2%,10,14%,6,4.4,7,10.9,10
137,CHI,"Caleb Williams",QB,4.0,-6.9%,5,24%,12.7,14.7,16.1,19.2,8.9
138,CAR,"Jalen Coker",WR,4.0,-8.3%,14,6%,7.2,5.8,9,14,8.8
139,BAL,"Keaton Mitchell",RB,4.0,0.8%,7,15%,4.8,4,6.7,10.7,8.7
140,NYJ,"Adonai Mitchell",WR,4.0,-0.1%,9,12%,7.1,6.1,10.1,12,8.3
141,GB,"Emanuel Wilson",RB,4.0,0.4%,5,0%,4.4,3.9,5.2,13.1,7.8
142,CAR,"Bryce Young",QB,4.0,-3.2%,14,20%,13.3,13.2,15.7,18.2,7.6
143,HOU,"Houston Texans",DEF,4.0,44.3%,6,0%,7.7,4,8.9,11.6,7.2
144,CHI,"D.J. Moore",WR,4.0,-2.9%,5,71%,7.6,6.7,9.1,11.9,6.5
145,PHI,"Dallas Goedert",TE,4.0,-17.2%,9,70%,7.4,8.8,9.3,11.6,6.3
146,DEN,"Jaleel McLaughlin",RB,4.0,-14.5%,12,17%,4.8,3.2,6.8,8.4,6.1
147,NYJ,"Isaiah Davis",RB,4.0,-13.7%,9,0%,4.1,2.3,6.4,9,6
148,CHI,"Colston Loveland",TE,4.0,-2.9%,5,33%,7.7,8.2,8.9,12.5,5.9
149,ATL,"Darnell Mooney",WR,4.0,1%,5,94%,5.4,5,10,11.7,5.5
150,PHI,"Philadelphia Eagles",DEF,4.0,18.7%,9,0%,6.9,3.5,8.3,10.7,5.3
151,KC,"Brashard Smith",RB,4.0,-0.4%,10,23%,4.5,2.6,5.1,10.2,5.2
152,WAS,"Marcus Mariota",QB,4.0,12.6%,12,53%,11.4,4.9,15.9,18.3,5
153,BAL,"Isaiah Likely",TE,4.0,34.9%,7,16%,7.3,7,8.6,12.8,5
154,HOU,"Nick Chubb",RB,3.0,10.5%,6,61%,4.6,3.2,6,8.8,5
155,CLE,"Shedeur Sanders",QB,4.0,5.3%,9,18%,13.1,11.8,14.5,19.4,4.9
156,TEN,"Elic Ayomanor",WR,4.0,-5.5%,10,56%,5.7,4.7,8.9,12.7,4.2
157,DAL,"Brandon Aubrey",K,4.0,8.5%,10,6%,8.9,6.3,9.7,11.2,4
158,WAS,"Jacory Croskey-Merritt",RB,4.0,21.3%,12,44%,3.2,3.6,5.9,8.4,3.9
159,MIA,"Tua Tagovailoa",QB,4.0,21.5%,12,28%,10.5,12.3,15.5,18.4,3.8
160,LVR,"Tre Tucker",WR,4.0,-9.4%,8,0%,6.2,6.7,9.5,11.4,3.7
161,MIA,"Ollie Gordon II",RB,4.0,10.9%,12,0%,3.9,1.5,4.7,10.3,3.7
162,CIN,"Barrett Carter",LB,4.0,19.8%,10,0%,0,5.3,6.8,13.6,3.4
163,BAL,"Roquan Smith",LB,4.0,-5.9%,7,9%,7.2,6.9,8.6,10.3,3.3
164,SEA,"Seattle Seahawks",DEF,4.0,-31%,8,0%,6.2,3.5,7.1,10.6,3.3
165,PHI,"Tank Bigsby",RB,4.0,13.4%,9,17%,3.9,1.2,5.9,8.3,3.3
166,MIA,"Jaylen Wright",RB,4.0,10.9%,12,7%,3.9,1.8,4.6,10.6,3
167,MIA,"Darren Waller",TE,4.0,39.6%,12,64%,7.2,7.3,8.8,11.4,2.9
168,TB,"Antoine Winfield Jr.",DB,4.0,23%,9,0%,5.6,4.7,7.4,9.9,2.9
169,PHI,"Zack Baun",LB,4.0,18.7%,9,0%,6.6,7,8.3,10.6,2.6
170,NO,"New Orleans Saints",DEF,4.0,30.8%,11,0%,6.1,3.8,7.4,9,2.6
171,DAL,"Dallas Cowboys",DEF,4.0,41.3%,10,0%,6.3,3.8,7.2,8.6,2.6
172,MIN,"Blake Cashman",LB,4.0,-29%,6,0%,8.4,5.5,8.4,8.4,2.5
173,NE,"Andres Borregales",K,4.0,17.7%,14,0%,8,4.5,9.3,9.5,2.3
174,HOU,"Ka'imi Fairbairn",K,4.0,8%,6,0%,7.8,5.3,8.7,10.4,2.3
175,ARI,"Marvin Harrison Jr.",WR,3.0,-5%,8,90%,7.5,8.8,8.8,11.4,2.2
176,NO,"Alvin Kamara",RB,3.0,9%,11,93%,4.5,5,5.3,7.7,2.2
177,WAS,"Jeremy McNichols",RB,4.0,21.3%,12,0%,3.5,3.6,5.3,8.3,2.2
178,SF,"Brian Robinson Jr.",RB,4.0,6.1%,14,37%,4.1,2.8,4.9,9.3,2.2
179,CLE,"Myles Garrett",DL,4.0,-24.4%,9,20%,4.9,4,6,7.8,2.1
180,LAC,"Cameron Dicker",K,4.0,-7.4%,12,6%,7.7,5,8.9,9.5,2
181,JAC,"Jacksonville Jaguars",DEF,4.0,-18.1%,8,0%,5.5,3.3,7.2,8.2,2
182,NYJ,"Jermaine Johnson",DL,4.0,13.7%,9,0%,2.3,2.6,4.6,11.5,2
183,LAR,"Harrison Mevis",K,4.0,-2.7%,8,0%,8,6.8,8.4,10.1,1.9
184,JAC,"Foyesade Oluokun",LB,4.0,-18.1%,8,0%,6.7,5.9,7.9,10.3,1.9
185,IND,"Nick Cross",DB,4.0,-24.1%,11,0%,5.8,6,6.9,9,1.9
186,PHI,"Jaelan Phillips",DL,4.0,18.7%,9,23%,2.2,4.9,4.3,12.9,1.9
187,PHI,"Jake Elliott",K,4.0,-0.3%,9,0%,7.5,4.8,8.7,9.7,1.8
188,SEA,"Jason Myers",K,4.0,-10%,8,0%,7.8,5.3,8.4,9.9,1.8
189,BAL,"Kyle Hamilton",DB,4.0,-5.9%,7,25%,5.7,5.6,7.1,9.2,1.8
190,KC,"Harrison Butker",K,4.0,0.4%,10,0%,7.5,5.5,8.7,9.6,1.7
191,NYG,"Paulson Adebo",DB,4.0,55%,14,0%,5.1,6.6,6.8,9.9,1.7
192,DET,"Jack Campbell",LB,4.0,1.7%,8,0%,6.2,6,7.2,10.8,1.6
193,KC,"Kansas City Chiefs",DEF,4.0,13.5%,10,0%,5.4,3.8,7.1,8.5,1.6
194,TB,"Tampa Bay Buccaneers",DEF,4.0,23%,9,0%,6.1,3.3,6.8,8.4,1.6
195,GB,"Micah Parsons",DL,4.0,-19.1%,5,35%,4.9,5.2,5.8,7.3,1.6
196,DET,"Aidan Hutchinson",DL,4.0,1.7%,8,35%,4.8,4.1,5.7,7.1,1.6
197,DEN,"Talanoa Hufanga",DB,4.0,-30.1%,12,39%,5.3,5.8,6.6,9.9,1.5
198,HOU,"Will Anderson Jr.",DL,4.0,44.3%,6,28%,4.6,3.9,5.7,7.2,1.5
199,TB,"Chase McLaughlin",K,4.0,1.7%,9,0%,7.9,4.5,8.3,9.9,1.4
200,DEN,"Denver Broncos",DEF,4.0,-30.1%,12,0%,5.9,4,6.9,8.6,1.4
201,LAR,"Los Angeles Rams",DEF,4.0,-22.7%,8,0%,5.7,3.5,6.8,8.6,1.4
202,PHI,"Cooper DeJean",DB,4.0,18.7%,9,0%,5.1,4.5,6.1,9.8,1.4
203,DEN,"Wil Lutz",K,4.0,-12.3%,12,0%,7.6,4.5,8.1,9.6,1.3
204,MIA,"Jordyn Brooks",LB,4.0,-2.5%,12,21%,6.5,7.2,7.7,8.9,1.2
205,CLE,"Carson Schwesinger",LB,4.0,-24.4%,9,47%,6.2,6.8,7.6,9.9,1.2
206,NE,"Robert Spillane",LB,4.0,-0.2%,14,0%,5.9,6.8,7.9,9.5,1.1
207,CAR,"Trevon Moehrig",DB,4.0,-0.7%,14,0%,5.3,4.9,6.6,8.3,1.1
208,NYJ,"John Metchie",WR,4.0,-0.1%,9,8%,6.5,5.5,8.4,12.8,1
209,ARI,"Budda Baker",DB,4.0,9.6%,8,30%,5.2,5.7,6.8,8.5,1
210,DEN,"Brandon Jones",DB,4.0,-30.1%,12,25%,4.9,5,6.5,9.1,1
211,NYG,"Brian Burns",DL,4.0,55%,14,0%,4.3,4.1,5.4,6.5,0.9
212,TEN,"Jeffery Simmons",DL,4.0,-4.7%,10,23%,4.2,2.6,5.4,6.5,0.9
213,LAR,"Byron Young",DL,4.0,-22.7%,8,0%,4.3,4.7,5.2,7,0.9
214,BAL,"Dre'mont Jones",DL,4.0,-5.9%,7,0%,3.4,3.4,4.3,9.9,0.9
215,CIN,"Mike Gesicki",TE,4.0,7.2%,10,37%,7.5,5.8,8.3,11.5,0.8
216,LVR,"Maxx Crosby",DL,4.0,-11.9%,8,0%,4.1,4.5,5.3,7.2,0.8
217,BAL,"Tyler Loop",K,4.0,-2.8%,7,0%,7.7,4.8,8.3,9.3,0.7
218,GB,"Green Bay Packers",DEF,4.0,-19.1%,5,0%,5.9,3.5,6.6,8.4,0.7
219,MIN,"Josh Metellus",DB,4.0,-29%,6,0%,5.1,4.8,6.1,8.8,0.7
220,CIN,"Evan McPherson",K,4.0,15.3%,10,0%,7.5,5.8,7.9,9.5,0.5
221,PIT,"Aaron Rodgers",QB,4.0,2.4%,5,39%,10.7,13.9,14.7,17.8,0.4
222,CHI,"Jaquan Brisker",DB,4.0,1.6%,5,0%,4.6,4.8,6.5,8.8,0.4
223,PHI,"Reed Blankenship",DB,4.0,18.7%,9,0%,4.6,4.4,5.7,10,0.3
224,SEA,"Ernest Jones",LB,4.0,-31%,8,0%,5.9,6.4,7.1,9.9,0.2
225,WAS,"Bobby Wagner",LB,4.0,-18.9%,12,12%,6.2,5.9,7.3,9.1,0.1
226,HOU,"Danielle Hunter",DL,4.0,44.3%,6,8%,4.3,4.5,4.9,6.4,0.1
227,SEA,"Rashid Shaheed",WR,4.0,4.2%,8,82%,6.9,5.9,8.9,11,0
228,MIN,"Will Reichard",K,4.0,15.3%,6,0%,7.3,4.3,7.7,9.7,0
229,MIA,"Tyrel Dodson",LB,4.0,-2.5%,12,0%,7.6,6,7.6,7.6,0
230,ATL,"Kaden Elliss",LB,4.0,-16.6%,5,0%,6,5.7,7.2,8.9,0
231,CHI,"T.J. Edwards",LB,4.0,1.6%,5,0%,5.8,6.7,7.2,9,0
232,NYG,"Bobby Okereke",LB,4.0,55%,14,0%,5.9,7.5,6.9,10.4,0
233,SF,"San Francisco 49ers",DEF,4.0,-15.3%,14,0%,5.3,3,6.9,7.8,0
234,LVR,"Jeremy Chinn",DB,4.0,-11.9%,8,23%,5,4.9,6.6,8.3,0
235,NYG,"Tyler Nubin",DB,4.0,55%,14,0%,4.9,5.3,6.5,8.1,0
236,NE,"New England Patriots",DEF,4.0,-0.2%,14,0%,6,3.3,6.2,8.1,0
237,MIN,"Jonathan Greenard",DL,4.0,-29%,6,0%,3.7,4.6,5.2,6.2,0
238,LAR,"Jared Verse",DL,4.0,-22.7%,8,0%,4.4,4.3,5.1,6.6,0
239,DET,"Jake Bates",K,4.0,2.5%,8,6%,7.3,5.5,8.1,9.4,-0.1
240,NYJ,"Jamien Sherwood",LB,4.0,13.7%,9,0%,6,6.2,7.1,9.6,-0.1
241,MIN,"Andrew Van Ginkel",DL,4.0,-29%,6,0%,5.3,4.8,5.3,5.3,-0.1
242,PIT,"Chris Boswell",K,4.0,0.5%,5,0%,7.6,5.3,8.1,9.1,-0.2
243,DEN,"Alex Singleton",LB,4.0,-30.1%,12,0%,4.1,6.9,6.9,10.4,-0.2
244,ATL,"Jessie Bates",DB,4.0,-16.6%,5,0%,4.8,5.3,6,9,-0.2
245,CAR,"Ryan Fitzgerald",K,4.0,-6%,14,0%,7.2,,7.9,9.9,-0.3
246,CHI,"Kevin Byard",DB,4.0,1.6%,5,0%,4.7,5.8,6.5,7.8,-0.4
247,CIN,"Jordan Battle",DB,4.0,19.8%,10,0%,3.7,5.2,6.1,8.5,-0.6
248,SEA,"Leonard Williams",DL,4.0,-31%,8,37%,4.1,3.8,5.1,6.1,-0.6
249,MIN,"T.J. Hockenson",TE,4.0,-7.6%,6,57%,7,5.5,8.2,11,-0.7
250,KC,"Chamarri Conner",DB,4.0,13.5%,10,0%,3.2,5.6,6.4,8.3,-0.7
251,DAL,"DaRon Bland",DB,4.0,41.3%,10,0%,3.8,3.5,5.9,8.9,-0.7
252,SEA,"Byron Murphy II",DL,4.0,-31%,8,0%,3.3,1.7,4.4,7,-0.7
253,ARI,"Chad Ryland",K,4.0,-6.6%,8,0%,7.3,4.3,7.8,9.2,-0.8
254,GB,"Quay Walker",LB,4.0,-19.1%,5,0%,5.7,5.9,7.1,9,-0.8
255,DEN,"Riley Moss",DB,4.0,-30.1%,12,0%,4.5,2.4,6.2,7.9,-0.8
256,LAC,"Oronde Gadsden II",TE,4.0,-16.9%,12,0%,7,8.6,8.2,10.9,-0.9
257,LAC,"Daiyan Henley",LB,4.0,-29.4%,12,0%,5.5,5.8,6.9,8.6,-0.9
258,LAC,"Derwin James",DB,4.0,-29.4%,12,39%,4.6,4.7,6,8.4,-0.9
259,CAR,"Carolina Panthers",DEF,4.0,-0.7%,14,0%,5.1,2.8,5.9,8.2,-0.9
260,MIA,"Bradley Chubb",DL,4.0,-2.5%,12,25%,3.2,3.7,4.9,5.9,-0.9
261,JAC,"Josh Hines-Allen",DL,4.0,-18.1%,8,24%,3.8,3.8,4.7,6.2,-0.9
262,NYG,"Dexter Lawrence",DL,4.0,55%,14,19%,3.5,3.7,4.6,6,-1
263,BAL,"Rasheen Ali",RB,4.0,0.8%,7,0%,3.8,1.3,4.6,6.4,-1.1
264,IND,"Josh Downs",WR,4.0,-4.6%,11,91%,7.3,5.6,8.4,11.3,-1.2
265,NO,"Devaughn Vele",WR,4.0,-7.1%,11,0%,5.5,8.6,8.3,12.3,-1.2
266,LVR,"Devin White",LB,4.0,-11.9%,8,0%,3.5,4.7,7,9.8,-1.2
