Rank,Team,Player,"Fantasy Position",Games,SOS,Bye,InjuryRisk,"Floor Proj","Consensus Proj","DS Proj",CeilingProj,"3D Value"
25,ARI,"Trey McBride",TE,10.0,3.2%,8,53%,10.5,10.6,12.3,14,48.4
26,CLE,"Quinshon Judkins",RB,9.0,13.9%,9,45%,11.7,11.9,14.1,16.5,42.9
27,TB,"Bucky Irving",RB,9.0,-1.7%,9,83%,11.5,13.7,14.2,16.3,42.7
28,CHI,"Rome Odunze",WR,10.0,3.7%,5,79%,9.6,11.6,10.9,14.4,42.7
29,IND,"Tyler Warren",TE,9.0,-1.7%,11,60%,10.4,10,12.2,15.5,41.3
30,DAL,"Javonte Williams",RB,9.0,-4.4%,10,73%,12,13.9,13.6,16.7,40.8
31,LVR,"Brock Bowers",TE,10.0,-9.4%,8,75%,9.1,8.5,11.2,12.5,38.8
32,GB,"Tucker Kraft",TE,10.0,-1.1%,5,49%,9.2,10.3,10.4,13.3,37.2
33,TB,"Emeka Egbuka",WR,9.0,-4.4%,9,38%,10.1,12,11.5,15.2,37
34,PHI,"A.J. Brown",WR,9.0,8.1%,9,76%,10,12.6,11.4,15.4,36.8
35,MIA,"Jaylen Waddle",WR,9.0,6.6%,12,93%,10.3,11.8,11.8,14.6,36.6
36,CIN,"Tee Higgins",WR,9.0,8.3%,10,88%,9,9.5,11.5,15.5,34.8
37,NYJ,"Breece Hall",RB,9.0,-3.8%,9,85%,11.2,12.6,13,16,34.7
38,BAL,"Zay Flowers",WR,10.0,2.7%,7,85%,8.8,10.9,10.4,13,34.3
39,JAC,"Brian Thomas Jr.",WR,10.0,-1.2%,8,46%,7.7,9.8,10.7,12.9,33.7
40,CAR,"Tetairoa McMillan",WR,9.0,-1%,14,45%,9.9,10.7,11.5,14.4,33.4
41,DAL,"George Pickens",WR,9.0,-3.6%,10,47%,9.7,12.4,11.5,14.4,33
42,PIT,"D.K. Metcalf",WR,10.0,2.9%,5,69%,8.5,10.8,10.6,12.3,32.7
43,NO,"Chris Olave",WR,9.0,-7.4%,11,76%,9.4,11.2,11.3,14.1,31.7
44,LAC,"Ladd McConkey",WR,9.0,4.6%,12,86%,9.9,10.4,11,14.5,31.7
45,NYJ,"Garrett Wilson",WR,9.0,0.2%,9,36%,9.1,11.3,11,14.6,30.7
46,CIN,"Chase Brown",RB,9.0,12.2%,10,81%,11,9.6,12.7,15.2,30.6
47,KC,"Patrick Mahomes",QB,9.0,-8%,10,23%,18.7,20.5,21,26.3,30.3
48,JAC,"Travis Etienne",RB,10.0,3.6%,8,69%,8.4,10,11.6,14.2,30.1
49,SF,"George Kittle",TE,9.0,5.9%,14,53%,9.1,10.4,10.7,13.5,30.1
50,KC,"Xavier Worthy",WR,9.0,-0.9%,10,75%,8.4,8,11.1,14.4,29.6
51,ARI,"Marvin Harrison Jr.",WR,10.0,2%,8,90%,7.9,10.1,10.5,11.8,29.4
52,DEN,"Courtland Sutton",WR,9.0,-3.9%,12,80%,9.6,10.7,10.7,14.4,29.1
53,DET,"Sam LaPorta",TE,10.0,4.2%,8,84%,7.9,8.5,9.3,12.1,28.5
54,WAS,"Deebo Samuel",WR,9.0,0.8%,12,95%,9.4,9.2,10.9,13.6,27.9
55,PHI,"DeVonta Smith",WR,9.0,8.1%,9,94%,9.4,11.1,10.7,13.8,27.2
56,NYG,"Tyrone Tracy Jr.",RB,9.0,-7.2%,14,69%,10.4,9.7,11.5,15.8,27.1
57,DET,"Jameson Williams",WR,10.0,9.2%,8,68%,7.4,8.4,9.9,12.4,27
58,PIT,"Jaylen Warren",RB,10.0,6.5%,5,91%,8.5,12,10.7,13.9,26.7
59,DET,"David Montgomery",RB,10.0,-0.2%,8,94%,8.8,9.3,10.9,13.1,26.5
60,MIN,"Jordan Addison",WR,10.0,11.5%,6,77%,8.1,9.6,9.7,12.1,26.3
61,LAC,"Quentin Johnston",WR,9.0,4.6%,12,86%,9,9.6,10.6,13.8,25.9
62,IND,"Michael Pittman Jr.",WR,9.0,-3.7%,11,94%,9.5,10.7,10,14.5,25.9
63,SEA,"Zach Charbonnet",RB,10.0,-6.2%,8,62%,9.2,8.7,10.6,12.7,25.6
64,DEN,"J.K. Dobbins",RB,9.0,-7%,12,47%,8.8,10.3,11.4,15.3,25.2
65,CAR,"Rico Dowdle",RB,9.0,-9%,14,48%,9.8,10,10.8,16,25.1
66,ARI,"Trey Benson",RB,9.0,3.8%,8,45%,8.3,9,10.5,12.6,24.5
67,LAC,"Keenan Allen",WR,9.0,4.6%,12,94%,8.9,9.8,10.6,13.1,24.2
68,WAS,"Jacory Croskey-Merritt",RB,9.0,8.3%,12,44%,9.2,9.9,10.5,16.3,24.2
69,WAS,"Jayden Daniels",QB,9.0,3.9%,12,71%,18.5,19.1,19.5,26.3,24.1
70,MIN,"Jordan Mason",RB,10.0,1.8%,6,88%,7.9,7.4,9.8,13.7,23.9
71,DAL,"Jake Ferguson",TE,9.0,-10.1%,10,83%,8.4,8.3,9.3,13.5,23.9
72,SEA,"Kenneth Walker III",RB,10.0,-6.2%,8,43%,7.4,9.5,10.7,12.1,23.6
73,NE,"Stefon Diggs",WR,9.0,-0.7%,14,47%,8.8,9.9,10.2,13.3,22.9
74,CHI,"D'Andre Swift",RB,9.0,-1.2%,5,73%,7.5,10.8,10.3,11.9,22.6
75,LAC,"Oronde Gadsden II",TE,9.0,-5.4%,12,0%,8.4,9.5,9.1,12.8,22.6
76,LAC,"Omarion Hampton",RB,6.0,9.3%,12,94%,7.7,9.1,9.5,11.1,22.5
77,ATL,"Kyle Pitts",TE,10.0,10.6%,5,85%,7,7.5,8.3,11.5,22.1
78,GB,"Romeo Doubs",WR,10.0,-3.2%,5,90%,7.8,8.2,9.3,11.4,21.9
79,LVR,"Jakobi Meyers",WR,10.0,-5%,8,77%,7.3,8.1,9.6,11.1,21.8
80,HOU,"Woody Marks",RB,10.0,4.7%,6,0%,7.3,8.4,9.1,13.5,21.3
81,SF,"Ricky Pearsall",WR,8.0,4.1%,14,46%,7.9,8,9.6,12.1,21.2
82,NO,"Alvin Kamara",RB,9.0,1%,11,93%,8.7,8.9,9.9,13.9,20.1
83,BUF,"Khalil Shakir",WR,10.0,-3.1%,7,88%,7.7,9,9.1,11.2,20
84,CHI,"D.J. Moore",WR,10.0,3.7%,5,71%,7.4,8,9.2,11.2,19.9
85,MIN,"Aaron Jones",RB,10.0,1.8%,6,65%,7.5,7.9,9.2,11.7,19.6
86,LAC,"Justin Herbert",QB,9.0,1.4%,12,36%,17.6,19,19.6,24.5,19.3
87,DEN,"Troy Franklin",WR,9.0,-3.9%,12,56%,8.6,8,9.1,14.6,19.3
88,JAC,"Bhayshul Tuten",RB,10.0,3.6%,8,16%,6.9,5.1,8.9,12.4,19.2
89,NE,"Drake Maye",QB,9.0,2.9%,14,65%,17.3,20,19.4,24.6,19
90,TEN,"Tony Pollard",RB,9.0,-8.7%,10,51%,8.3,6.8,10.4,12,19
91,BUF,"Dalton Kincaid",TE,10.0,5.1%,7,77%,6.6,7.2,8,10.2,18
92,NE,"Rhamondre Stevenson",RB,9.0,13.4%,14,93%,8.4,8.4,9.6,12.8,17.8
93,LVR,"Tre Tucker",WR,10.0,-5%,8,0%,7.3,7.4,8.6,11.5,17.4
94,DET,"Brian Branch",DB,10.0,-7.2%,8,0%,6,6,8,10,17.3
95,HOU,"Nick Chubb",RB,10.0,4.7%,6,61%,7.3,6.5,8.8,10.6,17.1
96,DAL,"Dak Prescott",QB,9.0,-4.7%,10,27%,16.7,18.1,19,24.7,16.6
97,KC,"Travis Kelce",TE,9.0,-10.9%,10,65%,7.1,9.1,8.4,11.4,16.4
98,PHI,"Dallas Goedert",TE,9.0,-4.4%,9,70%,7.7,8.6,8.6,10.9,16.3
99,BAL,"Roquan Smith",LB,10.0,26.5%,7,9%,7.2,6.8,8.6,10.3,15.8
100,LAR,"Matthew Stafford",QB,10.0,-3.9%,8,37%,15.5,16,17.6,20.4,15.5
101,NE,"TreVeyon Henderson",RB,9.0,13.4%,14,37%,7.5,6.1,8.7,12.6,15.1
102,LAC,"Kimani Vidal",RB,9.0,9.3%,12,0%,7.7,7.1,8.6,12.3,15.1
103,GB,"Matthew Golden",WR,10.0,-3.2%,5,91%,6.5,5.5,8.6,11.2,15.1
104,KC,"Isiah Pacheco",RB,8.0,12.6%,10,75%,6.3,6.1,7.9,12.6,15.1
105,GB,"Jordan Love",QB,10.0,2.1%,5,42%,14.6,17.1,17.4,21.1,14.8
106,DET,"Jared Goff",QB,10.0,11.3%,8,30%,15.6,17.2,17.1,21,14.8
107,NO,"Rashid Shaheed",WR,9.0,-7.4%,11,82%,8.3,8.9,9.3,11.9,14.6
108,WAS,"Terry McLaurin",WR,7.0,0.8%,12,93%,7.2,8,8.3,10.4,14.6
109,CAR,"Chuba Hubbard",RB,9.0,-9%,14,82%,7.2,6.7,9.3,11.2,14.4
110,ARI,"Budda Baker",DB,10.0,-18.1%,8,30%,5.8,5.9,7.6,9.5,14.4
111,CHI,"Kyle Monangai",RB,10.0,-1.2%,5,0%,6.8,5.9,7.7,10.8,14.3
112,NYG,"Wan'Dale Robinson",WR,9.0,4%,14,45%,7.8,9.2,9.5,11.6,14.2
113,TB,"Chris Godwin",WR,9.0,-4.4%,9,94%,6.4,7.4,10.1,11.4,13.9
114,ATL,"Darnell Mooney",WR,10.0,2.6%,5,94%,6.2,6.2,8.7,10.6,13.5
115,MIN,"T.J. Hockenson",TE,10.0,9.3%,6,57%,5.8,6.7,7.3,9.5,12.8
116,BUF,"Keon Coleman",WR,10.0,-3.1%,7,85%,6.3,7.4,8.6,10.4,12.6
117,DEN,"RJ Harvey",RB,9.0,-7%,12,41%,6.6,6.7,8.4,11.6,12.6
118,NE,"Hunter Henry",TE,9.0,-7.2%,14,64%,6.8,7.3,8.1,10.1,12.5
119,KC,"Kareem Hunt",RB,9.0,12.6%,10,42%,7.3,5.3,7.9,11.9,12.4
120,JAC,"Foyesade Oluokun",LB,10.0,-0.8%,8,0%,6.7,6,7.9,10.3,12.4
121,GB,"Christian Watson",WR,10.0,-3.2%,5,52%,7.1,6.5,8.3,10.4,12.2
122,HOU,"Dalton Schultz",TE,10.0,-10.4%,6,82%,6.1,6.6,6.8,9.9,12
123,TB,"Baker Mayfield",QB,9.0,-6%,9,26%,15.6,19.6,18.6,23.4,11.9
124,CLE,"Harold Fannin Jr.",TE,9.0,-2.7%,9,68%,6.6,7.3,7.5,11,11.9
125,DET,"Aidan Hutchinson",DL,10.0,-7.2%,8,35%,4.9,4.1,5.8,7.3,11.4
126,BAL,"Kyle Hamilton",DB,10.0,26.5%,7,25%,5.6,6,7,9.1,11.1
127,SF,"Jauan Jennings",WR,9.0,4.1%,14,85%,7.9,7.2,8.8,11.9,11
128,NYJ,"Mason Taylor",TE,9.0,-5.3%,9,72%,6.4,6.9,7.9,10,11
129,IND,"Josh Downs",WR,9.0,-3.7%,11,91%,8,6.7,9.2,10.9,10.9
130,WAS,"Zach Ertz",TE,9.0,-1.8%,12,88%,6,6.8,8,9.9,10.8
131,HOU,"Will Anderson Jr.",DL,10.0,-10.2%,6,28%,4.6,3.8,5.7,7.2,10.6
132,GB,"Micah Parsons",DL,10.0,-8.4%,5,35%,4.8,5.5,5.6,7,10.2
133,DET,"Jack Campbell",LB,10.0,-7.2%,8,0%,6.2,6,7.2,10.8,10.1
134,BAL,"Mark Andrews",TE,10.0,22.3%,7,49%,5.7,6.3,7,8.8,10.1
135,CIN,"Barrett Carter",LB,9.0,-8.6%,10,0%,0,5.4,6.7,13.4,10.1
136,BAL,"Isaiah Likely",TE,10.0,22.3%,7,16%,5.6,4.6,6.6,9.6,10
137,NO,"Juwan Johnson",TE,9.0,-6.4%,11,79%,6.6,6.2,7.5,10.2,9.8
138,LAR,"Byron Young",DL,10.0,1.5%,8,0%,4.4,4.6,5.4,7.3,9.7
139,TB,"Antoine Winfield Jr.",DB,9.0,18.1%,9,0%,5.6,5,7.5,10.1,9.6
140,TEN,"Tyjae Spears",RB,9.0,-8.7%,10,44%,6.3,7.4,7.4,10.7,9.6
141,PIT,"Kenneth Gainwell",RB,10.0,6.5%,5,52%,5.3,6.6,6.7,9.9,9.6
142,PIT,"T.J. Watt",DL,10.0,-13.1%,5,14%,4.2,5.5,5.5,6.8,9
143,LVR,"Maxx Crosby",DL,10.0,-9.5%,8,0%,4.1,4.9,5.3,7.2,8.8
144,MIN,"Jonathan Greenard",DL,10.0,-34.5%,6,0%,4,4.6,5.5,6.6,8.4
145,NE,"Kayshon Boutte",WR,9.0,-0.7%,14,0%,7.4,7.8,8.6,11.6,8.3
146,CHI,"T.J. Edwards",LB,10.0,-0.2%,5,0%,6,6.9,7.5,9.4,8.3
147,CHI,"Colston Loveland",TE,10.0,11.6%,5,33%,5.2,4.1,6.8,8.6,8.3
148,NYG,"Jaxson Dart",QB,9.0,5.4%,14,33%,16.3,18.4,17.7,23.2,8.2
149,NYJ,"Isaiah Davis",RB,9.0,-3.8%,9,0%,6.1,4.1,7,10.5,8.2
150,CLE,"David Njoku",TE,9.0,-2.7%,9,86%,6.2,6.6,7.2,9.8,8.1
151,PHI,"Zack Baun",LB,9.0,-27.3%,9,0%,6.6,6.9,8.3,10.6,7.9
152,ARI,"Zonovan Knight",RB,10.0,3.8%,8,0%,5,5.9,5.9,10.3,7.9
153,TB,"Cade Otton",TE,9.0,-10.7%,9,69%,6.1,6.9,7.5,9.4,7.8
154,CHI,"Jaquan Brisker",DB,10.0,-0.2%,5,0%,4.6,4.8,6.6,8.9,7.8
155,SEA,"Ernest Jones",LB,10.0,11.2%,8,0%,5.9,6.3,7.1,9.9,7.7
156,BUF,"Terrel Bernard",LB,10.0,-0.5%,7,0%,6,4.5,7.1,9.9,7.7
157,LAR,"Jared Verse",DL,10.0,1.5%,8,0%,4.4,4.3,5.1,6.6,7.6
158,LAC,"Daiyan Henley",LB,9.0,-12.2%,12,0%,6.6,6.5,8.2,10.3,7.5
159,GB,"Edgerrin Cooper",LB,10.0,-8.4%,5,0%,5.8,6.8,7.3,9.5,7.5
160,IND,"Alec Pierce",WR,9.0,-3.7%,11,94%,7.9,6.5,8.3,11.2,7.4
161,TB,"Rachaad White",RB,9.0,-1.7%,9,86%,5.6,6.6,6.5,10.7,7.2
162,CHI,"Caleb Williams",QB,10.0,7.4%,5,24%,14.4,17.3,16.5,19.3,7.1
163,GB,"Green Bay Packers",DEF,10.0,-8.4%,5,0%,6.5,4.7,7.3,8.2,7.1
164,LAR,"Blake Corum",RB,10.0,-5.5%,8,32%,5,4.4,5.7,10,7
165,ATL,"Tyler Allgeier",RB,10.0,-8.3%,5,37%,4.8,5.6,5.4,10.7,7
166,DEN,"Bo Nix",QB,9.0,-7.1%,12,21%,16.5,18.2,17.5,22.2,6.5
167,HOU,"Azeez Al-Shaair",LB,10.0,-10.2%,6,0%,6.1,5.1,7.3,8.8,6.5
168,HOU,"Jayden Higgins",WR,10.0,-0.7%,6,16%,6,4.1,6.8,11.9,6.3
169,LAR,"Los Angeles Rams",DEF,10.0,1.5%,8,0%,6.3,4.8,6.9,8.4,6.2
170,LAR,"Quentin Lake",DB,10.0,1.5%,8,0%,4.9,5.2,6.5,8.1,6.2
171,LVR,"Jeremy Chinn",DB,10.0,-9.5%,8,23%,4.9,5.6,6.5,8.1,6.2
172,CLE,"Myles Garrett",DL,9.0,7.5%,9,20%,4.4,4.4,5.4,7,6.1
173,IND,"Daniel Jones",QB,9.0,-1.1%,11,36%,16.4,18.3,17.4,22.3,6
174,CHI,"Kevin Byard",DB,10.0,-0.2%,5,0%,4.8,5.9,6.6,7.9,6
175,SEA,"Tory Horton",WR,10.0,1.7%,8,84%,6.5,4.3,7.7,9.6,5.9
176,ATL,"Jessie Bates",DB,10.0,4.9%,5,0%,4.8,6.3,6,9,5.9
177,MIN,"Josh Metellus",DB,10.0,-34.5%,6,0%,5,5.4,6,8.7,5.6
178,CLE,"Jerry Jeudy",WR,9.0,7.4%,9,55%,6.7,6.6,8.7,10.3,5.5
179,ATL,"Kaden Elliss",LB,10.0,4.9%,5,0%,5.9,5.7,7.1,8.8,5.5
180,JAC,"Josh Hines-Allen",DL,10.0,-0.8%,8,24%,3.8,3.9,4.8,6.3,5.5
181,SEA,"Byron Murphy II",DL,10.0,11.2%,8,0%,3.4,1.8,4.5,7.2,5.5
182,IND,"Nick Cross",DB,9.0,-19.2%,11,0%,5.8,6.7,6.9,9,5.3
183,PIT,"Patrick Queen",LB,10.0,-13.1%,5,0%,6,5.7,7.1,8.6,5.2
184,SEA,"Leonard Williams",DL,10.0,11.2%,8,37%,3.9,3.7,4.9,5.9,5.2
185,HOU,"Danielle Hunter",DL,10.0,-10.2%,6,8%,4.1,4.3,4.7,6.1,5.2
186,SEA,"Sam Darnold",QB,10.0,-3%,8,25%,14.1,15.9,16,19.5,5.1
187,DEN,"Talanoa Hufanga",DB,9.0,-9.2%,12,39%,5.3,5.4,6.6,9.9,5.1
188,MIA,"Ollie Gordon II",RB,9.0,10.4%,12,0%,5.1,3.5,5.4,11.9,5.1
189,CHI,"Tremaine Edmunds",LB,10.0,-0.2%,5,25%,5.9,4.7,6.9,9,5
190,HOU,"Houston Texans",DEF,10.0,-10.2%,6,0%,6.1,4.2,6.6,8,4.8
191,NYG,"Theo Johnson",TE,9.0,5.8%,14,42%,5.7,7.2,6.5,9.9,4.8
192,PHI,"Tank Bigsby",RB,9.0,2.9%,9,17%,5,1,6.4,9.6,4.8
193,BUF,"Gregory Rousseau",DL,10.0,-0.5%,7,0%,3.7,3.2,4.8,6,4.8
194,DEN,"Evan Engram",TE,9.0,-9.3%,12,67%,5.8,5.7,6.6,9.1,4.7
195,TEN,"Chimere Dike",WR,9.0,-7.8%,10,0%,7.4,5.1,8.2,10.7,4.6
196,GB,"Devonte Wyatt",DL,10.0,-8.4%,5,0%,3.1,2.2,4.4,7,4.6
197,LAC,"Derwin James",DB,9.0,-12.2%,12,39%,5,5.3,6.6,9.2,4.4
198,DAL,"Brandon Aubrey",K,9.0,4.5%,10,6%,8.5,6,9.9,10.5,4.3
199,HOU,"Ka'imi Fairbairn",K,10.0,-4.5%,6,0%,7.7,5.3,8.8,9.6,4.3
200,NE,"Robert Spillane",LB,9.0,12.4%,14,0%,5.9,7.1,7.9,9.5,4.2
201,GB,"Quay Walker",LB,10.0,-8.4%,5,0%,5.5,6.1,6.9,8.8,4.2
202,DET,"Detroit Lions",DEF,10.0,-7.2%,8,0%,5.5,4.6,6.6,7.9,4.2
203,PHI,"Cooper DeJean",DB,9.0,-27.3%,9,0%,5.2,4.3,6.2,9.9,4.1
204,CLE,"Carson Schwesinger",LB,9.0,7.5%,9,47%,6.2,6.6,7.6,9.9,4
205,LVR,"Devin White",LB,10.0,-9.5%,8,0%,3.5,5.1,7,9.8,4
206,JAC,"Brenton Strange",TE,8.0,1.9%,8,39%,3.8,6,6.1,7.3,4
207,CIN,"Samaje Perine",RB,9.0,12.2%,10,14%,5,5.1,5.5,10.2,4
208,NYG,"Brian Burns",DL,9.0,0.9%,14,0%,4.2,4.1,5.3,6.4,4
209,ARI,"Chad Ryland",K,10.0,-14.3%,8,0%,7.8,5.1,8.4,9.9,3.9
210,SEA,"Jason Myers",K,10.0,0.6%,8,0%,7.8,5.1,8.4,9.9,3.9
211,PIT,"Chris Boswell",K,10.0,1.3%,5,0%,8,5.4,8.5,9.5,3.8
212,CAR,"Jalen Coker",WR,9.0,-1%,14,6%,6.8,5.4,8,11.2,3.8
213,SEA,"Seattle Seahawks",DEF,10.0,11.2%,8,0%,5.3,4.1,6.6,7.7,3.8
214,DEN,"Denver Broncos",DEF,9.0,-9.2%,12,0%,6.6,5,7,8.7,3.6
215,JAC,"Trevor Lawrence",QB,10.0,-7.6%,8,35%,13.7,15.9,16.3,18.3,3.2
216,LAC,"Cameron Dicker",K,9.0,-5.7%,12,6%,8.3,5.6,9.6,10.3,3.2
217,BAL,"Tyler Loop",K,10.0,10.7%,7,0%,7.7,5.1,8.5,9.2,3.2
218,NE,"New England Patriots",DEF,9.0,12.4%,14,0%,6.4,4.1,6.7,8.7,3.2
219,IND,"DeForest Buckner",DL,9.0,-19.2%,11,10%,3.8,4.2,5.3,6.3,3.2
220,CHI,"Montez Sweat",DL,10.0,-0.2%,5,24%,3.7,2.8,4.6,5.5,3.1
221,TEN,"Elic Ayomanor",WR,9.0,-7.8%,10,56%,6.2,6,7.8,11.7,2.9
222,DET,"Jake Bates",K,10.0,13.8%,8,6%,7.5,5.6,8.3,9.4,2.8
223,MIA,"Jordyn Brooks",LB,9.0,0.2%,12,21%,6.5,7.5,7.7,8.9,2.8
224,LAR,"Kamren Curl",DB,10.0,1.5%,8,0%,4.5,4.4,6,7.8,2.8
225,BAL,"Rashod Bateman",WR,10.0,2.7%,7,43%,5.8,5.8,7.2,9.9,2.7
226,NO,"Devin Neal",RB,9.0,1%,11,0%,4.3,4.8,5.1,10.4,2.7
227,CAR,"Trevon Moehrig",DB,9.0,-4.4%,14,0%,5.3,5.3,6.6,8.3,2.6
228,KC,"Brashard Smith",RB,9.0,12.6%,10,23%,4.5,3.8,5.1,10.2,2.6
229,PHI,"Jake Elliott",K,9.0,1.6%,9,0%,8.2,5.1,9.2,10.1,2.5
230,DEN,"Brandon Jones",DB,9.0,-9.2%,12,25%,4.9,5.4,6.4,9,2.5
231,ARI,"Jalen Thompson",DB,10.0,-18.1%,8,0%,4.5,4.7,5.6,8.4,2.3
232,DEN,"Nik Bonitto",DL,9.0,-9.2%,12,0%,4,6.2,5,6,2.3
233,MIN,"Will Reichard",K,10.0,-1.3%,6,0%,7.4,5.1,7.8,9.8,2.2
234,CIN,"Joe Flacco",QB,9.0,12.8%,10,17%,14,8.4,18,20.7,2.1
235,KC,"Harrison Butker",K,9.0,-3.9%,10,0%,8.4,5.7,8.9,10.3,2.1
236,MIA,"Tyrel Dodson",LB,9.0,0.2%,12,0%,7.7,6.5,7.7,7.7,1.9
237,PIT,"Alex Highsmith",DL,10.0,-13.1%,5,0%,3.3,4.2,4.5,5.4,1.9
238,CLE,"Cleveland Browns",DEF,9.0,7.5%,9,0%,6.3,4.8,6.8,8.2,1.8
239,BAL,"Baltimore Ravens",DEF,10.0,26.5%,7,0%,5.5,4,6,7.6,1.8
240,LAR,"Kobie Turner",DL,10.0,1.5%,8,0%,3.4,4.1,4.3,5.6,1.6
241,MIN,"J.J. McCarthy",QB,10.0,13.8%,6,41%,12.5,15.2,16.6,17.6,1.4
242,WAS,"Bobby Wagner",LB,9.0,-11.2%,12,12%,6.2,6,7.3,9.1,1.4
243,SEA,"Cooper Kupp",WR,9.0,1.7%,8,94%,6.1,7,6.8,10,1.3
244,TEN,"Chigoziem Okonkwo",TE,9.0,-6.8%,10,34%,4.8,4.9,6.2,8.8,1.3
245,SEA,"Devon Witherspoon",DB,10.0,11.2%,8,17%,4.6,5,5.8,7.5,1.3
246,TB,"Chase McLaughlin",K,9.0,5%,9,0%,8.2,5.8,8.6,10.2,1.2
247,JAC,"Jacksonville Jaguars",DEF,10.0,-0.8%,8,0%,5.1,4,6.2,7.3,1.2
248,NYG,"Darius Slayton",WR,9.0,4%,14,77%,5.9,7.3,7.8,10.8,1.1
249,NYG,"Tyler Nubin",DB,9.0,0.9%,14,0%,5,5.4,6.6,8.3,1.1
250,CLE,"Grant Delpit",DB,9.0,7.5%,9,21%,4.9,5.4,6.5,8.1,1.1
251,LAC,"Los Angeles Chargers",DEF,9.0,-12.2%,12,0%,6,3.6,6.5,8.3,1
252,CLE,"Dylan Sampson",RB,9.0,13.9%,9,35%,4.3,2.1,4.8,9.6,1
253,GB,"Xavier McKinney",DB,10.0,-8.4%,5,0%,4.5,4.5,5.6,7.8,0.8
254,BAL,"Justice Hill",RB,10.0,3.7%,7,36%,4,3.9,5.2,6.6,0.8
255,SF,"Malik Mustapha",DB,9.0,14.3%,14,0%,6.7,0,6.7,6.7,0.7
256,GB,"Rashan Gary",DL,10.0,-8.4%,5,19%,3.4,3.5,4,5.8,0.7
257,NYG,"Bobby Okereke",LB,9.0,0.9%,14,0%,5.8,7.8,6.8,10.2,0.6
258,SF,"San Francisco 49ers",DEF,9.0,14.3%,14,0%,6.1,4.2,6.4,8.6,0.5
259,NYG,"Dexter Lawrence",DL,9.0,0.9%,14,19%,3.5,3.7,4.7,6.1,0.5
260,PHI,"Reed Blankenship",DB,9.0,-27.3%,9,0%,4.6,4.4,5.7,10,0.3
261,NYJ,"Jamien Sherwood",LB,9.0,30.6%,9,0%,5.9,6.7,7,9.5,0.2
262,PHI,"Jihaad Campbell",LB,9.0,-27.3%,9,33%,4.7,4.1,7.2,9.7,0.1
263,HOU,"Joe Mixon",RB,6.0,4.7%,6,67%,0,4,3.6,3.8,0.1
264,DEN,"Wil Lutz",K,9.0,-12%,12,0%,8.1,4.9,8.6,10.1,0
265,DEN,"Alex Singleton",LB,9.0,-9.2%,12,0%,4.2,7.1,7,10.5,0
266,HOU,"Jaylin Noel",WR,10.0,-0.7%,6,11%,5,4.1,6.6,10.6,0
267,BUF,"Buffalo Bills",DEF,10.0,-0.5%,7,0%,4.5,5,6.3,6.9,0
