Rank,Team,Player,"Fantasy Position",Games,SOS,Bye,InjuryRisk,"Floor Proj","Consensus Proj","DS Proj",CeilingProj,"3D Value"
29,LAR,"Davante Adams",WR,11.0,4.8%,8,64%,12.3,14,14,17.8,42.6
30,JAC,"Brian Thomas Jr.",WR,11.0,-7.1%,8,42%,11.5,12.8,13.9,18.1,41.5
31,MIA,"Jaylen Waddle",WR,11.0,3.3%,12,66%,11.6,14.6,14.3,17.2,40.9
32,WAS,"Jayden Daniels",QB,11.0,4.6%,12,43%,19.1,20.2,21.9,24.7,40.8
33,CAR,"Tetairoa McMillan",WR,11.0,-0.5%,14,48%,12.1,13.4,13.8,17.4,40.3
34,KC,"Xavier Worthy",WR,11.0,-4%,10,54%,10.7,10.8,14.1,17.2,39.4
35,NYG,"Cameron Skattebo",RB,11.0,-4.5%,14,41%,9.4,13.9,14.1,18,39.1
36,TB,"Emeka Egbuka",WR,10.0,3.5%,9,26%,11.3,12.6,12.8,16.9,38.6
37,NYJ,"Garrett Wilson",WR,10.0,5.5%,9,41%,11.1,11.9,13.2,16.4,38.5
38,PHI,"A.J. Brown",WR,11.0,0.9%,9,75%,12.1,12.7,13.8,16.6,38
39,DAL,"George Pickens",WR,11.0,-7.6%,10,52%,11.7,13.7,13.9,16.7,37.9
40,LAC,"Ladd McConkey",WR,11.0,-2%,12,82%,12,12.1,13.3,17.6,37.2
41,CLE,"Quinshon Judkins",RB,11.0,7.9%,9,47%,10.6,14.2,13.3,18.2,37.2
42,BAL,"Zay Flowers",WR,11.0,-2.9%,7,62%,12.1,13.2,13.7,16.2,36.3
43,NO,"Chris Olave",WR,11.0,-4%,11,75%,10.5,12.9,13.7,17.1,36.2
44,LAC,"Quentin Johnston",WR,11.0,-2%,12,70%,11.4,12.5,13.6,17,36
45,GB,"Tucker Kraft",TE,12.0,2.8%,5,38%,9.6,9.8,11.9,14.6,35.8
46,LVR,"Brock Bowers",TE,10.0,-14.8%,8,53%,10.4,10.6,12.9,14.4,35.6
47,DEN,"Courtland Sutton",WR,11.0,3.8%,12,67%,11.8,12.9,13.1,17.3,35.2
48,LAC,"Keenan Allen",WR,11.0,-2%,12,62%,11.3,12,13.5,16.7,34.7
49,SF,"George Kittle",TE,11.0,0.6%,14,89%,9.5,12.3,12.9,16.3,34.7
50,CIN,"Tee Higgins",WR,11.0,6.5%,10,90%,10.3,10.7,13.2,17.8,34.4
51,TB,"Mike Evans",WR,11.0,3.5%,9,68%,11.8,13.4,13.1,16.6,33.4
52,PIT,"D.K. Metcalf",WR,12.0,2.7%,5,68%,9.8,12.9,12.2,15.6,33.3
53,ARI,"Marvin Harrison Jr.",WR,11.0,5.2%,8,83%,11.1,12.1,13.4,16.1,33
54,PHI,"DeVonta Smith",WR,11.0,0.9%,9,72%,11.5,12.4,13.1,16.6,32.9
55,PHI,"Jalen Hurts",QB,11.0,3.1%,9,59%,19.2,20.5,20.9,24.5,32.4
56,JAC,"Travis Etienne",RB,11.0,-3.2%,8,71%,9.9,11.4,13.2,16.6,31
57,WAS,"Deebo Samuel",WR,10.0,4.7%,12,94%,10.8,12.6,12.3,15.7,30.4
58,MIN,"Jordan Addison",WR,12.0,7.5%,6,85%,9.9,10,11.9,14.9,30.1
59,CHI,"D.J. Moore",WR,12.0,-2.1%,5,50%,10.3,10.6,11.7,14.6,29.6
60,PIT,"Jaylen Warren",RB,12.0,5.6%,5,77%,9.3,11.5,12.2,14,29.2
61,DEN,"J.K. Dobbins",RB,11.0,2.5%,12,57%,9.9,10.5,12.4,16.1,28.2
62,CHI,"Caleb Williams",QB,12.0,3.1%,5,24%,16.4,17.6,18.9,22.1,27.8
63,DET,"David Montgomery",RB,11.0,0.1%,8,95%,10.1,10.6,12.5,15.6,27.5
64,DET,"Jameson Williams",WR,11.0,-0.6%,8,48%,10.2,9.8,12.4,16.5,27.2
65,WAS,"Jacory Croskey-Merritt",RB,11.0,15.7%,12,51%,9.7,12.1,11.6,17.2,27.2
66,CIN,"Chase Brown",RB,11.0,8.1%,10,72%,10.3,11.7,12.7,14.5,27
67,MIN,"Jordan Mason",RB,12.0,5%,6,43%,8.7,9.5,10.8,15.1,26.6
68,SEA,"Kenneth Walker III",RB,11.0,-10.5%,8,63%,9,10.9,12.3,16,26.5
69,IND,"Michael Pittman Jr.",WR,11.0,-5.4%,11,93%,11,12.3,12.1,16,26.4
70,DAL,"Jake Ferguson",TE,11.0,-4.8%,10,70%,9.3,10.7,11.9,14,26.4
71,NE,"Stefon Diggs",WR,11.0,-2.5%,14,42%,10.3,12,12.7,15.2,25.9
72,CHI,"D'Andre Swift",RB,12.0,-3.3%,5,82%,8.7,12.4,10.9,14.7,25.7
73,KC,"Patrick Mahomes",QB,11.0,-10.8%,10,19%,17.5,20.4,19.7,25.4,25.6
74,WAS,"Terry McLaurin",WR,10.0,4.7%,12,59%,10.2,10.7,11.7,14.6,25.5
75,NO,"Alvin Kamara",RB,11.0,-4.3%,11,94%,9.7,11.6,11.4,15.8,24.9
76,SEA,"Zach Charbonnet",RB,11.0,-10.5%,8,45%,9.8,8.6,11.3,15.9,24.5
77,LAC,"Kimani Vidal",RB,11.0,7.8%,12,0%,7.6,5.9,12.7,14.6,24.3
78,GB,"Romeo Doubs",WR,12.0,-3.8%,5,54%,9.5,8.9,11.3,13.8,24.3
79,SF,"Ricky Pearsall",WR,10.0,-4.5%,14,54%,9.5,10.6,11.6,14.6,24.2
80,DET,"Sam LaPorta",TE,11.0,11.5%,8,84%,9.9,11.1,10.9,14.3,23.9
81,TB,"Chris Godwin",WR,10.0,3.5%,9,58%,9.5,8.3,11.4,14.4,23.1
82,ARI,"Trey Benson",RB,9.0,-2.7%,8,29%,8.3,9.4,10.5,13.4,23.1
83,ATL,"Kyle Pitts",TE,12.0,17.7%,5,62%,8.2,8.3,9.8,13.5,23.1
84,BUF,"Dalton Kincaid",TE,11.0,7.6%,7,85%,9.1,9.4,10.7,14.7,23
85,LAC,"Justin Herbert",QB,11.0,-6.7%,12,32%,17.6,17.8,19.5,24,22.7
86,TEN,"Tony Pollard",RB,11.0,-10.2%,10,60%,9.1,9.6,11.8,13.9,22.7
87,PHI,"Dallas Goedert",TE,11.0,-2.6%,9,85%,9.4,9.8,10.6,14.5,22.2
88,NYG,"Wan'Dale Robinson",WR,11.0,-6.9%,14,50%,9.9,11.6,12.1,14.3,21.7
89,CAR,"Rico Dowdle",RB,11.0,-14.7%,14,25%,9.2,10.9,10.8,15.1,21.7
90,CAR,"Chuba Hubbard",RB,11.0,-14.7%,14,69%,8.1,8.7,10.5,16.3,21.1
91,NE,"Hunter Henry",TE,11.0,-0.2%,14,55%,9.2,9.3,10.9,13.1,20.8
92,TB,"Baker Mayfield",QB,11.0,2.8%,9,25%,16.8,19.5,19.1,24.4,20.6
93,NE,"Drake Maye",QB,11.0,-1.8%,14,47%,17,18.3,19.1,24.3,20.5
94,HOU,"Jo'Quavious Marks",RB,12.0,3%,6,0%,7.7,9,9.6,14.2,20.4
95,GB,"Matthew Golden",WR,12.0,-3.8%,5,70%,9,8.7,10.3,13.9,20.3
96,LAC,"Omarion Hampton",RB,6.0,7.8%,12,91%,6.9,9.2,8.4,10.5,19.7
97,BUF,"Khalil Shakir",WR,11.0,-3.3%,7,53%,9.7,10.3,11.4,14.8,19.6
98,HOU,"Nick Chubb",RB,12.0,3%,6,31%,8.2,7.2,9.6,12.5,18.4
99,KC,"Travis Kelce",TE,11.0,-10.4%,10,52%,8.2,9.9,10.2,13.9,18.2
100,BUF,"Keon Coleman",WR,11.0,-3.3%,7,55%,8.6,10.3,11.3,14.8,17.8
101,MIN,"Aaron Jones",RB,11.0,5%,6,94%,7.7,8,9.7,11.9,17.8
102,JAC,"Travis Hunter",WR,11.0,-7.1%,8,37%,8.4,5.4,11.3,14.5,17.6
103,SF,"Jauan Jennings",WR,11.0,-4.5%,14,71%,9.5,8.3,10.5,15.8,17.6
104,CHI,"Luther Burden III",WR,12.0,-2.1%,5,48%,7.1,6.6,10.1,14.3,17.3
105,DAL,"Dak Prescott",QB,11.0,-3.2%,10,31%,16.3,17.9,18.5,24.1,17.1
106,MIN,"T.J. Hockenson",TE,12.0,1.7%,6,61%,7.5,8.3,9.4,12.2,17.1
107,LVR,"Jakobi Meyers",WR,11.0,-6.8%,8,68%,8.9,10.6,11.7,13,16.7
108,IND,"Josh Downs",WR,10.0,-5.4%,11,71%,9.2,7.3,10.6,12.7,15.8
109,WAS,"Zach Ertz",TE,11.0,-1.2%,12,52%,7.3,8.9,10.2,12.4,15.3
110,CLE,"Harold Fannin Jr.",TE,11.0,-0.1%,9,19%,8.2,8.7,9.3,13.6,15
111,TEN,"Calvin Ridley",WR,10.0,-2.1%,10,39%,6.8,8.3,11,12.9,14.7
112,NE,"TreVeyon Henderson",RB,11.0,1.2%,14,75%,7.4,9,9.7,13.6,14.7
113,DEN,"RJ Harvey",RB,11.0,2.5%,12,68%,7.4,7.5,9.7,13.1,14.5
114,NE,"Rhamondre Stevenson",RB,11.0,1.2%,14,71%,7.7,9.2,8.9,14.2,14.1
115,CLE,"Jerry Jeudy",WR,11.0,-0.1%,9,50%,9.5,9.7,10.7,13.5,14
116,ATL,"Darnell Mooney",WR,11.0,3.3%,5,84%,7.2,8.3,10.1,12.3,13.9
117,JAC,"Bhayshul Tuten",RB,11.0,-3.2%,8,37%,7.2,5.5,10.1,12.1,13.9
118,MIA,"Darren Waller",TE,11.0,2.5%,12,66%,7.2,9.2,9.8,12.9,13.4
119,CLE,"David Njoku",TE,10.0,-0.1%,9,78%,7.5,7.5,9,11.9,13.3
120,LVR,"Tre Tucker",WR,11.0,-6.8%,8,0%,8.6,9.7,10.5,14,13.1
121,BAL,"Mark Andrews",TE,11.0,19.5%,7,45%,7.8,8.3,9.8,11.9,12.3
122,GB,"Jordan Love",QB,12.0,3.8%,5,31%,15,16.6,16.7,20.5,12.2
123,NYJ,"Mason Taylor",TE,11.0,3.2%,9,39%,7.7,8,9.3,12.7,12.2
124,KC,"Isiah Pacheco",RB,11.0,7%,10,93%,7,7.9,8.7,13.7,12.2
125,HOU,"Dalton Schultz",TE,12.0,-6.3%,6,51%,7.6,7.8,8.4,11.3,12
126,CHI,"Colston Loveland",TE,12.0,9.1%,5,39%,7.2,4.3,8.3,11.6,11.2
127,BAL,"Isaiah Likely",TE,11.0,19.5%,7,35%,7.7,6.5,9,12.5,10.8
128,TB,"Rachaad White",RB,11.0,-10.5%,9,54%,6.7,8.3,8.2,12.8,9.8
129,NO,"Rashid Shaheed",WR,11.0,-4%,11,49%,8.4,11,9.4,14.5,9.6
130,GB,"Green Bay Packers",DEF,12.0,-2.4%,5,0%,6.4,4.5,7.2,8.3,9.5
131,DEN,"Evan Engram",TE,11.0,-4%,12,71%,7.5,7.1,8.5,12.6,9.2
132,PIT,"Kenneth Gainwell",RB,12.0,5.6%,5,17%,6.1,8.3,7.7,11.4,9.2
133,KC,"Marquise Brown",WR,11.0,-4%,10,69%,8,7.7,9.7,13.6,9
134,CAR,"Jalen Coker",WR,11.0,-0.5%,14,8%,8.2,8.1,9.6,13.4,8.7
135,TEN,"Elic Ayomanor",WR,11.0,-2.1%,10,8%,7.5,8,9.4,14.1,8.5
136,SEA,"Cooper Kupp",WR,11.0,-5.7%,8,63%,8.3,8.8,9.3,13.7,8.4
137,SEA,"Tory Horton",WR,11.0,-5.7%,8,31%,7.6,5.8,9.1,14.6,7.9
138,DEN,"Troy Franklin",WR,11.0,3.8%,12,10%,7.8,7.6,9.6,13.2,7.7
139,HOU,"Will Anderson Jr.",DL,12.0,-11.8%,6,24%,4.6,4,5.8,7.3,7.7
140,TEN,"Tyjae Spears",RB,11.0,-10.2%,10,65%,6.4,7.1,8.5,11.3,7.6
141,HOU,"Jayden Higgins",WR,12.0,-3.2%,6,24%,6.8,5.6,8.5,12.8,7.3
142,DET,"Jared Goff",QB,11.0,2.1%,8,16%,16.4,17.2,18,20.2,7
143,GB,"Micah Parsons",DL,12.0,-2.4%,5,27%,4.8,5.5,5.6,7,6.9
144,DAL,"Brandon Aubrey",K,11.0,6.4%,10,7%,8.5,6,9.9,10.5,6.3
145,BUF,"Joshua Palmer",WR,11.0,-3.3%,7,52%,8.1,5.2,9.3,13,6.2
146,NYG,"Jaxson Dart",QB,11.0,-1.8%,14,33%,14.7,15.9,17.3,22.3,6.1
147,TB,"Antoine Winfield Jr.",DB,11.0,-1.8%,9,0%,5.6,5.1,7.5,10.1,5.9
148,NE,"New England Patriots",DEF,11.0,49.7%,14,0%,6.6,4.3,7.3,8.4,5.9
149,PIT,"T.J. Watt",DL,12.0,-0.5%,5,18%,4.2,5.5,5.5,6.8,5.8
150,GB,"Edgerrin Cooper",LB,12.0,-2.4%,5,0%,6.2,6.8,7.8,10.1,5.6
151,HOU,"Ka'imi Fairbairn",K,12.0,-4.2%,6,0%,7.7,5.4,8.8,9.6,5.4
152,DET,"Aidan Hutchinson",DL,11.0,-1.1%,8,20%,4.9,4.2,5.8,7.3,5.4
153,DEN,"Bo Nix",QB,11.0,-4.2%,12,25%,16.1,17.2,17.7,20.4,5.3
154,MIN,"Jonathan Greenard",DL,12.0,-29.4%,6,0%,4,4.9,5.5,6.6,5.3
155,NYG,"Theo Johnson",TE,11.0,-1.2%,14,28%,7.1,8.1,8,11.8,5.2
156,CIN,"Barrett Carter",LB,11.0,3.9%,10,0%,0,5.4,6.7,13.4,5.2
157,NYG,"Darius Slayton",WR,10.0,-6.9%,14,51%,6.6,7.6,8.8,12.1,5.1
158,PIT,"Chris Boswell",K,12.0,2.8%,5,0%,8,4.9,8.5,9.9,5.1
159,LAC,"Cameron Dicker",K,11.0,-8.7%,12,7%,8.3,5.6,9.6,10.3,5
160,KC,"Kareem Hunt",RB,11.0,7%,10,45%,6.5,6.3,8,10,4.9
161,DEN,"Denver Broncos",DEF,11.0,-12.1%,12,0%,6.4,5.1,7,8.3,4.9
162,SF,"Brock Purdy",QB,10.0,-9.8%,14,28%,14.9,16.2,16.5,19.5,4.8
163,BAL,"Roquan Smith",LB,11.0,41%,7,12%,7.2,6.8,8.6,10.3,4.8
164,ARI,"Budda Baker",DB,11.0,-19.5%,8,21%,5.8,5.9,7.6,9.5,4.8
165,DEN,"Marvin Mims Jr.",WR,11.0,3.8%,12,17%,7.1,6.5,9.9,11.9,4.7
166,LAC,"Oronde Gadsden II",TE,11.0,0.1%,12,0%,6.2,7.1,8.5,11,4.7
167,PIT,"Pittsburgh Steelers",DEF,12.0,-0.5%,5,0%,5.4,4.3,6.4,7.8,4.7
168,NYJ,"Isaiah Davis",RB,11.0,-6.8%,9,0%,6.4,3.3,7.4,11.1,4.5
169,NYJ,"Justin Fields",QB,11.0,6.5%,9,55%,15.1,17.5,17.2,21.3,4.3
170,CLE,"Cleveland Browns",DEF,11.0,15.1%,9,0%,6.3,4.4,6.8,8.3,4.1
171,LAR,"Byron Young",DL,11.0,-18.1%,8,0%,4.4,4.5,5.4,7.3,4.1
172,PHI,"Zack Baun",LB,11.0,-7.2%,9,0%,6.6,7.1,8.3,10.6,4
173,TB,"Cade Otton",TE,11.0,-6.1%,9,70%,6.9,5.8,7.8,11.5,3.9
174,SEA,"Seattle Seahawks",DEF,11.0,5.6%,8,0%,6.1,4.3,6.8,8.2,3.9
175,IND,"Indianapolis Colts",DEF,11.0,-6.8%,11,0%,6.1,4,6.7,8.4,3.9
176,CHI,"Jaquan Brisker",DB,12.0,20.7%,5,0%,4.6,4.8,6.6,8.9,3.9
177,NO,"Kendre Miller",RB,11.0,-4.3%,11,68%,5.5,5.7,6.1,13.7,3.9
178,NO,"Juwan Johnson",TE,11.0,8.4%,11,36%,6.5,7.5,8.5,10.3,3.8
179,ATL,"Kaden Elliss",LB,12.0,-0.4%,5,0%,6.3,7.2,7.6,9.4,3.8
180,SEA,"Sam Darnold",QB,11.0,-9.6%,8,30%,15.1,15.5,17.2,21,3.6
181,IND,"Daniel Jones",QB,11.0,-10.9%,11,30%,16,17.8,17.4,20,3.5
182,HOU,"Houston Texans",DEF,12.0,-11.8%,6,0%,5.8,4.2,6.2,7.4,3.4
183,LAC,"Daiyan Henley",LB,11.0,-6.9%,12,0%,6.6,6.4,8.2,10.3,3.3
184,CHI,"T.J. Edwards",LB,12.0,20.7%,5,0%,6,6.8,7.5,9.4,3.3
185,CLE,"Myles Garrett",DL,11.0,15.1%,9,18%,4.4,4.3,5.4,7,3.3
186,DET,"Brian Branch",DB,10.0,-1.1%,8,0%,5.4,5.5,7.2,9,3.1
187,JAC,"Brenton Strange",TE,8.0,3.9%,8,22%,5.7,6.2,6.9,8.1,3.1
188,PHI,"Philadelphia Eagles",DEF,11.0,-7.2%,9,0%,5.8,4.3,6.7,8.1,3.1
189,LAR,"Los Angeles Rams",DEF,11.0,-18.1%,8,0%,6,4.5,6.6,8.1,3
190,ARI,"Kyler Murray",QB,10.0,-0%,8,25%,14.2,17.1,16.7,18.7,2.9
191,JAC,"Foyesade Oluokun",LB,11.0,6.4%,8,0%,6.7,6,7.9,10.3,2.8
192,LAC,"Hassan Haskins",RB,11.0,7.8%,12,12%,4.2,2.4,7.7,10.8,2.8
193,LVR,"Maxx Crosby",DL,11.0,2.1%,8,0%,4.1,5.2,5.3,7.2,2.8
194,DET,"Jake Bates",K,11.0,6.8%,8,7%,8.1,5.5,9,10.2,2.7
195,MIN,"Will Reichard",K,12.0,2.2%,6,0%,7.5,5,7.9,10,2.7
196,ATL,"Tyler Allgeier",RB,12.0,-7.4%,5,37%,5.2,6.2,5.8,11.5,2.7
197,TEN,"Chigoziem Okonkwo",TE,11.0,1.4%,10,25%,6.2,6.4,8,11.4,2.6
198,NYG,"Paulson Adebo",DB,11.0,-6.6%,14,0%,5.1,6.5,6.8,9.9,2.5
199,MIN,"Minnesota Vikings",DEF,12.0,-29.4%,6,0%,5.4,4.4,5.9,8,2.5
200,KC,"Harrison Butker",K,11.0,2.3%,10,0%,8.4,5.7,8.9,10.3,2.4
201,BAL,"Kyle Hamilton",DB,11.0,41%,7,29%,5.6,5.9,7,9.1,2.4
202,PHI,"Jake Elliott",K,11.0,5.4%,9,0%,8,5.1,9,9.9,2.2
203,IND,"Nick Cross",DB,11.0,-6.8%,11,0%,5.8,6.7,6.9,9,2.1
204,HOU,"Danielle Hunter",DL,12.0,-11.8%,6,7%,4.2,4.3,4.8,6.2,2.1
205,LAC,"Derwin James",DB,11.0,-6.9%,12,32%,5.2,5.1,6.8,9.5,2
206,NE,"Kayshon Boutte",WR,11.0,-2.5%,14,0%,6,8.8,8.2,13.9,1.8
207,HOU,"Azeez Al-Shaair",LB,12.0,-11.8%,6,0%,6.1,5.2,7.3,8.8,1.8
208,LAR,"Matthew Stafford",QB,11.0,3%,8,33%,15.4,15.5,16.4,21.2,1.7
209,LAR,"Blake Corum",RB,11.0,-9.1%,8,32%,5.4,4.5,6.1,12.2,1.7
210,CHI,"Kevin Byard",DB,12.0,20.7%,5,0%,4.8,5.9,6.6,7.9,1.6
211,DEN,"Talanoa Hufanga",DB,11.0,-12.1%,12,39%,5.3,5.5,6.6,9.9,1.5
212,DEN,"Wil Lutz",K,11.0,-7.5%,12,0%,8.1,5.1,8.6,10.1,1.4
213,KC,"Kansas City Chiefs",DEF,11.0,-17.7%,10,0%,5.9,4.3,6.5,7.7,1.2
214,BAL,"Rashod Bateman",WR,11.0,-2.9%,7,38%,7.5,6.6,8.5,12.1,1.1
215,GB,"Quay Walker",LB,12.0,-2.4%,5,0%,5.7,6.1,7.1,9,1.1
216,MIN,"Josh Metellus",DB,12.0,-29.4%,6,0%,5,5.6,6,8.7,1.1
217,LAR,"Jared Verse",DL,11.0,-18.1%,8,0%,4.4,4.5,5.1,6.6,1.1
218,JAC,"Trevor Lawrence",QB,11.0,-13.2%,8,36%,15.3,15.6,16.6,20.6,1
219,NYG,"Brian Burns",DL,11.0,-6.6%,14,0%,4.2,4.1,5.3,6.4,1
220,TB,"Chase McLaughlin",K,11.0,5.4%,9,0%,8.1,5.6,8.5,10.1,0.8
221,TEN,"Jeffery Simmons",DL,11.0,0.8%,10,22%,4.1,2.8,5.3,6.4,0.8
222,PIT,"Payton Wilson",LB,12.0,-0.5%,5,0%,4.8,4.3,6.8,10.5,0.7
223,PIT,"Aaron Rodgers",QB,12.0,10.4%,5,29%,13.7,14.3,15.9,17.5,0.4
224,JAC,"Cam Little",K,11.0,-0.2%,8,0%,7.8,5,8.9,9.5,0.4
225,ATL,"Jessie Bates",DB,12.0,-0.4%,5,0%,4.8,6.2,6,9,0.4
226,CLE,"Carson Schwesinger",LB,11.0,15.1%,9,38%,6.2,6.6,7.6,9.9,0.2
227,LVR,"Daniel Carlson",K,11.0,3.9%,8,0%,8,5.2,8.6,9.8,0.1
228,SF,"Kendrick Bourne",WR,11.0,-4.5%,14,12%,7.2,6.3,7.8,13.3,0.1
229,BAL,"Tyler Loop",K,11.0,6.7%,7,0%,7.7,5.4,8.5,10.1,0
230,NE,"Robert Spillane",LB,11.0,49.7%,14,0%,5.9,7.1,7.9,9.5,0
231,DET,"Jack Campbell",LB,11.0,-1.1%,8,0%,6.2,6,7.2,10.8,0
232,LAC,"Los Angeles Chargers",DEF,11.0,-6.9%,12,0%,5.9,4.4,6.4,7.8,0
233,PIT,"DeShon Elliott",DB,12.0,-0.5%,5,0%,4.6,5,6.3,7.9,0
234,DAL,"Jaydon Blue",RB,11.0,-1.6%,10,17%,4.3,4.3,6,11.8,0
235,IND,"DeForest Buckner",DL,11.0,-6.8%,11,8%,3.8,4.2,5.3,6.3,0
236,CHI,"Tremaine Edmunds",LB,12.0,20.7%,5,27%,5.9,4.7,6.9,9,-0.2
237,ATL,"Atlanta Falcons",DEF,12.0,-0.4%,5,0%,5.3,4.3,5.8,7.4,-0.2
238,PIT,"Patrick Queen",LB,12.0,-0.5%,5,0%,6,5.9,7.1,8.6,-0.3
239,DET,"Detroit Lions",DEF,11.0,-1.1%,8,0%,5.4,4.5,6.4,7.7,-0.4
240,PHI,"Cooper DeJean",DB,11.0,-7.2%,9,0%,5.2,4.3,6.2,9.9,-0.5
241,CLE,"Cedric Tillman",WR,10.0,-0.1%,9,39%,6,5.8,7.7,11.6,-0.6
242,KC,"Brashard Smith",RB,11.0,7%,10,17%,4.8,4.5,5.8,11.3,-0.7
243,DEN,"Nik Bonitto",DL,11.0,-12.1%,12,0%,4.1,5.8,5.1,6.1,-0.7
244,SEA,"Jason Myers",K,11.0,-5.1%,8,0%,7.9,5,8.4,9.9,-0.9
245,MIA,"Ollie Gordon II",RB,11.0,-5.1%,12,0%,4.8,3.2,5.7,11.6,-0.9
246,CHI,"Dayo Odeyingbo",DL,12.0,20.7%,5,0%,3,3.2,3.8,7.6,-0.9
247,IND,"Alec Pierce",WR,11.0,-5.4%,11,63%,7.2,7.5,7.6,12.9,-1.1
248,MIA,"Jordyn Brooks",LB,11.0,16.8%,12,28%,6.5,7.3,7.7,8.9,-1.2
249,HOU,"C.J. Stroud",QB,12.0,-8.8%,6,28%,13.6,15.6,15.4,18,-1.5
250,CLE,"Isaiah Bond",WR,11.0,-0.1%,9,6%,5.3,6.2,8.7,11.8,-1.5
251,HOU,"Christian Kirk",WR,12.0,-3.2%,6,88%,6.6,8.4,7.9,9.8,-1.6
252,CHI,"Montez Sweat",DL,12.0,20.7%,5,16%,3.7,2.8,4.6,5.5,-1.6
253,CHI,"Kyle Monangai",RB,12.0,-3.3%,5,0%,4.8,4,6,8,-1.7
254,MIA,"Malik Washington",WR,11.0,3.3%,12,0%,6.2,7.2,8.7,11,-1.9
255,SEA,"Ernest Jones",LB,11.0,5.6%,8,0%,5.9,6.3,7.1,9.9,-2
256,DEN,"Brandon Jones",DB,11.0,-12.1%,12,19%,4.9,5.5,6.4,9,-2
257,GB,"Brandon McManus",K,12.0,4.6%,5,0%,7,5.3,7.8,8.7,-2.1
258,MIA,"Tyrel Dodson",LB,11.0,16.8%,12,0%,7.7,6.4,7.7,7.7,-2.1
259,ATL,"Michael Penix Jr.",QB,12.0,4.6%,5,15%,13.6,14.5,15.1,18.1,-2.2
260,ARI,"Chad Ryland",K,11.0,-11.7%,8,0%,7.7,5.3,8.3,9.8,-2.2
261,SEA,"Leonard Williams",DL,11.0,5.6%,8,32%,3.9,3.7,4.9,5.9,-2.4
262,SEA,"Byron Murphy II",DL,11.0,5.6%,8,0%,3.4,1.7,4.5,7.2,-2.6
263,BUF,"Terrel Bernard",LB,11.0,9.5%,7,0%,6,4.8,7.1,9.9,-2.7
264,JAC,"Josh Hines-Allen",DL,11.0,6.4%,8,17%,3.8,4.1,4.7,6.2,-2.8
265,GB,"Devonte Wyatt",DL,11.0,-2.4%,5,0%,2.9,2,4.1,6.6,-2.9
