Rank,Team,Player,"Fantasy Position",Games,SOS,Bye,InjuryRisk,"Floor Proj","Consensus Proj","DS Proj",CeilingProj,"3D Value"
46,PIT,"D.K. Metcalf",WR,10.0,2.9%,5,69%,10.2,12.6,12.7,14.7,29.1
47,KC,"Patrick Mahomes",QB,9.0,-8%,10,23%,18.7,20.5,21,26.3,28.3
48,KC,"Xavier Worthy",WR,9.0,-0.9%,10,75%,10.3,9.8,13.6,17.7,28
49,JAC,"Travis Etienne",RB,10.0,3.6%,8,69%,9.1,11.1,12.7,15.5,27.9
50,PIT,"Jaylen Warren",RB,10.0,6.5%,5,91%,9.6,13.4,12.2,15.9,27.1
51,WAS,"Deebo Samuel",WR,9.0,0.8%,12,95%,11.4,11.2,13.3,16.6,26.6
52,DEN,"Courtland Sutton",WR,9.0,-3.9%,12,80%,11.6,12.8,12.9,17.4,26.4
53,PHI,"DeVonta Smith",WR,9.0,8.1%,9,94%,11.6,13.6,13.2,17,26.3
54,IND,"Michael Pittman Jr.",WR,9.0,-3.7%,11,94%,11.9,13.2,12.5,18.1,26.3
55,NYG,"Tyrone Tracy Jr.",RB,9.0,-7.2%,14,69%,11.6,11,12.9,17.7,26.2
56,SF,"George Kittle",TE,9.0,5.9%,14,53%,11,12.5,12.9,16.3,26.1
57,DET,"Sam LaPorta",TE,10.0,4.2%,8,84%,9.7,10.5,11.4,14.8,25.6
58,LAC,"Keenan Allen",WR,9.0,4.6%,12,94%,11.1,12.2,13.2,16.4,25.1
59,ARI,"Marvin Harrison Jr.",WR,10.0,2%,8,90%,9.4,11.9,12.5,14,25.1
60,DET,"David Montgomery",RB,10.0,-0.2%,8,94%,9.6,10,11.9,14.3,24.5
61,DAL,"Jake Ferguson",TE,9.0,-10.1%,10,83%,10.6,10.7,11.8,17.1,23.7
62,SEA,"Zach Charbonnet",RB,10.0,-6.2%,8,62%,10,9.5,11.5,13.8,23.5
63,SEA,"Kenneth Walker III",RB,10.0,-6.2%,8,43%,8.3,10.3,12.1,13.7,23.4
64,MIN,"Jordan Addison",WR,10.0,11.5%,6,77%,9.7,11.5,11.7,14.6,23.4
65,ARI,"Trey Benson",RB,9.0,3.8%,8,45%,9.2,10.1,11.6,13.9,23.2
66,CHI,"D'Andre Swift",RB,9.0,-1.2%,5,73%,8.6,11.8,11.8,13.7,23
67,WAS,"Jayden Daniels",QB,9.0,3.9%,12,71%,18.5,19.1,19.5,26.3,22.9
68,LAC,"Quentin Johnston",WR,9.0,4.6%,12,86%,10.8,11.3,12.7,16.5,22.4
69,DEN,"J.K. Dobbins",RB,9.0,-7%,12,47%,9.5,10.9,12.3,16.5,22.3
70,CAR,"Rico Dowdle",RB,9.0,-9%,14,48%,10.5,11,11.5,17,22
71,NE,"Stefon Diggs",WR,9.0,-0.7%,14,47%,10.8,12.3,12.6,16.4,21.7
72,DET,"Jameson Williams",WR,10.0,9.2%,8,68%,8.7,9.8,11.6,14.5,21.1
73,WAS,"Jacory Croskey-Merritt",RB,9.0,8.3%,12,44%,9.7,10.6,11,17.1,20.9
74,BUF,"Khalil Shakir",WR,10.0,-3.1%,7,88%,9.7,11.1,11.4,14,20.6
75,LVR,"Jakobi Meyers",WR,10.0,-5%,8,77%,9,10.2,11.8,13.7,20.5
76,MIN,"Jordan Mason",RB,10.0,1.8%,6,88%,8.3,7.9,10.3,14.4,20.5
77,ATL,"Kyle Pitts",TE,10.0,10.6%,5,85%,8.7,9.6,10.4,14.4,20.4
78,MIN,"Aaron Jones",RB,10.0,1.8%,6,65%,8.7,9,10.6,13.5,20.3
79,LAC,"Omarion Hampton",RB,6.0,9.3%,12,94%,8.3,10,10.3,12.1,20.3
80,LAC,"Oronde Gadsden II",TE,9.0,-5.4%,12,0%,10.3,11.6,11.2,15.8,19.8
81,NO,"Alvin Kamara",RB,9.0,1%,11,93%,9.8,10.6,11.1,15.5,19.7
82,HOU,"Woody Marks",RB,10.0,4.7%,6,0%,7.9,9.4,9.9,14.7,19.6
83,GB,"Romeo Doubs",WR,10.0,-3.2%,5,90%,9.5,9.7,11.3,13.9,19.5
84,LAC,"Justin Herbert",QB,9.0,1.4%,12,36%,17.6,19,19.6,24.5,18.8
85,NE,"Drake Maye",QB,9.0,2.9%,14,65%,17.3,20,19.4,24.6,18.5
86,TEN,"Tony Pollard",RB,9.0,-8.7%,10,51%,9.4,7.7,11.7,13.5,18.5
87,SF,"Ricky Pearsall",WR,8.0,4.1%,14,46%,9.5,9.6,11.6,14.6,18.2
88,NYG,"Wan'Dale Robinson",WR,9.0,4%,14,45%,10.2,11.5,12.4,15.1,18
89,CHI,"D.J. Moore",WR,10.0,3.7%,5,71%,9,9.8,11.2,13.7,17.7
90,DEN,"Troy Franklin",WR,9.0,-3.9%,12,56%,10.5,9.7,11,17.6,17.4
91,JAC,"Bhayshul Tuten",RB,10.0,3.6%,8,16%,7.3,5.7,9.5,13.2,16.8
92,DAL,"Dak Prescott",QB,9.0,-4.7%,10,27%,16.7,18.1,19,24.7,16.5
93,NE,"Rhamondre Stevenson",RB,9.0,13.4%,14,93%,9,9.3,10.4,13.8,16.5
94,BUF,"Dalton Kincaid",TE,10.0,5.1%,7,77%,8.2,8.8,10,12.8,15.9
95,HOU,"Nick Chubb",RB,10.0,4.7%,6,61%,8,7,9.6,11.5,15.7
96,LAR,"Matthew Stafford",QB,10.0,-3.9%,8,37%,15.5,16,17.6,20.4,15.6
97,KC,"Travis Kelce",TE,9.0,-10.9%,10,65%,9.1,11.2,10.8,14.7,15.5
98,NE,"TreVeyon Henderson",RB,9.0,13.4%,14,37%,8.5,6.9,9.9,14.4,15.5
99,GB,"Jordan Love",QB,10.0,2.1%,5,42%,14.6,17.1,17.4,21.1,15
100,DET,"Jared Goff",QB,10.0,11.3%,8,30%,15.6,17.2,17.1,21,15
101,LAC,"Kimani Vidal",RB,9.0,9.3%,12,0%,8.6,7.8,9.7,13.9,14.6
102,NO,"Rashid Shaheed",WR,9.0,-7.4%,11,82%,10.4,10.9,11.7,15,14.5
103,CAR,"Chuba Hubbard",RB,9.0,-9%,14,82%,8,7.5,10.4,12.5,14.5
104,LVR,"Tre Tucker",WR,10.0,-5%,8,0%,8.8,9,10.4,13.9,14.4
105,TB,"Chris Godwin",WR,9.0,-4.4%,9,94%,7.9,9.3,12.6,14.2,14
106,PHI,"Dallas Goedert",TE,9.0,-4.4%,9,70%,9.5,10.5,10.7,13.6,13.9
107,CHI,"Kyle Monangai",RB,10.0,-1.2%,5,0%,7.6,6.4,8.6,12,13.9
108,KC,"Isiah Pacheco",RB,8.0,12.6%,10,75%,6.8,6.6,8.5,13.6,13.5
109,TB,"Baker Mayfield",QB,9.0,-6%,9,26%,15.6,19.6,18.6,23.4,12.4
110,DEN,"RJ Harvey",RB,9.0,-7%,12,41%,7.3,7.7,9.2,12.7,12
111,WAS,"Terry McLaurin",WR,7.0,0.8%,12,93%,8.8,9.5,10.1,12.6,11.7
112,KC,"Kareem Hunt",RB,9.0,12.6%,10,42%,7.9,5.9,8.6,12.9,11.6
113,MIN,"T.J. Hockenson",TE,10.0,9.3%,6,57%,7.4,8.6,9.3,12.1,11.5
114,DET,"Brian Branch",DB,10.0,-7.2%,8,0%,6,6,8,10,11.3
115,ATL,"Darnell Mooney",WR,10.0,2.6%,5,94%,7.5,7.6,10.6,12.9,11
116,IND,"Josh Downs",WR,9.0,-3.7%,11,91%,10,8.3,11.5,13.6,10.9
117,TEN,"Tyjae Spears",RB,9.0,-8.7%,10,44%,7.4,8.5,8.7,12.5,10.7
118,PIT,"Kenneth Gainwell",RB,10.0,6.5%,5,52%,6,7.5,7.6,11.2,9.9
119,NE,"Hunter Henry",TE,9.0,-7.2%,14,64%,8.5,8.9,10.1,12.6,9.8
120,BUF,"Keon Coleman",WR,10.0,-3.1%,7,85%,7.6,8.9,10.4,12.6,9.4
121,GB,"Matthew Golden",WR,10.0,-3.2%,5,91%,7.7,6.7,10.1,13.1,9.4
122,HOU,"Dalton Schultz",TE,10.0,-10.4%,6,82%,7.7,8.4,8.5,12.3,9.4
123,NYG,"Jaxson Dart",QB,9.0,5.4%,14,33%,16.3,18.4,17.7,23.2,9.3
124,BAL,"Roquan Smith",LB,10.0,26.5%,7,9%,7.2,6.8,8.6,10.3,9.2
125,ARI,"Budda Baker",DB,10.0,-18.1%,8,30%,5.8,5.9,7.6,9.5,9.2
126,SF,"Jauan Jennings",WR,9.0,4.1%,14,85%,9.6,8.8,10.7,14.4,9.1
127,CLE,"Harold Fannin Jr.",TE,9.0,-2.7%,9,68%,8.2,9.3,9.3,13.6,8.7
128,CHI,"Caleb Williams",QB,10.0,7.4%,5,24%,14.4,17.3,16.5,19.3,8.4
129,WAS,"Zach Ertz",TE,9.0,-1.8%,12,88%,7.5,8.4,10,12.4,8.1
130,TB,"Rachaad White",RB,9.0,-1.7%,9,86%,6.5,7.4,7.6,12.5,8
131,NYJ,"Mason Taylor",TE,9.0,-5.3%,9,72%,7.9,8.8,9.8,12.4,7.9
132,NYJ,"Isaiah Davis",RB,9.0,-3.8%,9,0%,6.8,4.7,7.8,11.7,7.9
133,DEN,"Bo Nix",QB,9.0,-7.1%,12,21%,16.5,18.2,17.5,22.2,7.8
134,IND,"Daniel Jones",QB,9.0,-1.1%,11,36%,16.4,18.3,17.4,22.3,7.4
135,GB,"Green Bay Packers",DEF,10.0,-8.4%,5,0%,6.5,4.7,7.3,8.2,7.1
136,GB,"Christian Watson",WR,10.0,-3.2%,5,52%,8.3,7.6,9.8,12.3,7
137,SEA,"Sam Darnold",QB,10.0,-3%,8,25%,14.1,15.9,16,19.5,6.7
138,JAC,"Foyesade Oluokun",LB,10.0,-0.8%,8,0%,6.7,6,7.9,10.3,6.7
139,NO,"Juwan Johnson",TE,9.0,-6.4%,11,79%,8.2,8.1,9.3,12.6,6.6
140,BAL,"Kyle Hamilton",DB,10.0,26.5%,7,25%,5.6,6,7,9.1,6.6
141,CLE,"David Njoku",TE,9.0,-2.7%,9,86%,7.9,8.5,9.2,12.5,6.5
142,LAR,"Los Angeles Rams",DEF,10.0,1.5%,8,0%,6.3,4.8,6.9,8.4,6.2
143,ATL,"Tyler Allgeier",RB,10.0,-8.3%,5,37%,5.2,5.9,5.8,11.5,5.8
144,DET,"Aidan Hutchinson",DL,10.0,-7.2%,8,35%,4.9,4.1,5.8,7.3,5.8
145,TB,"Cade Otton",TE,9.0,-10.7%,9,69%,7.6,8.7,9.4,11.8,5.7
146,LAR,"Blake Corum",RB,10.0,-5.5%,8,32%,5.4,4.6,6.1,10.7,5.7
147,BAL,"Isaiah Likely",TE,10.0,22.3%,7,16%,6.8,5.5,8,11.6,5.6
148,CHI,"Colston Loveland",TE,10.0,11.6%,5,33%,6.5,5.1,8.5,10.8,5.5
149,TB,"Antoine Winfield Jr.",DB,9.0,18.1%,9,0%,5.6,5,7.5,10.1,5.5
150,BAL,"Mark Andrews",TE,10.0,22.3%,7,49%,6.9,7.6,8.4,10.5,5.2
151,HOU,"Will Anderson Jr.",DL,10.0,-10.2%,6,28%,4.6,3.8,5.7,7.2,5.2
152,ARI,"Zonovan Knight",RB,10.0,3.8%,8,0%,5,6.4,6,10.5,5.1
153,JAC,"Trevor Lawrence",QB,10.0,-7.6%,8,35%,13.7,15.9,16.3,18.3,5
154,DET,"Jack Campbell",LB,10.0,-7.2%,8,0%,6.2,6,7.2,10.8,5
155,CIN,"Barrett Carter",LB,9.0,-8.6%,10,0%,0,5.4,6.7,13.4,5
156,NE,"Kayshon Boutte",WR,9.0,-0.7%,14,0%,8.9,9.2,10.4,14,4.9
157,KC,"Brashard Smith",RB,9.0,12.6%,10,23%,5.5,4.7,6.2,12.4,4.9
158,GB,"Micah Parsons",DL,10.0,-8.4%,5,35%,4.8,5.5,5.6,7,4.9
159,HOU,"Houston Texans",DEF,10.0,-10.2%,6,0%,6.1,4.2,6.6,8,4.8
160,PHI,"Tank Bigsby",RB,9.0,2.9%,9,17%,5.5,1,7,10.5,4.6
161,LAR,"Byron Young",DL,10.0,1.5%,8,0%,4.4,4.6,5.4,7.3,4.5
162,MIA,"Ollie Gordon II",RB,9.0,10.4%,12,0%,5.4,3.7,5.7,12.5,4.4
163,DAL,"Brandon Aubrey",K,9.0,4.5%,10,6%,8.5,6,9.9,10.5,4.3
164,HOU,"Ka'imi Fairbairn",K,10.0,-4.5%,6,0%,7.7,5.3,8.8,9.6,4.3
165,DET,"Detroit Lions",DEF,10.0,-7.2%,8,0%,5.5,4.6,6.6,7.9,4.2
166,CIN,"Joe Flacco",QB,9.0,12.8%,10,17%,14,8.4,18,20.7,4.1
167,CHI,"Jaquan Brisker",DB,10.0,-0.2%,5,0%,4.6,4.8,6.6,8.9,4.1
168,CIN,"Samaje Perine",RB,9.0,12.2%,10,14%,5.7,5.7,6.3,11.7,4.1
169,ARI,"Chad Ryland",K,10.0,-14.3%,8,0%,7.8,5.1,8.4,9.9,3.9
170,SEA,"Jason Myers",K,10.0,0.6%,8,0%,7.8,5.1,8.4,9.9,3.9
171,PIT,"T.J. Watt",DL,10.0,-13.1%,5,14%,4.2,5.5,5.5,6.8,3.9
172,PIT,"Chris Boswell",K,10.0,1.3%,5,0%,8,5.4,8.5,9.5,3.8
173,SEA,"Seattle Seahawks",DEF,10.0,11.2%,8,0%,5.3,4.1,6.6,7.7,3.8
174,LVR,"Maxx Crosby",DL,10.0,-9.5%,8,0%,4.1,4.9,5.3,7.2,3.8
175,HOU,"Jayden Higgins",WR,10.0,-0.7%,6,16%,7.3,5,8.3,14.5,3.7
176,CHI,"T.J. Edwards",LB,10.0,-0.2%,5,0%,6,6.9,7.5,9.4,3.7
177,DEN,"Denver Broncos",DEF,9.0,-9.2%,12,0%,6.6,5,7,8.7,3.6
178,MIN,"J.J. McCarthy",QB,10.0,13.8%,6,41%,12.5,15.2,16.6,17.6,3.5
179,PHI,"Zack Baun",LB,9.0,-27.3%,9,0%,6.6,6.9,8.3,10.6,3.5
180,MIN,"Jonathan Greenard",DL,10.0,-34.5%,6,0%,4,4.6,5.5,6.6,3.5
181,IND,"Alec Pierce",WR,9.0,-3.7%,11,94%,9.5,7.7,10,13.5,3.4
182,SEA,"Ernest Jones",LB,10.0,11.2%,8,0%,5.9,6.3,7.1,9.9,3.3
183,BUF,"Terrel Bernard",LB,10.0,-0.5%,7,0%,6,4.5,7.1,9.9,3.3
184,LAC,"Cameron Dicker",K,9.0,-5.7%,12,6%,8.3,5.6,9.6,10.3,3.2
185,BAL,"Tyler Loop",K,10.0,10.7%,7,0%,7.7,5.1,8.5,9.2,3.2
186,NE,"New England Patriots",DEF,9.0,12.4%,14,0%,6.4,4.1,6.7,8.7,3.2
187,LAC,"Daiyan Henley",LB,9.0,-12.2%,12,0%,6.6,6.5,8.2,10.3,3.1
188,GB,"Edgerrin Cooper",LB,10.0,-8.4%,5,0%,5.8,6.8,7.3,9.5,3.1
189,BAL,"Justice Hill",RB,10.0,3.7%,7,36%,4.9,4.8,6.3,7.9,3
190,DEN,"Evan Engram",TE,9.0,-9.3%,12,67%,7.6,7.6,8.6,11.9,2.9
191,LAR,"Jared Verse",DL,10.0,1.5%,8,0%,4.4,4.3,5.1,6.6,2.9
192,DET,"Jake Bates",K,10.0,13.8%,8,6%,7.5,5.6,8.3,9.4,2.8
193,CLE,"Jerry Jeudy",WR,9.0,7.4%,9,55%,8.2,8.2,10.7,12.6,2.5
194,TEN,"Chimere Dike",WR,9.0,-7.8%,10,0%,9.1,6.4,10.1,13.1,2.5
195,PHI,"Jake Elliott",K,9.0,1.6%,9,0%,8.2,5.1,9.2,10.1,2.5
196,LAR,"Quentin Lake",DB,10.0,1.5%,8,0%,4.9,5.2,6.5,8.1,2.5
197,LVR,"Jeremy Chinn",DB,10.0,-9.5%,8,23%,4.9,5.6,6.5,8.1,2.5
198,SEA,"Tory Horton",WR,10.0,1.7%,8,84%,7.8,5.1,9.3,11.6,2.4
199,CHI,"Kevin Byard",DB,10.0,-0.2%,5,0%,4.8,5.9,6.6,7.9,2.3
200,MIN,"Will Reichard",K,10.0,-1.3%,6,0%,7.4,5.1,7.8,9.8,2.2
201,CLE,"Dylan Sampson",RB,9.0,13.9%,9,35%,5,2.6,5.5,11,2.2
202,KC,"Harrison Butker",K,9.0,-3.9%,10,0%,8.4,5.7,8.9,10.3,2.1
203,NYG,"Theo Johnson",TE,9.0,5.8%,14,42%,7.1,8.8,8.1,12.4,2.1
204,ATL,"Jessie Bates",DB,10.0,4.9%,5,0%,4.8,6.3,6,9,2
205,CLE,"Cleveland Browns",DEF,9.0,7.5%,9,0%,6.3,4.8,6.8,8.2,1.8
206,BAL,"Baltimore Ravens",DEF,10.0,26.5%,7,0%,5.5,4,6,7.6,1.8
207,HOU,"Azeez Al-Shaair",LB,10.0,-10.2%,6,0%,6.1,5.1,7.3,8.8,1.7
208,MIN,"Josh Metellus",DB,10.0,-34.5%,6,0%,5,5.4,6,8.7,1.7
209,NO,"Devin Neal",RB,9.0,1%,11,0%,4.6,5.6,5.4,11,1.7
210,DAL,"Jaydon Blue",RB,9.0,-4.4%,10,29%,4.3,3.6,6,9.9,1.4
211,IND,"Nick Cross",DB,9.0,-19.2%,11,0%,5.8,6.7,6.9,9,1.3
212,CLE,"Myles Garrett",DL,9.0,7.5%,9,20%,4.4,4.4,5.4,7,1.3
213,CAR,"Jalen Coker",WR,9.0,-1%,14,6%,8.2,6.7,9.7,13.6,1.2
214,TB,"Chase McLaughlin",K,9.0,5%,9,0%,8.2,5.8,8.6,10.2,1.2
215,JAC,"Jacksonville Jaguars",DEF,10.0,-0.8%,8,0%,5.1,4,6.2,7.3,1.2
216,DEN,"Talanoa Hufanga",DB,9.0,-9.2%,12,39%,5.3,5.4,6.6,9.9,1
217,LAC,"Los Angeles Chargers",DEF,9.0,-12.2%,12,0%,6,3.6,6.5,8.3,1
218,PIT,"Aaron Rodgers",QB,10.0,5.1%,5,39%,13.5,15.1,15.7,17.3,0.9
219,JAC,"Brenton Strange",TE,8.0,1.9%,8,39%,4.7,7.6,7.6,9.1,0.8
220,HOU,"Joe Mixon",RB,6.0,4.7%,6,67%,0,4.4,4.1,4.3,0.8
221,SF,"San Francisco 49ers",DEF,9.0,14.3%,14,0%,6.1,4.2,6.4,8.6,0.5
222,HOU,"C.J. Stroud",QB,10.0,-7.2%,6,30%,13.5,15.7,15.2,17.9,0.4
223,ATL,"Kaden Elliss",LB,10.0,4.9%,5,0%,5.9,5.7,7.1,8.8,0.4
224,JAC,"Josh Hines-Allen",DL,10.0,-0.8%,8,24%,3.8,3.9,4.8,6.3,0.4
225,SEA,"Byron Murphy II",DL,10.0,11.2%,8,0%,3.4,1.8,4.5,7.2,0.4
226,LVR,"Geno Smith",QB,10.0,-6.7%,8,64%,13,12.2,15.3,18.1,0.3
227,SEA,"Cooper Kupp",WR,9.0,1.7%,8,94%,7.6,8.7,8.5,12.5,0.3
228,SEA,"Leonard Williams",DL,10.0,11.2%,8,37%,3.9,3.7,4.9,5.9,0.1
229,SF,"Brock Purdy",QB,8.0,0.1%,14,24%,14.1,15.8,15.7,18.2,0
230,DEN,"Wil Lutz",K,9.0,-12%,12,0%,8.1,4.9,8.6,10.1,0
231,PIT,"Patrick Queen",LB,10.0,-13.1%,5,0%,6,5.7,7.1,8.6,0
232,LAC,"Derwin James",DB,9.0,-12.2%,12,39%,5,5.3,6.6,9.2,0
233,BUF,"Buffalo Bills",DEF,10.0,-0.5%,7,0%,4.5,5,6.3,6.9,0
234,HOU,"Danielle Hunter",DL,10.0,-10.2%,6,8%,4.1,4.3,4.7,6.1,0
235,CHI,"Tremaine Edmunds",LB,10.0,-0.2%,5,25%,5.9,4.7,6.9,9,-0.2
236,TEN,"Elic Ayomanor",WR,9.0,-7.8%,10,56%,7.6,7.3,9.5,14.3,-0.3
237,IND,"Indianapolis Colts",DEF,9.0,-19.2%,11,0%,5.8,3.3,6.4,8.1,-0.3
238,PHI,"Cooper DeJean",DB,9.0,-27.3%,9,0%,5.2,4.3,6.2,9.9,-0.4
239,KC,"Kansas City Chiefs",DEF,9.0,-28.5%,10,0%,5.8,4.2,6.4,8,-0.5
240,BUF,"Gregory Rousseau",DL,10.0,-0.5%,7,0%,3.7,3.2,4.8,6,-0.5
241,PHI,"Philadelphia Eagles",DEF,9.0,-27.3%,9,0%,5.8,4.1,6.8,7.3,-0.7
242,TB,"Sean Tucker",RB,9.0,-1.7%,9,18%,4.3,2.1,4.8,9.6,-0.7
243,GB,"Devonte Wyatt",DL,10.0,-8.4%,5,0%,3.1,2.2,4.4,7,-0.8
244,NE,"Robert Spillane",LB,9.0,12.4%,14,0%,5.9,7.1,7.9,9.5,-1.2
245,GB,"Quay Walker",LB,10.0,-8.4%,5,0%,5.5,6.1,6.9,8.8,-1.3
246,ATL,"Atlanta Falcons",DEF,10.0,4.9%,5,0%,5,4.4,5.8,7.1,-1.3
247,CLE,"Carson Schwesinger",LB,9.0,7.5%,9,47%,6.2,6.6,7.6,9.9,-1.5
248,LVR,"Devin White",LB,10.0,-9.5%,8,0%,3.5,5.1,7,9.8,-1.6
249,NYG,"Brian Burns",DL,9.0,0.9%,14,0%,4.2,4.1,5.3,6.4,-1.6
250,TB,"Tampa Bay Buccaneers",DEF,9.0,18.1%,9,0%,5.8,4.4,6.4,7.9,-1.7
251,LAR,"Kamren Curl",DB,10.0,1.5%,8,0%,4.5,4.4,6,7.8,-1.7
252,LVR,"Daniel Carlson",K,10.0,1.4%,8,0%,7.1,4.9,7.6,8.7,-1.8
253,CAR,"Trevon Moehrig",DB,9.0,-4.4%,14,0%,5.3,5.3,6.6,8.3,-2
254,TEN,"Chigoziem Okonkwo",TE,9.0,-6.8%,10,34%,6,6.4,7.7,10.9,-2.1
255,DEN,"Brandon Jones",DB,9.0,-9.2%,12,25%,4.9,5.4,6.4,9,-2.1
256,TB,"Sterling Shepard",WR,9.0,-4.4%,9,82%,6.7,4.6,8.4,15.7,-2.2
257,ARI,"Jalen Thompson",DB,10.0,-18.1%,8,0%,4.5,4.7,5.6,8.4,-2.3
258,IND,"DeForest Buckner",DL,9.0,-19.2%,11,10%,3.8,4.2,5.3,6.3,-2.3
259,CHI,"Montez Sweat",DL,10.0,-0.2%,5,24%,3.7,2.8,4.6,5.5,-2.4
260,HOU,"Jaylin Noel",WR,10.0,-0.7%,6,11%,6.1,5.1,8.1,13,-2.6
261,BAL,"Rashod Bateman",WR,10.0,2.7%,7,43%,6.9,6.8,8.5,11.6,-2.7
262,JAC,"Parker Washington",WR,10.0,-1.2%,8,0%,6.9,8.3,8.5,11.6,-2.7
263,JAC,"Cam Little",K,10.0,-4.8%,8,0%,6.8,5.1,7.7,8.2,-2.8
264,MIA,"Jordyn Brooks",LB,9.0,0.2%,12,21%,6.5,7.5,7.7,8.9,-2.8
265,CHI,"Chicago Bears",DEF,10.0,-0.2%,5,0%,5.1,4.3,5.5,7,-2.9
