Rank,Team,Player,"Fantasy Position",Games,SOS,Bye,InjuryRisk,"Floor Proj","Consensus Proj","DS Proj",CeilingProj,"3D Value"
54,GB,"Tucker Kraft",TE,13.0,9.5%,5,38%,9.9,10.8,11.9,15.5,32.4
55,BAL,"Lamar Jackson",QB,12.0,12.3%,7,31%,17.2,19.6,19.1,22.5,32.2
56,TB,"Chris Godwin",WR,13.0,3%,9,58%,10.8,11.3,12.7,16.3,31.8
57,MIN,"Jordan Addison",WR,13.0,-2.8%,6,85%,11.1,10.4,12.5,15.9,30.7
58,LAC,"Keenan Allen",WR,13.0,3.1%,12,62%,9.8,12,12.7,16.5,30.5
59,SF,"Ricky Pearsall",WR,12.0,13.7%,14,54%,9.8,11.1,12,15.6,30.1
60,NYG,"Cameron Skattebo",RB,13.0,5.9%,14,41%,8.9,12.8,13.3,15.8,30
61,JAC,"Travis Etienne",RB,13.0,2.1%,8,71%,9.5,11.9,13.2,15.8,30
62,IND,"Michael Pittman Jr.",WR,13.0,1.7%,11,93%,11.1,12.4,12.2,16.1,29.6
63,DAL,"Jake Ferguson",TE,13.0,-6.9%,10,70%,9.4,10.8,12,14.2,29.3
64,DAL,"Javonte Williams",RB,13.0,9.1%,10,50%,9.4,13.7,12,17.6,29.2
65,LAC,"Ladd McConkey",WR,13.0,3.1%,12,82%,10.9,12,12.4,15.7,29.1
66,DET,"Jameson Williams",WR,13.0,4.9%,8,48%,10.1,10.9,12.3,16.4,29
67,DET,"David Montgomery",RB,13.0,18.3%,8,95%,10.1,10.6,12.5,15.6,28.7
68,DEN,"J.K. Dobbins",RB,13.0,13.4%,12,57%,9.8,10.8,12.3,16,28.7
69,CIN,"Chase Brown",RB,13.0,7%,10,72%,10.4,12.9,12.9,14.7,28.4
70,PIT,"Jaylen Warren",RB,13.0,4.4%,5,77%,9.8,11.8,12.9,14.8,28.4
71,WAS,"Terry McLaurin",WR,12.0,-6.4%,12,59%,10.2,11.5,11.7,14.6,26.7
72,LAC,"Justin Herbert",QB,13.0,8%,12,32%,17.2,18.2,19.8,22.2,26.6
73,NE,"Hunter Henry",TE,13.0,-15.7%,14,55%,9.4,9.2,11.2,13.9,26
74,NE,"Stefon Diggs",WR,13.0,7.1%,14,42%,10.5,10.2,11.8,15.2,25.6
75,CAR,"Chuba Hubbard",RB,12.0,-3%,14,69%,8.8,11.8,12,13.8,25.3
76,DET,"Sam LaPorta",TE,13.0,22.2%,8,84%,9.8,10.8,10.8,14.1,25.1
77,CLE,"Jerry Jeudy",WR,13.0,-0.9%,9,50%,10.5,11,11.8,14.9,24.3
78,MIN,"Jordan Mason",RB,13.0,11.2%,6,43%,9.4,10.4,11,16.1,24.3
79,NYG,"Wan'Dale Robinson",WR,13.0,-9.2%,14,50%,9.9,11.3,12.1,14.3,24.2
80,TEN,"Tony Pollard",RB,13.0,2.6%,10,60%,9.2,9.8,11.9,14,23.9
81,CHI,"D.J. Moore",WR,13.0,2.3%,5,50%,10.4,11.3,11.8,14.8,23.9
82,SEA,"Zach Charbonnet",RB,13.0,-2.4%,8,45%,10.1,9.3,10.9,15.3,23.7
83,CHI,"D'Andre Swift",RB,13.0,7.5%,5,82%,8.5,12.5,12,14,23.5
84,NO,"Juwan Johnson",TE,13.0,9.2%,11,36%,9.7,9.1,10.7,13.5,23.5
85,BUF,"Keon Coleman",WR,13.0,-1.6%,7,55%,9.3,9.9,11.5,15.5,22.8
86,BUF,"Khalil Shakir",WR,13.0,-1.6%,7,53%,9.7,9.9,11.4,14.8,21.7
87,CIN,"Tee Higgins",WR,13.0,4.1%,10,90%,9,11.5,11.6,14.5,21.2
88,JAC,"Brenton Strange",TE,13.0,19.4%,8,22%,9.2,8.8,10.1,13.1,20.3
89,KC,"Patrick Mahomes",QB,13.0,-0.9%,10,19%,16,19,18.6,22.3,19.9
90,GB,"Romeo Doubs",WR,13.0,2.8%,5,54%,9.8,8.8,11.3,13.8,19.6
91,MIN,"T.J. Hockenson",TE,13.0,7.7%,6,61%,8.8,8.7,10,13.4,19.5
92,JAC,"Travis Hunter",WR,13.0,0.3%,8,37%,8.4,5.7,11.4,14.1,19.3
93,PHI,"Dallas Goedert",TE,13.0,2.4%,9,85%,8.6,8.9,10,13,19.1
94,KC,"Travis Kelce",TE,13.0,12.6%,10,52%,7.9,9.3,10.2,13.3,19
95,WAS,"Zach Ertz",TE,13.0,13%,12,52%,7.9,8.9,10.2,13.2,18.8
96,ATL,"Kyle Pitts",TE,13.0,17.1%,5,62%,8.2,8.9,9.8,13.9,18.8
97,NE,"Drake Maye",QB,13.0,6.3%,14,47%,16.6,18.2,18.6,21.4,18.7
98,ATL,"Darnell Mooney",WR,13.0,6.7%,5,84%,9.8,9.4,11.1,13.7,18.2
99,SF,"Jauan Jennings",WR,12.0,13.7%,14,71%,8.9,9,9.9,14.9,18.2
100,NE,"TreVeyon Henderson",RB,13.0,11.6%,14,75%,7.6,9.4,10,14.6,17.9
101,DEN,"RJ Harvey",RB,13.0,13.4%,12,68%,7.5,9.1,9.9,14.8,17.9
102,HOU,"Jo'Quavious Marks",RB,13.0,12.4%,6,0%,7.8,10.2,9.8,14.5,17.6
103,TB,"Baker Mayfield",QB,13.0,4%,9,25%,16.4,18.6,18.6,20.6,17.5
104,BUF,"Dalton Kincaid",TE,13.0,11.2%,7,85%,7.8,8.8,10.1,12.6,16.9
105,WAS,"Jacory Croskey-Merritt",RB,13.0,25.5%,12,51%,7.2,7.4,9.8,14.2,16.6
106,CHI,"Caleb Williams",QB,13.0,9.7%,5,24%,15.1,18.2,18.9,20.2,16.2
107,JAC,"Bhayshul Tuten",RB,13.0,2.1%,8,37%,7.2,6.9,10.2,13.1,16.1
108,DAL,"Dak Prescott",QB,13.0,-9.6%,10,31%,16.1,17.1,18.3,20.7,15.9
109,NYJ,"Justin Fields",QB,13.0,17.2%,9,55%,16.1,18.6,18.3,20.7,15.9
110,GB,"Jordan Love",QB,13.0,11.4%,5,31%,16.2,17,18.4,20.4,15.7
111,NE,"Rhamondre Stevenson",RB,13.0,11.6%,14,71%,7.9,8.1,9.1,14.6,15.5
112,DEN,"Bo Nix",QB,13.0,-4%,12,25%,16.3,17.4,17.9,20.8,14.8
113,HOU,"Nick Chubb",RB,13.0,12.4%,6,31%,8.2,4.7,9.7,12.6,14.8
114,MIN,"Aaron Jones",RB,11.0,11.2%,6,94%,7.1,7.6,9,11.1,14.6
115,IND,"Josh Downs",WR,13.0,1.7%,11,71%,9.3,7.9,10.7,12.8,14.5
116,GB,"Matthew Golden",WR,13.0,2.8%,5,70%,9,8.7,10.4,13.5,14.3
117,BAL,"Mark Andrews",TE,13.0,21.4%,7,45%,8.6,8.3,9.6,11.8,14.3
118,LVR,"Tre Tucker",WR,13.0,-1%,8,0%,8.5,8.3,10.4,13.8,14.2
119,ARI,"Kyler Murray",QB,13.0,13%,8,25%,15.6,17.3,18.4,19.9,13.8
120,ARI,"Trey Benson",RB,13.0,1.6%,8,29%,7.6,9.1,9.6,11.7,12.8
121,DET,"Jared Goff",QB,13.0,11.9%,8,16%,16.3,17.3,17.9,20,12.7
122,IND,"Daniel Jones",QB,13.0,-6.8%,11,30%,16.2,18.2,17.6,20.2,12.2
123,KC,"Marquise Brown",WR,13.0,-0.2%,10,69%,8.1,7,9.9,13.9,12.1
124,SEA,"Cooper Kupp",WR,13.0,12.5%,8,63%,8.5,9.5,9.6,14.1,11.3
125,CLE,"Harold Fannin Jr.",TE,13.0,13.2%,9,19%,7.4,7.9,9.3,11.5,11
126,TEN,"Elic Ayomanor",WR,13.0,1.5%,10,8%,7.6,8.7,9.5,14.3,10.7
127,KC,"Isiah Pacheco",RB,13.0,14.4%,10,93%,6.7,7.2,9.4,11.3,10.7
128,MIA,"Darren Waller",TE,13.0,1.2%,12,66%,6,8.1,9.5,11.4,10.5
129,NYG,"Darius Slayton",WR,13.0,-9.2%,14,51%,8,8.3,9.6,13.7,10.4
130,DEN,"Troy Franklin",WR,13.0,2.6%,12,10%,7.9,8.5,9.7,13.3,10.2
131,BAL,"Isaiah Likely",TE,13.0,21.4%,7,35%,7.1,6.9,8.8,12.1,10
132,DET,"Brian Branch",DB,13.0,24.3%,8,0%,6,6.2,8,10,10
133,SEA,"Tory Horton",WR,13.0,12.5%,8,31%,7.6,7.3,9.1,14.6,9.3
134,TB,"Antoine Winfield Jr.",DB,13.0,10.5%,9,0%,5.6,5,7.5,10.1,8.5
135,CLE,"David Njoku",TE,13.0,13.2%,9,78%,7.1,8.5,8.6,11.1,7.7
136,NYJ,"Mason Taylor",TE,13.0,5%,9,39%,7.1,6.7,7.9,12.8,7.7
137,TB,"Rachaad White",RB,13.0,-2.1%,9,54%,6.6,7.2,8.1,11.7,7.6
138,ARI,"Budda Baker",DB,13.0,-5.4%,8,21%,5.8,5.9,7.6,9.5,7.6
139,DEN,"Marvin Mims Jr.",WR,13.0,2.6%,12,17%,8.2,6.8,9.7,11.6,7.4
140,CHI,"Jaquan Brisker",DB,13.0,48.1%,5,0%,5.2,4.8,7.4,10,7.4
141,TEN,"Calvin Ridley",WR,13.0,1.5%,10,39%,7.3,9.3,9.8,12.1,7.1
142,SF,"Brock Purdy",QB,12.0,6.7%,14,28%,14.8,16.6,16.4,18.4,7
143,DAL,"Brandon Aubrey",K,13.0,27.3%,10,7%,8.5,6.2,9.9,10.5,6.8
144,DET,"Aidan Hutchinson",DL,13.0,24.3%,8,20%,4.9,4.2,5.8,7.3,6.6
145,CHI,"Kevin Byard",DB,13.0,48.1%,5,0%,5.3,5.8,7.4,8.9,6.3
146,BUF,"Joshua Palmer",WR,13.0,-1.6%,7,52%,7.8,6.2,9,12.6,6.1
147,KC,"Kareem Hunt",RB,13.0,14.4%,10,45%,6.6,6.7,8.2,10.3,6.1
148,HOU,"Will Anderson Jr.",DL,13.0,-20.6%,6,24%,4.6,4,5.7,7.2,6
149,NYG,"Theo Johnson",TE,13.0,-6.2%,14,28%,6,7.3,8.4,11.1,5.9
150,PHI,"Zack Baun",LB,13.0,5.5%,9,0%,6.6,7.1,8.3,10.6,5.9
151,BAL,"Kyle Hamilton",DB,13.0,98.4%,7,29%,5.6,5.8,7,9.1,5.9
152,TEN,"Tyjae Spears",RB,13.0,2.6%,10,65%,6.2,5.6,8.2,10.7,5.8
153,NYG,"Paulson Adebo",DB,13.0,14%,14,0%,5.1,4.7,6.8,9.9,5.8
154,DEN,"Evan Engram",TE,13.0,-5.2%,12,71%,7,7.1,8,11.4,5.7
155,LAC,"Cameron Dicker",K,13.0,2.4%,12,7%,8.3,5.9,9.6,10.3,5.6
156,CLE,"Cedric Tillman",WR,13.0,-0.9%,9,39%,6.8,5.3,8.7,14,5.6
157,IND,"Nick Cross",DB,13.0,-10.9%,11,0%,5.8,6.6,6.9,9,5.3
158,LAC,"Derwin James",DB,13.0,2.6%,12,32%,5.2,5.1,6.8,9.5,5.3
159,GB,"Micah Parsons",DL,13.0,3%,5,27%,4.8,5.5,5.6,7,5.3
160,SEA,"Sam Darnold",QB,13.0,7.3%,8,30%,15.3,15.5,16.1,20.6,5.2
161,CAR,"Jalen Coker",WR,13.0,7.6%,14,8%,7.7,7.7,9,12.6,5.2
162,BAL,"Roquan Smith",LB,12.0,98.4%,7,12%,6.6,6.3,7.9,9.5,5.2
163,HOU,"Christian Kirk",WR,13.0,-1.5%,6,88%,7.8,7.9,9.3,11.5,5.1
164,LAC,"Daiyan Henley",LB,13.0,2.6%,12,0%,6.6,6.4,8.2,10.3,5.1
165,GB,"Green Bay Packers",DEF,13.0,3%,5,0%,6.4,4.8,7.2,8.3,5
166,SF,"Fred Warner",LB,13.0,49.3%,14,0%,6.7,7.7,7.9,10.3,4.8
167,JAC,"Foyesade Oluokun",LB,13.0,-3.1%,8,0%,6.7,6.1,7.9,10.3,4.8
168,DEN,"Talanoa Hufanga",DB,13.0,-1.9%,12,39%,5.2,6.5,6.5,9.8,4.7
169,HOU,"Houston Texans",DEF,13.0,-20.6%,6,0%,6.4,4.2,7,8.1,4.4
170,NYG,"Tyrone Tracy Jr.",RB,13.0,5.9%,14,85%,5.7,6.3,8.2,9.5,4.3
171,PIT,"Kenneth Gainwell",RB,13.0,4.4%,5,17%,5.8,8.5,7.4,11,4.3
172,PIT,"T.J. Watt",DL,13.0,69.1%,5,18%,4.2,5.5,5.5,6.8,4.1
173,CLE,"Myles Garrett",DL,13.0,44.7%,9,18%,4.4,4.4,5.4,7,4.1
174,GB,"Edgerrin Cooper",LB,13.0,3%,5,0%,6.2,6.8,7.8,10.1,3.9
175,PHI,"Philadelphia Eagles",DEF,13.0,5.5%,9,0%,6.3,5.1,6.8,8.4,3.9
176,DEN,"Denver Broncos",DEF,13.0,-1.9%,12,0%,6.3,5,6.8,8.1,3.9
177,CLE,"Isaiah Bond",WR,13.0,-0.9%,9,6%,6.2,7.5,8.2,14.4,3.8
178,CLE,"Cleveland Browns",DEF,13.0,44.7%,9,0%,6.3,4.4,6.8,8.3,3.8
179,IND,"Indianapolis Colts",DEF,13.0,-10.9%,11,0%,6.1,4,6.7,8.4,3.7
180,DET,"Jake Bates",K,13.0,19%,8,7%,8.2,5.7,9.1,10.3,3.6
181,GB,"Brandon McManus",K,13.0,2.3%,5,0%,8.2,5.3,9.1,10.2,3.5
182,CAR,"Rico Dowdle",RB,13.0,-3%,14,25%,5.3,5.1,6.6,12.9,3.5
183,MIN,"Jonathan Greenard",DL,13.0,8.7%,6,0%,4,4.8,5.5,6.6,3.5
184,LAR,"Matthew Stafford",QB,13.0,4.5%,8,33%,14.9,14.6,15.8,20.4,3.4
185,IND,"Spencer Shrader",K,13.0,-7%,11,0%,8.4,,8.9,10.2,3.4
186,ARI,"Emari Demercado",RB,13.0,1.6%,8,11%,6,6.6,6.7,11.7,3.3
187,LVR,"Maxx Crosby",DL,13.0,26.4%,8,0%,4.1,5.1,5.3,7.2,3.3
188,NYG,"Jaxson Dart",QB,13.0,0.4%,14,33%,14.7,14.4,16.3,19.6,3.2
189,PHI,"Jake Elliott",K,13.0,14.6%,9,0%,8.1,5.5,9.1,10,3.1
190,DET,"Detroit Lions",DEF,13.0,24.3%,8,0%,6,5.2,6.6,8.3,3.1
191,MIN,"Minnesota Vikings",DEF,13.0,8.7%,6,0%,6.1,4.5,6.6,8.1,3
192,WAS,"Chris Rodriguez",RB,13.0,25.5%,12,28%,6.4,4.9,7,10.5,2.8
193,NE,"Robert Spillane",LB,13.0,57.1%,14,0%,5.9,7,7.9,9.5,2.7
194,SEA,"Seattle Seahawks",DEF,13.0,8.8%,8,0%,5.9,4,6.6,8,2.7
195,PHI,"Cooper DeJean",DB,13.0,5.5%,9,0%,5.2,4.6,6.2,9.9,2.7
196,KC,"Harrison Butker",K,13.0,-2.9%,10,0%,8.3,5.8,8.8,10.2,2.6
197,NYG,"Brian Burns",DL,13.0,14%,14,0%,4.2,4.1,5.3,6.4,2.5
198,LVR,"Geno Smith",QB,13.0,-4.5%,8,33%,14.8,14.7,16.1,19.3,2.4
199,BAL,"Baltimore Ravens",DEF,13.0,98.4%,7,0%,6,3.8,6.6,7.8,2.4
200,CIN,"Trey Hendrickson",DL,13.0,1.3%,10,13%,4.1,4.8,5.4,6.2,2.1
201,LAR,"Jared Verse",DL,13.0,-24.8%,8,0%,4.4,4.5,5.1,6.6,2.1
202,LAR,"Blake Corum",RB,13.0,2.5%,8,32%,5.5,4.7,6.2,12.4,2
203,ATL,"Michael Penix Jr.",QB,13.0,12.7%,5,15%,14.2,15.7,15.8,20.4,1.9
204,HOU,"Ka'imi Fairbairn",K,13.0,-0.8%,6,0%,8.1,5.3,8.8,10,1.9
205,CLE,"Carson Schwesinger",LB,13.0,44.7%,9,38%,6.2,4.9,7.5,9.8,1.9
206,LAC,"Los Angeles Chargers",DEF,13.0,2.6%,12,0%,6,4.4,6.5,7.9,1.9
207,HOU,"C.J. Stroud",QB,13.0,-3.2%,6,28%,14.8,14.6,16.3,18.7,1.7
208,IND,"Zaire Franklin",LB,13.0,-10.9%,11,0%,6.1,8,7.8,9.4,1.6
209,CIN,"Logan Wilson",LB,13.0,1.3%,10,25%,6.2,6.9,7.6,9.5,1.6
210,TEN,"Jeffery Simmons",DL,13.0,47.3%,10,22%,4.1,2.8,5.3,6.4,1.5
211,IND,"DeForest Buckner",DL,13.0,-10.9%,11,8%,3.8,4.3,5.3,6.3,1.4
212,NO,"Rashid Shaheed",WR,13.0,8.6%,11,49%,7.7,9.7,8.6,11.6,1.2
213,JAC,"Cam Little",K,13.0,11.4%,8,0%,7.8,5.2,8.9,9.9,1.1
214,LAC,"Tre Harris",WR,13.0,3.1%,12,54%,6.5,3,8.6,12,1.1
215,BAL,"Rashod Bateman",WR,13.0,6.6%,7,38%,7.4,7.6,8.4,11.9,1.1
216,DEN,"Brandon Jones",DB,13.0,-1.9%,12,19%,4.9,5.7,6.4,9,1.1
217,TB,"Chase McLaughlin",K,13.0,-2.7%,9,0%,8.2,5.7,8.6,10.2,0.9
218,ARI,"Arizona Cardinals",DEF,13.0,-5.4%,8,0%,5.9,3.8,6.4,7.7,0.8
219,GB,"Dontayvion Wicks",WR,13.0,2.8%,5,63%,6.6,4.2,8.1,12.9,0.7
220,MIA,"Jordyn Brooks",LB,13.0,34.1%,12,28%,6.5,7.5,7.7,8.9,0.7
221,ATL,"Kaden Elliss",LB,13.0,20.5%,5,0%,6.3,7.2,7.6,9.4,0.7
222,PIT,"Jonnu Smith",TE,13.0,6.5%,5,57%,6.2,7.3,7.5,10.1,0.7
223,PIT,"Pat Freiermuth",TE,13.0,6.5%,5,72%,6.3,6.2,7.3,10.9,0.6
224,DEN,"Wil Lutz",K,13.0,22.8%,12,0%,8,5.2,8.5,10,0.4
225,HOU,"Jayden Higgins",WR,13.0,-1.5%,6,24%,6.6,5.4,8.2,12.4,0.4
226,MIA,"Tua Tagovailoa",QB,13.0,15.5%,12,30%,14.3,14.5,16.3,18.4,0.3
227,BAL,"Tyler Loop",K,13.0,10.1%,7,0%,7.7,5.3,8.5,10.1,0.1
228,TEN,"Chigoziem Okonkwo",TE,13.0,4.6%,10,25%,5.8,6.2,7.4,10.5,0.1
229,LVR,"Daniel Carlson",K,13.0,-1.6%,8,0%,8,5.1,8.6,9.8,0
230,CAR,"Tommy Tremble",TE,13.0,7.4%,14,0%,6.5,3.7,7.8,9,0
231,BUF,"Terrel Bernard",LB,13.0,88%,7,0%,6,5.7,7.1,9.9,0
232,NYG,"Tyler Nubin",DB,13.0,14%,14,0%,5,5.5,6.6,8.3,0
233,CLE,"Grant Delpit",DB,13.0,44.7%,9,14%,4.9,5.3,6.5,8.1,0
234,LVR,"Jeremy Chinn",DB,13.0,26.4%,8,25%,4.9,5.7,6.5,8.1,0
235,LAR,"Los Angeles Rams",DEF,13.0,-24.8%,8,0%,5.7,4.5,6.3,7.7,0
236,KC,"Brashard Smith",RB,13.0,14.4%,10,17%,4.8,4.2,5.6,12.3,0
237,CHI,"Montez Sweat",DL,13.0,48.1%,5,16%,4.1,2.8,5.1,6.1,0
238,SEA,"Ernest Jones",LB,13.0,8.8%,8,0%,5.9,6.3,7.1,9.9,-0.1
239,SF,"Brandon Aiyuk",WR,11.0,13.7%,14,44%,5.2,8.6,8.4,9.2,-0.2
240,LAR,"Byron Young",DL,13.0,-24.8%,8,0%,3.9,4.5,4.8,6.5,-0.2
241,MIA,"Tyrel Dodson",LB,13.0,34.1%,12,0%,7.7,4.5,7.7,7.7,-0.3
242,MIA,"Malik Washington",WR,13.0,5.8%,12,0%,6.1,8.2,8.6,11.5,-0.4
243,PHI,"Reed Blankenship",DB,13.0,5.5%,9,0%,4.6,4.5,5.7,10,-0.4
244,PIT,"Aaron Rodgers",QB,13.0,14.1%,5,29%,13.8,14.8,16.1,18.8,-0.6
245,JAC,"Trevor Lawrence",QB,13.0,-4.5%,8,36%,14.2,15.5,15.9,19.1,-0.7
246,KC,"Kansas City Chiefs",DEF,13.0,-25.4%,10,0%,5.7,4,6.3,7.4,-0.7
247,NO,"Kendre Miller",RB,13.0,3.1%,11,68%,5.2,5.3,5.8,11.3,-0.7
248,BUF,"Buffalo Bills",DEF,13.0,88%,7,0%,5.7,5.2,6.3,7.4,-0.8
249,ARI,"Chad Ryland",K,13.0,-7.9%,8,0%,7.9,5.4,8.5,10,-0.9
250,LAR,"Joshua Karty",K,13.0,-7.1%,8,0%,7.9,4.9,8.5,10,-0.9
251,PIT,"Chris Boswell",K,13.0,-7.3%,5,0%,8,5.2,8.5,9.9,-1
252,MIN,"Josh Metellus",DB,13.0,8.7%,6,0%,5,5.6,6,8.7,-1.2
253,TB,"Sterling Shepard",WR,13.0,3%,9,29%,6.2,3.3,7.8,12.5,-1.3
254,MIA,"Ollie Gordon II",RB,13.0,2.2%,12,0%,5,5.1,5.9,10.9,-1.3
255,ATL,"Tyler Allgeier",RB,13.0,-1.1%,5,37%,5,6.2,5.6,11.1,-1.5
256,ARI,"Michael Wilson",WR,13.0,13.8%,8,51%,7,5.6,8.2,11.1,-1.6
257,ATL,"Jessie Bates",DB,13.0,20.5%,5,0%,4.8,6.4,6,9,-1.6
258,DAL,"Jaydon Blue",RB,13.0,9.1%,10,17%,4.1,1.6,5.8,11.4,-1.6
259,SEA,"Jason Myers",K,13.0,-4.3%,8,0%,7.9,5.1,8.4,9.9,-1.7
260,SEA,"Leonard Williams",DL,13.0,8.8%,8,32%,3.9,3.7,4.9,5.9,-1.7
261,PIT,"Calvin Austin III",WR,13.0,3.5%,5,29%,6.8,8.5,8.5,10.5,-1.8
262,MIA,"Jason Sanders",K,13.0,13.5%,12,0%,7.8,4.8,8.4,9.7,-1.8
263,SEA,"Byron Murphy II",DL,13.0,8.8%,8,0%,3.4,1.8,4.5,7.2,-1.9
264,DEN,"Alex Singleton",LB,13.0,-1.9%,12,0%,4.3,7,7.1,10.7,-2
265,IND,"Alec Pierce",WR,12.0,1.7%,11,63%,6.6,7.5,6.9,11.7,-2.1
266,DEN,"Riley Moss",DB,13.0,-1.9%,12,0%,4.5,1.5,6.3,8.1,-2.1
267,BUF,"Gregory Rousseau",DL,13.0,88%,7,0%,3.7,3.4,4.8,6,-2.1
